식당이름,메뉴이름,가격
보배반점 미아직영점,쫄깃탕수육 (미니),
화로상회 수유점,14세 이상,13700
화로상회 수유점,8세~13세,10000
화로상회 수유점,6세~7세,5000
무너미,amricano(HOT),4000
무너미,latthte(HOT),4500
무너미,mocha(HOT),5000
무너미,lenon,5000
무너미,choco(HOT),5000
이설함흥냉면,회냉면,9000
이설함흥냉면,물냉면,8000
이설함흥냉면,비빔냉면,8000
이설함흥냉면,왕만두,7000
이설함흥냉면,사골만두국,8000
라공방 수유점,마라탕 (100g),1600
라공방 수유점,꿔바로우 (소),14000
라공방 수유점,꿔바로우 (대),18000
라공방 수유점,마라샹궈 (100g),3000
착한낙지 수유점,낙지갈비탕,13000
착한낙지 수유점,산낙지볶음,40000
착한낙지 수유점,연포탕 (소),38000
착한낙지 수유점,낙지전골 (소),38000
착한낙지 수유점,산낙지초무침,45000
소담촌 수유점,월남쌈 샤브,14900
소담촌 수유점,월남쌈 버섯 샤브,19800
소담촌 수유점,월남쌈 와규 샤브,18800
소담촌 수유점,월남쌈 명품 한우 샤브,22000
소담촌 수유점,월남쌈 스페셜 샤브,23900
소담촌 미아사거리점,월남쌈샤브,14500
소담촌 미아사거리점,월남쌈버섯샤브,18900
소담촌 미아사거리점,월남쌈와규샤브,17800
소담촌 미아사거리점,우삼겹구이&샤브,15000
소담촌 미아사거리점,돈삼겹구이&샤브,15000
수유손칼국수,칼국수,8000
수유손칼국수,공기밥,1000
동네함박,함박스테이크 (180g),9800
동네함박,미트 토마토 치즈 함박스테이크 (180g),11000
동네함박,안심 돈까스,8000
동네함박,오므라이스,8000
동네함박,미트 토마토 파스타,8000
원조할매곱창 미아점,양념막창 (1인분),11000
원조할매곱창 미아점,막창 (1인분),11000
원조할매곱창 미아점,통마늘알곱창 (1일분),11000
원조할매곱창 미아점,야채곱창 (1인분),10000
원조할매곱창 미아점,곱창전골 (1인분),10000
늘봄아갑찜 미아본점,아갑찜,49000
늘봄아갑찜 미아본점,아구찜 (2인),36000
늘봄아갑찜 미아본점,낙지전복찜 (소),65000
늘봄아갑찜 미아본점,바지락칼국수,7000
늘봄아갑찜 미아본점,갑오징어숙회,20000
조개일번지,랍스타 조개찜,62000
조개일번지,황제조개찜,99000
조개일번지,조개찜 (소),38000
조개일번지,조개구이 (소),38000
조개일번지,멍게+전복+산낙지,25000
카페산아래,아메리카노(HOT),4000
카페산아래,카페라떼(HOT),4500
카페산아래,고구마라떼(HOT),5000
카페산아래,수제 자몽차(HOT),5000
카페산아래,바나나 스무디,6000
옥류헌,신선로,35000
옥류헌,활전복회,100000
옥류헌,활어회,70000
옥류헌,장어요리,70000
옥류헌,오색고명 대하찜,55000
벼랑순대국 본점,순대국,6000
벼랑순대국 본점,살코기순대국,7000
벼랑순대국 본점,벼랑순대국,8000
벼랑순대국 본점,머리고기,10000
벼랑순대국 본점,토종순대,10000
춘천골닭갈비,양념숯불닭갈비(1인분300g),24000
춘천골닭갈비,소금숯불닭갈비(1인분300g),24000
춘천골닭갈비,간장숯불닭갈비(1인분300g),24000
춘천골닭갈비,물막국수,9000
춘천골닭갈비,비빔막국수,10000
춘천골닭갈비,판메밀(소바),9000
춘천골닭갈비,쟁반국수2인,22000
춘천골닭갈비,닭발구이,26000
춘천골닭갈비,돼지껍데기,20000
춘천골닭갈비,닭발1인/껍데기1인(2인),23000
춘천골닭갈비,숯불닭갈비2인세트,32000
춘천골닭갈비,숯불닭갈비 2인세트,32000
춘천골닭갈비,숯불닭갈비 3인세트,43000
춘천골닭갈비,수제메밀묵사발,10000
춘천골닭갈비,메밀전병,6000
춘천골닭갈비,메밀만두,5000
춘천골닭갈비,공기밥,1500
춘천골닭갈비,주먹밥,3000
백곱식당 수유점,돼지양념곱창(1인분),11000
백곱식당 수유점,눈꽃치즈돼지양념곱창(1인분),14000
백곱식당 수유점,치즈판 백막창(1인분),14000
백곱식당 수유점,한우소곱창구이(1인분),19900
백곱식당 수유점,곱창전골뚝배기(1~2인),10000
조연탄 수유점,제주먹고기(1인분),13000
조연탄 수유점,제주훌러덩껍데기(1인분),10000
짚신매운갈비찜 미아본점,돼지갈비찜 (1인분),12000
짚신매운갈비찜 미아본점,소갈비찜 (1인분),16000
여러분평양냉면,평양 메밀냉면 (물),8000
여러분평양냉면,평양 메밀냉면 (비빔),8000
여러분평양냉면,명태회 비빔냉면,9500
여러분평양냉면,한우사골 곰탕,8000
여러분평양냉면,손만두 전골 (2인),19500
토방,청국장,7000
토방,도토리만두전골,8000
토방,도토리칼국수 (2인이상),7000
토방,모듬보쌈 (소),27000
토방,오리보쌈,37000
한상차림밥상 보문동직영점,보쌈정식,9000
한상차림밥상 보문동직영점,보쌈정식(돌솥밥),10000
한상차림밥상 보문동직영점,한방갈비찜정식,11000
한상차림밥상 보문동직영점,한방갈비찜정식(돌솥밥),12000
신매콤터,떡볶이,3000
신매콤터,튀김,2000
신매콤터,치즈라면,4000
신매콤터,제육덮밥,6000
신매콤터,물냉면,5000
할머니해장국,해장국,7000
할머니해장국,해장국 (특),9000
할머니해장국,술국 (대),40000
할머니해장국,술국 (중),30000
할머니해장국,술국 (소),21000
크을농,청국장정식,15000
크을농,산채정식,15000
크을농,장뇌삼계탕,15000
크을농,야관문장뇌삼계탕,20000
크을농,능이토종백숙,60000
크을농,곤드레정식,20000
크을농,능이장뇌삼계탕,20000
크을농,능이오리백숙,60000
크을농,야관문오리백숙,50000
크을농,야관문토종백숙,50000
크을농,능이해신오리,150000
크을농,곤드레솥밥,10000
크을농,산채비빔솥밥,10000
크을농,곤드레들깨탕,10000
곰보냉면,물냉면,5000
곰보냉면,비빔냉면,5000
곰보냉면,냉면곱배기,6000
송현초밥,모듬초밥,11000
송현초밥,특선초밥,14000
송현초밥,로얄초밥,17000
송현초밥,송현초밥,21000
삼덕식당 미아사거리점,마성차돌박이 (150g),10000
삼덕식당 미아사거리점,숙성 꽃등심 (180g,14000
삼덕식당 미아사거리점,숙성 통삼겹 (180g),13000
삼덕식당 미아사거리점,숙성 통목살 (180g),13000
삼덕식당 미아사거리점,숙성 항정살 (150g),13000
잼파파,슈플레 치즈케익,4500
잼파파,생도넛,1400
잼파파,파이 꽈배기,1400
잼파파,명란스틱,2000
잼파파,샤르망뜨,4000
청화가든,숯불 생등심,29000
청화가든,숯불 통갈매기살,11000
청화가든,숯불 생토시살,9000
청화가든,숯불 양념토시살,9000
청화가든,수육,18000
풍천장어마을,소금구이 (1kg),75000
풍천장어마을,양념구이 (1kg),75000
풍천장어마을,돼지왕갈비 (320g),17000
풍천장어마을,생목살 (200g),13000
노르웨이안우드,플레인스콘,3300
노르웨이안우드,무화과스콘,3500
노르웨이안우드,스모어스콘,3900
노르웨이안우드,얼그레이레몬스콘,3500
노르웨이안우드,흑임자소보로스콘,3900
노르웨이안우드,아인슈페너,5000
노르웨이안우드,아메리카노,4000
노르웨이안우드,카페라떼,4500
노르웨이안우드,레몬티,4500
노르웨이안우드,에스프레소,4000
제이제곱,카페라떼,4500
제이제곱,제곱라떼,5500
제이제곱,아메리카노(블랙/ 와인),4000
제이제곱,콜드브루,4500
제이제곱,핸드드립 디카페인,5800
제이제곱,블루라떼,5000
제이제곱,아인슈페너,5500
제이제곱,바닐라라떼,5000
제이제곱,돌체라떼,5000
제이제곱,그린티라떼,5500
제이제곱,에이드(유자/ 오미자/ 블루베리),6500
제이제곱,스무디(망고/ 딸기/ 블루베리),6500
제이제곱,행쇼(뱅쇼+히비스커스),7500
제이제곱,정읍 한방쌍화차,7000
제이제곱,웨딩임페리얼 밀크티,7500
제이제곱,웨딩임페리얼 홍차,6000
제이제곱,복숭아 아이스티,4500
제이제곱,허브티,5000
상미규카츠 수유본점,규카츠 화로구이 정식,13500
상미규카츠 수유본점,명란 돈카츠,13000
상미규카츠 수유본점,상미 연어장 정식,13500
상미규카츠 수유본점,매콤커리 정식,13500
상미규카츠 수유본점,명란 안심돈카츠,13000
상미규카츠 수유본점,상미 철판장어 정식,14500
만두향,만두국,7000
만두향,떡만두국,7000
만두향,칼국수만두,7000
만두향,찐만두,6000
만두향,튀김만두,7000
만두향,만두전골(중),25000
만두향,개성순대,7000
홍익짬뽕 수유직영점,짬뽕,7000
홍익짬뽕 수유직영점,짬뽕밥,7500
홍익짬뽕 수유직영점,(매운) 불짬뽕,8000
홍익짬뽕 수유직영점,찹쌀탕수육 (미니),8000
홍익짬뽕 수유직영점,왕군만두 (5P),5500
리얼파스타 수유점,리얼 토마토 파스타,4900
리얼파스타 수유점,베이컨 토마토 파스타,5900
리얼파스타 수유점,새우 크림 파스타,5900
리얼파스타 수유점,간장 치킨 파스타,6500
리얼파스타 수유점,새우 필라프,5900
옛곰탕집,맑은 곰탕 (보),6000
옛곰탕집,평양 물냉면,6000
옛곰탕집,양지 국밥,6000
옛곰탕집,함흥 비빔냉면,6000
세인트블랙,세인트블랙 가든 샐러드,9000
세인트블랙,베이컨 시저 샐러드,17000
세인트블랙,프레쉬 연어 샐러드,17000
세인트블랙,허니 고르곤졸라 피자,16000
세인트블랙,시금치 베이컨 피자,18000
세인트블랙,필리 치즈 깔조네,18000
세인트블랙,레드 스파이시 피자,20000
세인트블랙,한우 찹 스테이크,25000
세인트블랙,한우 채끝 스테이크,39000
세인트블랙,와사비 크림 연어 스테이크,29000
세인트블랙,모짜렐라 오븐 블로네제 파스타,16000
세인트블랙,베이컨 버섯 크림 파스타,15000
세인트블랙,브로콜리 게살 크림 링귀니 파스타,18000
세인트블랙,차돌 숙주 링귀니 파스타,16000
세인트블랙,타이 씨푸드 라이스,14000
세인트블랙,토마토 꽃게 파스타,20000
세인트블랙,필리 치즈 칼조네 피자,18000
춘천막국수,물막국수,7000
춘천막국수,비빔막국수,7000
춘천막국수,쟁반막국수 (2인),16000
춘천막국수,녹두전,7000
춘천막국수,제육,12000
호조참치,한,30000
호조참치,사,50000
호조참치,라,70000
호조참치,혼마정식 (2인이상),30000
호조참치,실장추천,38000
진미기사식당,생삼겹살,24000
진미기사식당,된장찌개,6000
진미기사식당,순두부찌개,6000
진미기사식당,청국장찌개,6000
진미기사식당,김치찌개,7000
진미기사식당,부대찌개,7000
진미기사식당,육볶음,8000
진미기사식당,불백볶음,8000
진미기사식당,쭈삼볶음,9000
진미기사식당,낙지볶음,9000
진미기사식당,오삼볶음,10000
진미기사식당,오징어볶음,10000
진미기사식당,고등어구이,8000
진미기사식당,고등어조림,9000
진미기사식당,갈치조림,9000
진미기사식당,더미 코다리찜,9000
진미기사식당,임연수구이,10000
상미식당,가쯔+카레정식,8000
상미식당,고로케+카레정식,8500
상미식당,새우+가쯔동정식,8500
상미식당,가쯔나베정식,8000
상미식당,연어덮밥정식,10500
우리콩 순두부,순두부,9000
우리콩 순두부,청국장,9000
우리콩 순두부,김치비지,9000
우리콩 순두부,두부김치,15000
우리콩 순두부,두부부침,15000
우리콩 순두부,황태구이,11000
우리콩 순두부,제육볶음,15000
우이산장 키토산오리집,오리로스(800g),35000
우이산장 키토산오리집,오리훈제(800g),42000
우이산장 키토산오리집,통삼겹훈제,
쿠우쿠우 강북구청점,평일점심,18900
쿠우쿠우 강북구청점,평일디너,24900
쿠우쿠우 강북구청점,주말 및 공휴일,26900
쿠우쿠우 강북구청점,어린이 (만36개월 이상),8000
쿠우쿠우 강북구청점,초등학생(평일),13900
쿠우쿠우 강북구청점,초등학생(주말),14900
낙지일번지,알쌈낙지 (1인),15000
낙지일번지,전복낙지 (1인),19000
낙지일번지,삼겹낙지 (1인),16000
낙지일번지,소불낙지 (1인),17000
낙지일번지,산낙지 연포탕 (1인),20000
천회초밥,천회특초밥 (1인),18000
천회초밥,천회스페셜초밥 (1인),28000
천회초밥,모듬사시미,50000
천회초밥,연어사시미,35000
천회초밥,광어초밥 (1p),2000
천회초밥,꼬리살초밥 (1p),1800
분코,후토마끼 (반줄),8000
분코,모듬초밥 (10p),14000
분코,가지버섯 깨된장 볶음,10000
분코,구운 명란과 아보카도,12000
분코,스카치에그,12000
왕가,한우 모듬세트(3인),130000
왕가,한우 채끝 등심(3인),140000
왕가,한우 꽃등심(3인),150000
왕가,한우 살치살(3인),160000
왕가,한우육회(200g),30000
왕가,갈비탕,13000
큰두레참숯 국내산무한리필,참숯 국내산 무한리필,12900
큰두레참숯 국내산무한리필,4세~7세,5000
큰두레참숯 국내산무한리필,8세~13세,8900
100년서서갈비 수유본점,생갈비세트 (2-3인기준),31900
100년서서갈비 수유본점,수제 돼지갈비 (250g),8900
100년서서갈비 수유본점,한돈 생 갈비 (200g),9900
100년서서갈비 수유본점,숯불 생 삼겹살 (160g),9900
100년서서갈비 수유본점,소 양념 갈비 (180g),10900
릴렉스,아메리카노(HOT),4100
릴렉스,카페라떼(HOT),4700
릴렉스,아인슈페너,6000
릴렉스,오곡라떼(HOT),4700
릴렉스,수제 유자차(HOT),5800
수유리우동집 본점,수유김밥,3000
수유리우동집 본점,스팸김밥,4000
수유리우동집 본점,짜장면,4000
수유리우동집 본점,우동,4500
수유리우동집 본점,쫄면,5000
엄마손기사님식당 수유본점,돼지불백,8500
엄마손기사님식당 수유본점,특 돼지불백,12000
엄마손기사님식당 수유본점,명품청국장,7000
엄마손기사님식당 수유본점,김치찌개,7000
엄마손기사님식당 수유본점,고등어구이,9000
양다리걸쳤네,양다리 (중),55000
양다리걸쳤네,양등심 (1인분),25000
양다리걸쳤네,양등갈비 (1인분),23000
양다리걸쳤네,양삼각갈비 (1인분),23000
양다리걸쳤네,양꼬치 (1인분),10000
메이린,메이린 자장면,7000
메이린,화(花) 코스,25000
메이린,림(林) 코스,35000
메이린,해(海) 코스,45000
메이린,산(山) 코스,55000
메이린,메이린 삼선짬뽕,8500
메이린,망치 탕수육(소),23000
수유리조트,아메리카노,4000
수유리조트,카페라떼,4500
수유리조트,아인슈페너,6000
수유리조트,크림모카,6000
수유리조트,바닐라빈라떼,5500
에이머그,아메리카노,3800
에이머그,카페라떼,4300
에이머그,에이머그 초코,4800
에이머그,딸기라떼,4800
에이머그,로얄밀크티,4800
파조쿠치나 본점,리코타토마토파스타,13900
파조쿠치나 본점,파조샐러드,10900
파조쿠치나 본점,프리미엄피자,21900
파조쿠치나 본점,엘비스 버거와 감자튀김,12900
파조쿠치나 본점,마갓 토마토 리조또,15900
큐브이스케이프 수유점,이용요금,변동가격
큐브이스케이프 수유점,할인이벤트,변동가격
호치민쌀국수,월남쌈,5000
호치민쌀국수,짜이오,5000
호치민쌀국수,쌀국수,8000
호치민쌀국수,비빔쌀국수,8000
호치민쌀국수,볶음밥,6000
맹박골갈비예찬 미아점,한우모듬한판(560g),79000
붉은대게 수유본점,A 세트,79000
붉은대게 수유본점,B 세트,117000
붉은대게 수유본점,C 세트,155000
붉은대게 수유본점,킹크랩 (1kg),변동가격
붉은대게 수유본점,대게 (1kg),변동가격
맥도날드 서울번동DT점,빅맥,
맥도날드 서울번동DT점,더블 불고기 버거,
맥도날드 서울번동DT점,슈비버거,
맥도날드 서울번동DT점,슈슈버거,
맥도날드 서울번동DT점,맥스파이시 상하이 버거,
맥도날드 서울번동DT점,아메리카노,
맥도날드 서울번동DT점,1955버거,
맥도날드 서울번동DT점,오레오 맥플러리,
맥도날드 서울번동DT점,딸기 오레오 맥플러리,
맥도날드 서울번동DT점,초코 오레오 맥플러리,
맥도날드 서울번동DT점,배칠러,
맥도날드 서울번동DT점,에그 불고기버거,
맥도날드 서울번동DT점,타로파이,
맥도날드 서울번동DT점,필레오피쉬,
돈킴,막창구이,12000
돈킴,불막창구이,13000
돈킴,막창전골,14000
돈킴,코다리등갈비찜(소),30000
돈킴,감자탕전골(소),27000
스시광,광 초밥 (모듬초밥 10P),10000
스시광,특 초밥 (모듬초밥 13P),14000
스시광,스폐셜 초밥 (모듬초밥 15P),17000
스시광,소고기초밥 (10P),20000
스시광,광어초밥 (10P),18000
카페시집,익선동,4000
카페시집,가배,4000
카페시집,비엔나 커피,5500
카페시집,사이공 라떼 (iced),5500
카페시집,발로나 코코아,5500
수유골목냉면,물냉면,6000
수유골목냉면,비빔냉면,6000
수유골목냉면,명태회냉면,8000
수유골목냉면,돈가스,7000
수유골목냉면,반반이,8000
주막,쫄뱅이,15000
주막,땡초고추 부추전,12000
주막,그대로 슬라이스 감자전,15000
주막,주막 해물 지지미,16000
주막,특제 소고기 육전,17000
대머리곱창 본점,막창구이 (1인분),11000
대머리곱창 본점,오징어곱창 (1인분),11000
대머리곱창 본점,야채곱창 (1인분),10000
대머리곱창 본점,순대곱창 (1인분),10000
대머리곱창 본점,순대볶음 (1인분),10000
히피스베이글,해피 베이글,1800
히피스베이글,페퍼 쏘세지,2900
히피스베이글,콘 치즈,2800
히피스베이글,딥불루 치즈,2700
히피스베이글,애플 고르곤졸라,2900
스타벅스 강북구청사거리점,토피 넛 라떼,5800
스타벅스 강북구청사거리점,아이스 토피 넛 라떼,5800
스타벅스 강북구청사거리점,토피 넛 프라푸치노,6300
스타벅스 강북구청사거리점,토피 넛 콜드 브루,5800
스타벅스 강북구청사거리점,핑크 캐모마일 릴렉서,6100
스타벅스 강북구청사거리점,아이스 핑크 캐모마일 릴렉서,6100
스타벅스 강북구청사거리점,오늘의 커피,3800
스타벅스 강북구청사거리점,카푸치노,4600
스타벅스 강북구청사거리점,카페 라떼,4600
스타벅스 강북구청사거리점,카페 모카,5100
스타벅스 강북구청사거리점,카페 아메리카노,4100
스타벅스 강북구청사거리점,카라멜 마키아또,5600
스타벅스 강북구청사거리점,화이트 초콜릿 모카,5600
스타벅스 강북구청사거리점,스타벅스 돌체 라떼,5600
스타벅스 강북구청사거리점,자바 칩 프라푸치노,6100
스타벅스 강북구청사거리점,망고 바나나 블렌디드,6300
스타벅스 강북구청사거리점,아이스 자몽 허니 블랙 티,5300
스타벅스 강북구청사거리점,자몽 허니 블랙 티,5300
스타벅스 강북구청사거리점,콜드 브루,4500
스타벅스 강북구청사거리점,디카페인 카페 아메리카노,4400
스타벅스 강북구청사거리점,디카페인 카페 라떼,4900
스타벅스 강북구청사거리점,제주 유기농 말차로 만든 라떼,6100
스타벅스 강북구청사거리점,돌체 콜드 브루,5800
역전할머니맥주 수유리점,오징어입,7000
역전할머니맥주 수유리점,먹태,13000
역전할머니맥주 수유리점,옛날통닭 반마리,6000
역전할머니맥주 수유리점,버터구이오징어,9000
역전할머니맥주 수유리점,반건조오징어,9000
청산가든,능이토종닭 백숙,60000
청산가든,능이 오리 백숙,60000
청산가든,능이버섯 소고기 전골 (소),38000
청산가든,오리로스 (반마리),38000
청산가든,오리훈제 (반마리),38000
숯불왕갈비돼지,왕갈비 (1인분),13000
쿠시,염통 꼬치,4500
쿠시,안심&명란 꼬치,6000
쿠시,닭완자 꼬치,4000
쿠시,미즈타키나베,17000
쿠시,토마토 치킨스튜,12000
지동닭갈비,지동 닭갈비,10000
지동닭갈비,치즈 닭갈비,12000
지동닭갈비,육개장,7000
지동닭갈비,육개장 라면,7000
지동닭갈비,해장라면,3000
비바서울,청포도부르스게타,3000
비바서울,리코타치즈버섯부르스게타,3500
비바서울,비바샐러드,8000
비바서울,리코타치즈와버터갈릭바게트,6000
비바서울,크림버섯파스타,17000
미아회관,제주 냉동삼겹살 정식 (냉삼큐브형),12000
미아회관,제주 냉동삼겹살 정식 (냉삼 슬라이스형),17000
미아회관,제주 냉동삼겹살 정식 (냉삼슬라이스형),12000
미아회관,벌집 껍데기,6000
대중만두,고기군만두,7000
대중만두,새우부추군만두,7000
대중만두,볶음밥,6000
대중만두,짜장면,5000
대중만두,가지만두,15000
어사출또 미아리점,다금바리set,45000
어사출또 미아리점,한마리set,50000
어사출또 미아리점,줄돔(중),30000
어사출또 미아리점,참돔(중),30000
어사출또 미아리점,농어(중),30000
능이마을,능이백숙,55000
능이마을,능이전복삼계탕,14000
능이마을,능이삼계탕,11000
능이마을,오리탕,8000
능이마을,버섯소고기샤브 (1인),15000
홍가네 가마솥설렁탕,설렁탕,9000
홍가네 가마솥설렁탕,도가니탕,12000
홍가네 가마솥설렁탕,갈비탕,12000
홍가네 가마솥설렁탕,뚝배기불고기,9000
홍가네 가마솥설렁탕,얼큰곰탕,8000
홍가네 가마솥설렁탕,육개장,9000
홍가네 가마솥설렁탕,사골만둣국,9000
홍가네 가마솥설렁탕,왕만두 5개,5000
홍가네 가마솥설렁탕,접시수육(한접시),15000
홍가네 가마솥설렁탕,모듬수육전골,35000
홍가네 가마솥설렁탕,도가니수육,35000
홍가네 가마솥설렁탕,도가니전골,35000
홍가네 가마솥설렁탕,불고기,35000
홍가네 가마솥설렁탕,사이다 500ml,2000
홍가네 가마솥설렁탕,우거지갈비탕,11000
홍가네 가마솥설렁탕,사골국물 1kg,7000
홍가네 가마솥설렁탕,공기밥,1000
홍가네 가마솥설렁탕,콜라 500ml,2000
홍가네 가마솥설렁탕,고기추가,15000
맥도날드 수유점,빅맥,
맥도날드 수유점,더블 불고기 버거,
맥도날드 수유점,슈비버거,
맥도날드 수유점,슈슈버거,
맥도날드 수유점,맥스파이시 상하이 버거,
맥도날드 수유점,아메리카노,
맥도날드 수유점,1955버거,
맥도날드 수유점,오레오 맥플러리,
맥도날드 수유점,딸기 오레오 맥플러리,
맥도날드 수유점,초코 오레오 맥플러리,
맥도날드 수유점,배칠러,
맥도날드 수유점,에그 불고기버거,
맥도날드 수유점,타로파이,
맥도날드 수유점,필레오피쉬,
일번지정육식당 수유점,살치살 (180g),15000
일번지정육식당 수유점,토시살 (180g),12000
일번지정육식당 수유점,갈비살 (180g),11000
일번지정육식당 수유점,생삼겹살 (180g),8000
일번지정육식당 수유점,목살 (180g),8000
털보정육식당,한우국밥,6000
털보정육식당,한우육회비빔밥,10000
털보정육식당,육회,20000
털보정육식당,육사시미,20000
털보정육식당,물냉면,6000
굴사냥 광산사거리점,생굴찜(중),45000
굴사냥 광산사거리점,조개찜(중),49000
굴사냥 광산사거리점,생굴회,28000
굴사냥 광산사거리점,생굴파전,15000
굴사냥 광산사거리점,굴밥,7000
은행골 수유점,연어초밥(12pcs),13000
은행골 수유점,도로초밥(12pcs),27000
은행골 수유점,활어초밥(12pcs),15000
은행골 수유점,가마도로,36000
은행골 수유점,배꼽살,36000
봄가을카페,마카롱,2300
봄가을카페,다쿠아즈,3000
봄가을카페,뉴욕쿠키,3500
봄가을카페,바닐라 휘낭시에,2300
키쉬미뇽,스트로베리,3900
키쉬미뇽,딸기네오,3800
키쉬미뇽,마차잉글레즈,3800
키쉬미뇽,얼그레이,3800
키쉬미뇽,리틀포레스트,3400
송연95닭갈비,눈꽃치즈 닭갈비,11900
송연95닭갈비,닭갈비,9900
대마족발 미아점,보쌈정식,8000
대마족발 미아점,족발정식,9000
대마족발 미아점,마라족발 (중),31000
대마족발 미아점,마늘족발 (중),31000
대마족발 미아점,마늘보쌈 (소),29000
화로상회 미아1호점,돼갈이,
화로상회 미아1호점,돼상이,
화로상회 미아1호점,갈막이,
화로상회 미아1호점,삼막이,
화로상회 미아1호점,갈껍이,
시골길 본점,오리진흙구이,65000
시골길 본점,오리누룽지백숙,58000
시골길 본점,오리단호박 훈제구이,58000
시골길 본점,오리훈제볶음,50000
시골길 본점,오리로스 (800g),48000
맥도날드 미아DT점,빅맥,
맥도날드 미아DT점,더블 불고기 버거,
맥도날드 미아DT점,슈비버거,
맥도날드 미아DT점,슈슈버거,
맥도날드 미아DT점,맥스파이시 상하이 버거,
맥도날드 미아DT점,아메리카노,
맥도날드 미아DT점,1955버거,
맥도날드 미아DT점,오레오 맥플러리,
맥도날드 미아DT점,딸기 오레오 맥플러리,
맥도날드 미아DT점,초코 오레오 맥플러리,
맥도날드 미아DT점,배칠러,
맥도날드 미아DT점,에그 불고기버거,
맥도날드 미아DT점,타로파이,
맥도날드 미아DT점,필레오피쉬,
청수가든,전골 (2인),50000
청수가든,수육 (2인),55000
청수가든,닭도리탕,55000
청수가든,한방옻닭,55000
청수가든,오리로스,60000
청수가든,한방옻오리,60000
청수가든,해물파전,13000
투썸플레이스 미아사거리역점,고구마 라떼,
투썸플레이스 미아사거리역점,아이스 그린티 라떼,
투썸플레이스 미아사거리역점,아이스 카페 아메리카노,
투썸플레이스 미아사거리역점,오렌지 자몽 주스,
투썸플레이스 미아사거리역점,오렌지자몽티,
투썸플레이스 미아사거리역점,유자 레몬티,
투썸플레이스 미아사거리역점,콜드브루,
예와손만두,손만두 (4개),4500
예와손만두,손만두국 (5개),7500
예와손만두,사골손칼국수,7000
예와손만두,만두전골 (소),20000
예와손만두,한우아롱수육,20000
다정도병인양,수정과,7000
다정도병인양,대추차,8000
다정도병인양,호박식혜,7500
다정도병인양,뽕잎차,7500
다정도병인양,홍삼귤피차,8000
전주선지순대추어탕,피순대국밥,8000
전주선지순대추어탕,돼지머리국밥,8000
전주선지순대추어탕,모둠국밥,8000
전주선지순대추어탕,추어탕,8000
전주선지순대추어탕,피순대,18000
황금성 강북점,짜장면,4000
황금성 강북점,차돌짬뽕,10000
황금성 강북점,볶음밥,6500
황금성 강북점,미니탕수육,8000
황금성 강북점,찹쌀탕수육 (소),20000
광안리,생연어회 (소),22000
광안리,육반연반 (소),22000
광안리,육사시미,23000
광안리,생멸치찌개 (일일한정),8000
광안리,가리비라면,8000
신사랑매운갈비찜 수유점,돼지매운갈비찜,12000
신사랑매운갈비찜 수유점,소매운갈비찜,16000
신사랑매운갈비찜 수유점,순두부탕,4000
신사랑매운갈비찜 수유점,계란찜,3000
신사랑매운갈비찜 수유점,주먹밥,3000
신사랑매운갈비찜 수유점,공기밥,1000
신사랑매운갈비찜 수유점,떡추가,2000
신사랑매운갈비찜 수유점,버섯추가,2000
신사랑매운갈비찜 수유점,감자추가,2000
신사랑매운갈비찜 수유점,모듬사리(감자/고구마/떡),2000
신사랑매운갈비찜 수유점,쿨피스 자두맛,2000
신사랑매운갈비찜 수유점,쿨피스 복숭아맛,2000
신사랑매운갈비찜 수유점,쿨피스 파인애플맛,2000
신사랑매운갈비찜 수유점,콜라 500ml,2000
신사랑매운갈비찜 수유점,사이다 500ml,2000
옛가칼국수,옛가칼국수,7000
옛가칼국수,검은콩국수,9000
옛가칼국수,검은콩물,20000
연화양꼬치 본관,고급양갈비 (300g),23000
연화양꼬치 본관,양쪽갈비 (400g),20000
연화양꼬치 본관,중국식양꼬치,12000
연화양꼬치 본관,한국식양꼬치,12000
연화양꼬치 본관,인도식양꼬치,12000
짬뽕장이,한우짜장,5000
짬뽕장이,빨간굴짬뽕,7000
짬뽕장이,하얀굴짬뽕,7000
짬뽕장이,짬뽕만두전골(소),23000
짬뽕장이,탑쌀탕수육(소),12000
수유리우동집 강북구청직영점,김치왕만두,5000
수유리우동집 강북구청직영점,왕만두,5000
수유리우동집 강북구청직영점,비빔밥,6000
무이식당,까르보나라,10000
무이식당,알리오올리오,8000
무이식당,할라피뇨오일,9500
무이식당,팬네아라비아따,9500
무이식당,꽃게로제,9500
무이식당,투움바,12500
무이식당,라구볼로네제,11000
무이식당,해물토마토,11000
무이식당,명란아보카도덮밥,9000
무이식당,마늘새우버터덮밥,9000
무이식당,바질토마토,4500
무이식당,무이샐러드,11000
오복닭한마리 미아리본점,닭한마리 (대),44000
오복닭한마리 미아리본점,닭한마리 (중),32000
오복닭한마리 미아리본점,닭한마리 (소),22000
오복닭한마리 미아리본점,닭도리탕 (대),45000
오복닭한마리 미아리본점,닭도리탕 (중),35000
오복닭한마리 미아리본점,닭도리탕 (소),25000
연탄위에갈비,LA갈비,15000
연탄위에갈비,소갈비살,12000
연탄위에갈비,차돌박이,12000
연탄위에갈비,할매갈비,11000
연탄위에갈비,생삼겹살,11000
스타벅스 미아뉴타운점,토피 넛 라떼,5800
스타벅스 미아뉴타운점,아이스 토피 넛 라떼,5800
스타벅스 미아뉴타운점,토피 넛 프라푸치노,6300
