식당이름,구분,평점,주소,영업시간,전화번호,리뷰수
도봉족발,족발/보쌈,4.0,서울 도봉구 도봉로 869 1층,,02-956-5022,4
커피스미스 도봉역점,커피전문점,5.0,서울 도봉구 도봉로152가길 176 1/2층,월~금 08:00 ~ 23:00,02-948-6900,3
한마음정육식당 쌍문점,육류/고기,4.4,서울 도봉구 도봉로 519 1/2층,매일 12:00 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-991-1777,9
갈비일번지 방학점,갈비,4.4,서울 도봉구 도봉로 663-12,매일 00:00 ~ 24:00,02-6338-9292,8
금강산감자탕24시,감자탕,3.5,서울 도봉구 도봉로 669,매일 00:00 ~ 24:00,02-3491-5401,4
시골불냉면 방학본점,냉면,3.0,서울 도봉구 도당로 90-1,,02-3492-7735,2
피자헛 쌍문2호점,피자,5.0,서울 도봉구 도봉로 534,매일 11:00 ~ 23:00,02-902-5171,4
수수,중화요리,4.1,서울 도봉구 마들로 693 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:30 ~ 17:00,02-6398-0608,13
대관령감자옹심이,국수,3.3,서울 도봉구 해등로16길 55,,02-2232-2115,6
삼겹식당,삼겹살,4.0,서울 도봉구 방학로 174 1층,,02-3493-9292,1
죽변물회막회,회,2.5,서울 도봉구 마들로 650 도봉월드상가 2층 212-2호,매일 10:30 ~ 22:00,02-6431-5252,2
춘천닭갈비닭한마리,닭요리,5.0,서울 도봉구 도봉로118길 7,,02-900-9545,2
맹호네북청생고기,육류/고기,3.8,서울 도봉구 방학로 283,매일 11:00 ~ 23:00,02-3491-7360,6
백제갈비촌 본점,갈비,2.4,서울 도봉구 노해로69길 15 세정빌딩 101~104호,매일 00:00 ~ 24:00,02-908-1909,5
한우양곱창구이 분점,곱창/막창,0.0,서울 도봉구 도봉로114길 22-8,영업시간 매일 15:00 ~ 02:00,02-900-5582,0
아부찌부대찌개 창동점,찌개/전골,4.5,서울 도봉구 노해로63다길 24 동아그린아파트 상가 1층,,02-903-3251,4
짚신매운갈비찜 쌍문점,갈비,4.0,서울 도봉구 도봉로114길 22-8 현대타운아파트 149~151호,영업시간 매일 14:00 ~ 01:00,02-900-9932,3
명가면옥 창동본점,냉면,3.3,서울 도봉구 노해로63길 84-6,,02-902-9020,6
도미노피자 도봉점,피자,0.0,서울 도봉구 도봉로 775,매일 11:00 ~ 22:00,02-3491-5252,0
에꼴드마카롱,제과/베이커리,5.0,서울 도봉구 도봉로147길 60 1층,화~토 10:00 ~ 20:30,,6
원조깡통소갈비살,육류/고기,2.8,서울 도봉구 도봉로177길 9 1층,,02-933-6656,4
교촌치킨 쌍문역점,치킨,3.3,서울 도봉구 도봉로 505,매일 12:00 ~ 24:00,02-905-9292,8
북청식당,한식,5.0,서울 도봉구 노해로69길 15-15,,02-900-0794,3
삼오낙지와칼국수,한식,5.0,서울 도봉구 도봉로110길 95 1층,화~일 11:30 ~ 23:00 · 브레이크타임 화~일 15:30 ~ 17:00,02-992-6309,7
솥뚜껑생생오리,오리,4.7,서울 도봉구 도봉로110나길 34,매일 11:30 ~ 23:00,02-999-5292,3
양국,일본식라면,3.0,서울 도봉구 삼양로 538-6 1층 102호,매일 10:30 ~ 20:30,,5
교촌치킨 쌍문1호점,치킨,3.7,서울 도봉구 도당로 32 성진뉴파크뷰 1층,매일 12:00 ~ 24:00,02-955-7999,7
하누소갈비살 방학점,갈비,2.6,서울 도봉구 방학로 196 1층 1/2호,매일 11:00 ~ 22:00,02-956-9008,10
해촌샤브샤브 덕성여대점,샤브샤브,4.7,서울 도봉구 삼양로 550 1층,화~금 10:30 ~ 21:30 · 브레이크타임 화~일 15:30 ~ 17:00,02-995-5595,3
이탈리안G,카페,3.3,서울 도봉구 도봉로 675,,02-955-7214,6
동대문엽기떡볶이 신방학점,떡볶이,3.9,서울 도봉구 도당로 46 1층,매일 11:00 ~ 00:30,02-956-8591,7
브롱스 창동점,호프/요리주점,5.0,서울 도봉구 마들로11가길 15 107호,영업시간 매일 17:00 ~ 02:00,070-4152-4725,3
화로몽 창동역점,육류/고기,4.1,서울 도봉구 노해로 379,영업시간 월~토 16:00 ~ 01:00,02-900-8436,7
전설의짬뽕,중식,4.5,서울 도봉구 도봉로 590,화~일 11:00 ~ 21:00,02-903-6523,2
교촌치킨 창동점,치킨,0.0,서울 도봉구 해등로 120,매일 12:00 ~ 24:00,02-905-8292,0
천안문,중화요리,4.3,서울 도봉구 덕릉로 398 주공17단지 상가,,02-904-3331,6
오바상돈까스,돈까스/우동,2.3,서울 도봉구 노해로65길 11 2층,,02-900-0300,8
만랩커피 창동역점,커피전문점,4.2,서울 도봉구 노해로63길 82 1/2층,월~토 09:00 ~ 23:30,02-998-1002,6
투썸플레이스 창동이마트점,커피전문점,1.0,서울 도봉구 노해로65길 14-3 2층,매일 09:00 ~ 22:30,02-904-2332,1
미랭디저트,카페,0.0,서울 도봉구 도봉로110길 40 1층,매일 12:00 ~ 21:00,,0
차돌집,육류/고기,2.8,서울 도봉구 해등로 139,,02-990-1666,5
강북민물장어,장어,2.0,서울 도봉구 노해로69길 25,,02-902-0013,3
곳간,일식,4.8,서울 도봉구 도봉로154길 35 1층,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 14:30 ~ 17:30,070-4320-4002,11
멘부리 본점,일본식라면,4.6,서울 도봉구 우이천로24길 40 한원힐트리움아파트 상가 1층,화~일 11:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,0507-1372-4708,5
생활맥주 창동역점,호프/요리주점,0.0,서울 도봉구 마들로11길 65 유진빌딩 2층,월~목 05:00 ~ 01:00,02-996-3330,0
써브웨이 쌍문역점,샌드위치,4.4,서울 도봉구 도봉로 468 1층 102호/ 102-1호,매일 07:00 ~ 22:00,02-999-5906,19
춘천명가숯불닭갈비,닭요리,4.8,서울 도봉구 도봉산4길 16 1/ 2층,,02-956-9592,4
쿠리야 쌍문점,일본식주점,3.0,서울 도봉구 도봉로117길 11 1층,영업시간 월~토 17:30 ~ 02:00,02-907-5970,2
꽃돼지삼겹살 창동점,삼겹살,0.0,서울 도봉구 노해로63길 84-9 SR스타빌 상가 1층 119호,월~토 12:00 ~ 24:00,02-999-9592,0
우설화 서울창동점,육류/고기,5.0,서울 도봉구 도봉로 526 3층,,02-3297-3784,1
고루모도시락 본점,도시락,2.5,서울 도봉구 도봉로109길 40 1층,매일 10:00 ~ 21:00,02-999-8300,6
산책,일식,3.2,서울 도봉구 삼양로144길 18,매일 10:30 ~ 22:00,02-997-6595,11
메가커피 창동역점,커피전문점,1.3,서울 도봉구 마들로11가길 13 1층,,,4
갯마을조개,조개,4.2,서울 도봉구 마들로 657,영업시간 매일 16:00 ~ 01:00,02-3493-9209,5
BHC치킨 창동점,치킨,4.6,서울 도봉구 도봉로121가길 4,매일 12:00 ~ 24:00,02-992-9282,7
미스터육개장,국밥,4.1,서울 도봉구 도당로 148 1층,월/화/목/금/토/일 10:00 ~ 22:00,02-3492-7926,7
탐앤탐스 창동본점,커피전문점,4.2,서울 도봉구 노해로 285,매일 07:00 ~ 22:00,02-543-3242,5
엄마손가마솥순두부,두부전문점,2.0,서울 도봉구 도봉산4가길 10,매일 08:00 ~ 20:30,02-955-9597,3
맘스터치 쌍문역점,패스트푸드,2.3,서울 도봉구 도봉로 496,매일 10:30 ~ 23:00,02-900-0071,9
포36거리 덕성여대점,베트남음식,4.3,서울 도봉구 삼양로 534-6 1층,,02-993-8234,8
황소곱창,곱창/막창,4.0,서울 도봉구 도봉로145길 8,영업시간 매일 18:00 ~ 23:30,02-3493-4708,1
장수보쌈족발,족발/보쌈,2.3,서울 도봉구 노해로63다길 6,매일 12:00 ~ 01:00,02-908-3543,6
탐앤탐스 도봉산입구점,커피전문점,0.0,서울 도봉구 도봉산4길 4-13 1/2층,매일 08:00 ~ 22:00,02-955-4565,0
한솥도시락 도봉구청점,도시락,3.8,서울 도봉구 마들로 676-1 1층,월~금 08:00 ~ 19:00,02-955-6336,4
도봉산닭갈비,닭요리,5.0,서울 도봉구 도봉산4가길 18 삼성빌딩 1층,,02-956-7572,1
제주식당 도봉점,육류/고기,4.0,서울 도봉구 마들로 772,매일 11:30 ~ 23:00,02-954-9392,2
곱분이곱창,음식점,0.0,서울 도봉구 도봉로152길 23,,,0
대구형제막창 방학역점,곱창/막창,0.0,서울 도봉구 도봉로152길 23,영업시간 매일 16:00 ~ 02:00,,0
의정부부대찌게,찌개/전골,4.0,서울 도봉구 해등로 156,매일 10:30 ~ 23:00,02-999-4466,3
스푼앤포크키친,이탈리안,4.8,서울 도봉구 우이천로 483 1층,화~일 11:00 ~ 21:00,010-4321-1818,14
미스터피자 창동점,피자,3.0,서울 도봉구 도봉로 604 1층,매일 11:00 ~ 21:30,02-900-2032,4
우이목장 안암점,육류/고기,4.0,서울 도봉구 우이천로 298,,02-904-3070,1
광릉불고기 도봉점,불고기/두루치기,2.0,서울 도봉구 도봉로152길 29-4 1층,매일 10:00 ~ 22:00,02-954-0406,3
유안참치,참치회,4.0,서울 도봉구 도봉로110길 5 2층,영업시간 월~토 16:00 ~ 24:00,02-995-4646,2
롯데리아 쌍문역점,패스트푸드,2.7,서울 도봉구 도봉로 484,,02-995-6263,10
다온초밥,초밥/롤,3.6,서울 도봉구 덕릉로 232 1층,화요일,02-990-4321,8
자매식당,한식,3.1,서울 도봉구 도봉로112길 31,월~토 09:00 ~ 21:00,02-900-0615,13
구룡포 자연산물회막회,회,5.0,서울 도봉구 도봉로117길 9,,02-999-3017,1
목포항회센타,실내포장마차,4.3,서울 도봉구 도봉로181길 13,,02-954-6890,7
남경,중화요리,4.2,서울 도봉구 해등로 83,,02-904-7792,10
콩블랑제리,제과/베이커리,5.0,서울 도봉구 삼양로142길 33 지하 1층,화~토 12:00 ~ 19:00,02-900-2307,4
모래스푼,키즈카페,4.7,서울 도봉구 시루봉로 2 쌍문그린스테이트빌딩 1층,화요일,02-996-5252,3
공차 쌍문역점,카페,4.5,서울 도봉구 도봉로 468 홍일빌딩 106호,매일 10:00 ~ 22:30,02-904-5200,2
바우네나주곰탕 방학역점,곰탕,3.0,서울 도봉구 도봉로150다길 28 방학지음재힐스 1층 105호,화~토 00:00 ~ 24:00,02-6231-3098,4
오병이어,떡/한과,4.8,서울 도봉구 노해로63길 84-9,,02-990-5025,5
창동 조개일번지,조개,0.0,서울 도봉구 도봉로106길 22,,02-902-2545,0
마당바위,한식,5.0,서울 도봉구 도봉산길 65-19,,02-954-8030,1
방학돈쭈니네,육류/고기,0.0,서울 도봉구 도당로27길 54 1층,매일 11:00 ~ 24:00,02-955-7060,0
컴포트카페,카페,3.1,서울 도봉구 삼양로144길 19 1층,월~금 08:30 ~ 22:30,010-3258-6265,8
자가제빵 선명희피자 창동점,피자,5.0,서울 도봉구 해등로 139 미소애아파트 1층 103호,매일 11:00 ~ 22:30,02-995-9100,8
짜장마을,중화요리,4.0,서울 도봉구 마들로 657,,02-3494-3322,4
뚜레쥬르 창동대우점,제과/베이커리,0.0,서울 도봉구 덕릉로63가길 60,,02-991-0900,0
창대냉면,냉면,4.6,서울 도봉구 도당로11길 10,,02-3493-6610,8
방학골갈비,갈비,4.5,서울 도봉구 방학로6길 12 1층,매일 06:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-956-3909,2
맘스터치 창동역점,패스트푸드,3.4,서울 도봉구 노해로63길 67,매일 10:30 ~ 23:00,02-900-7925,8
엘수에뇨,멕시칸/브라질,4.3,서울 도봉구 삼양로142길 3 1층,월/화/수/목/금/일 12:00 ~ 18:00,02-312-0145,12
88켄터키치킨 창3동점,치킨,4.8,서울 도봉구 우이천로4라길 31 1층,영업시간 매일 14:00 ~ 23:00,02-992-8808,4
원성반점,중식,3.8,서울 도봉구 노해로 233-1,,02-992-4955,10
다래함박스텍 방학점,양식,2.7,서울 도봉구 방학로 155,화요일,02-956-6266,6
청년다방 창동역점,떡볶이,3.3,서울 도봉구 노해로63길 84-3 동선빌딩 1층 6/7호,매일 11:00 ~ 22:00,02-998-0119,4
대가집감자탕 도봉점,감자탕,4.0,서울 도봉구 도당로27길 67 1층,매일 10:00 ~ 23:00,02-943-8592,1
이삭토스트 서울방학점,토스트,0.0,서울 도봉구 방학로 172 1층,,02-956-0321,0
잔디불,호프/요리주점,5.0,서울 도봉구 도봉로156길 8,,02-955-9292,7
쌍문동커피,카페,0.0,서울 도봉구 삼양로142길 7 1층,,,0
족발의장인족장 쌍문점,족발/보쌈,4.2,서울 도봉구 해등로 206,매일 12:00 ~ 24:00,02-903-0186,5
해신참치,참치회,2.8,서울 도봉구 노해로69길 21,영업시간 매일 16:00 ~ 24:00,02-907-6666,4
신전떡볶이 도봉점,떡볶이,3.0,서울 도봉구 도봉산3길 73,,02-6369-0506,3
해소반 방학점,해물/생선,0.0,서울 도봉구 방학로 115,,02-933-7007,0
카페장라이더스,카페,4.7,서울 도봉구 노해로65길 7-12,화~일 12:00 ~ 22:00,010-4097-4148,3
토영자갈치곰장어 창동점,장어,4.8,서울 도봉구 노해로69길 15 세정빌딩 107호,영업시간 매일 15:00 ~ 03:00,02-999-2588,5
박계월한우차돌집,육류/고기,5.0,서울 도봉구 방학로 131,,02-3494-6441,2
교촌치킨 창3동점,치킨,3.5,서울 도봉구 덕릉로 264,매일 12:00 ~ 24:00,02-999-5222,6
이가네 즉석바지락칼국수,국수,3.7,서울 도봉구 덕릉로59나길 15,화요일,02-993-3258,3
수참치,참치회,3.8,서울 도봉구 노해로69길 21-7,영업시간 매일 16:00 ~ 01:00,02-999-9956,4
자담치킨 서울창동점,치킨,2.3,서울 도봉구 해등로 146 1층,,02-993-8899,6
장어굽는마을,장어,1.0,서울 도봉구 방학로17길 6,,02-3492-0092,1
신라삼계탕도가니탕,삼계탕,4.5,서울 도봉구 도봉로 897 1층,,02-954-8441,2
버거브라더1981 쌍문점,햄버거,4.5,서울 도봉구 도봉로133길 53,,02-907-8855,2
소양강닭갈비,닭요리,4.0,서울 도봉구 덕릉로60길 22,둘째/넷째 화요일,02-902-3221,4
푸라닭치킨 방학점,치킨,3.5,서울 도봉구 도봉로150길 31 1층 114호,영업시간 매일 16:00 ~ 24:00,02-956-9206,8
이디야커피 도봉산점,커피전문점,3.0,서울 도봉구 도봉산길 18 1층,,02-3494-3974,2
옛골토성 도봉산점,육류/고기,2.0,서울 도봉구 도봉산4나길 43,매일 10:00 ~ 22:00,02-955-5667,5
힘찬장어,한식,0.0,서울 도봉구 노해로69길 15-9 1층,,02-999-9975,0
굽네치킨 방학1동점,치킨,3.6,서울 도봉구 방학로2길 77 1층,월~토 11:00 ~ 01:00,02-955-9282,5
더곱창37번가,곱창/막창,3.0,서울 도봉구 도봉로152길 37 1층,영업시간 매일 16:30 ~ 01:00,02-3494-3345,2
디어리스트,카페,4.2,서울 도봉구 도봉로112길 14,화~금 11:30 ~ 22:30,,5
통갈비살집,갈비,4.0,서울 도봉구 방학로6길 18 1층,,02-955-1179,3
아바이토종순대국 창동역점,순대,1.9,서울 도봉구 노해로67길 2,매일 00:00 ~ 24:00,02-908-0050,7
버거브라더,햄버거,4.8,서울 도봉구 마들로 657 ESA아파트 1층 101-4호,매일 10:30 ~ 21:30,,8
도봉한우곱창,곱창/막창,4.0,서울 도봉구 시루봉로 308 1층,영업시간 매일 16:00 ~ 24:00,02-956-9655,1
향촌,매운탕/해물탕,5.0,서울 도봉구 도봉로191길 73-20,,02-954-2944,3
정담음밥상,돈까스/우동,2.7,서울 도봉구 방학로2길 19 2층,,02-956-1113,17
방학동안,음식점,0.0,서울 도봉구 도봉로143길 50,,02-3493-7070,0
최진사댁무한숯불갈비 도봉점,갈비,5.0,서울 도봉구 도봉로181길 29,매일 11:30 ~ 23:00,,1
쌈촌 창동점,쌈밥,2.2,서울 도봉구 노해로65길 11,매일 10:00 ~ 22:30,02-900-4929,5
메가커피 쌍문세라믹점,커피전문점,2.0,서울 도봉구 도당로 14,,,9
이디야커피 도봉역점,커피전문점,3.6,서울 도봉구 도봉로 823,월~금 08:00 ~ 23:00,02-955-1307,5
쌍문족빨,족발/보쌈,5.0,서울 도봉구 도봉로 585,영업시간 월/화/목/금/토/일 16:00 ~ 01:00,02-907-9552,1
고려가든,한식,5.0,서울 도봉구 방학로 266-26,,02-954-5549,2
롯데리아 창동역점,패스트푸드,2.7,서울 도봉구 노해로63길 78 신원빌딩 1층,매일 00:00 ~ 24:00,02-900-2033,6
오늘통닭 우이직영점,치킨,1.0,서울 도봉구 삼양로 538 1층,매일 12:00 ~ 02:00,02-999-2155,1
술사와 방학2호점,회,4.0,서울 도봉구 도봉로145길 50,,02-3493-1165,1
오마니한식부페 쌍문점,한식뷔페,5.0,서울 도봉구 도봉로125길 75,,02-6401-3534,2
수이아,디저트카페,3.0,서울 도봉구 도봉로110라길 70-14,,,1
왕골감자탕 창동본점,감자탕,2.0,서울 도봉구 노해로69길 25,매일 00:00 ~ 24:00,02-900-7667,5
굽모닝숯불바베큐,치킨,5.0,서울 도봉구 도당로27길 5,,02-3492-7272,1
마장동 우시장정육식당,육류/고기,5.0,서울 도봉구 시루봉로15길 5,,02-6217-7337,1
수유냉면,냉면,5.0,서울 도봉구 시루봉로 130,,02-992-9471,2
뚜레쥬르 창동동아점,제과/베이커리,5.0,서울 도봉구 노해로69길 97 동아청솔상가 1층 109호,,02-991-0049,1
파리바게뜨 방학점,제과/베이커리,5.0,서울 도봉구 방학로 174,매일 00:00 ~ 24:00,02-955-0088,1
장군숯불갈비,갈비,5.0,서울 도봉구 도당로6길 20,,02-3493-5116,1
그랩커피,커피전문점,4.3,서울 도봉구 도봉로109길 62 1층,매일 09:30 ~ 21:00,070-8224-7603,3
동네창고,육류/고기,4.0,서울 도봉구 도봉로110나길 25 1층,,02-982-6692,3
꼼수,육류/고기,5.0,서울 도봉구 노해로63다길 6 1층 108호,영업시간 월~금 16:00 ~ 02:00,02-903-0330,2
남도생선구이,해물/생선,4.1,서울 도봉구 도봉산4길 6,,02-956-3321,7
프랭크버거 방학역점,햄버거,4.0,서울 도봉구 도봉로150길 31 119/120호,,02-3492-9363,1
파리바게뜨 도봉점,제과/베이커리,1.8,서울 도봉구 도봉로 891,,02-954-2179,4
락궁 본점,중화요리,2.4,서울 도봉구 노해로41길 9,,02-907-7100,7
맥켄치킨 창동역점,치킨,5.0,서울 도봉구 노해로63다길 6,,02-997-8070,4
명동분식,분식,3.1,서울 도봉구 도당로13가길 6,,02-3493-6553,7
손짱카레,퓨전요리,4.9,서울 도봉구 도당로29길 16 1층,월~토 11:00 ~ 21:00,02-6224-3910,8
설악추어탕,추어,3.5,서울 도봉구 삼양로162길 21,월~토 10:00 ~ 21:00,02-904-5169,4
어떤하루,카페,4.7,서울 도봉구 덕릉로57길 30,,02-6933-9552,3
메가커피 방학역점,커피전문점,2.5,서울 도봉구 도봉로150길 40,,02-3492-0181,2
60계 쌍문점,치킨,2.0,서울 도봉구 도봉로114길 22-7 1층,영업시간 월~금 16:00 ~ 02:00,02-903-5802,4
수유리우동집 창동점,돈까스/우동,5.0,서울 도봉구 노해로65길 14,월~토 09:00 ~ 02:00,02-907-5577,3
메가커피 쌍문점,커피전문점,4.8,서울 도봉구 도봉로 457 1층,,,4
여몽소갈비 도봉점,갈비,1.0,서울 도봉구 도봉로 717 1/2층,매일 10:00 ~ 22:00,02-955-2827,2
신가네코다리,한정식,2.5,서울 도봉구 도봉로 463 1층,,02-900-0039,2
도참치 쌍문본점,참치회,4.3,서울 도봉구 도봉로110다길 38 1층,,02-998-1809,6
소주한점,육류/고기,5.0,서울 도봉구 우이천로24길 52 1층,영업시간 매일 16:30 ~ 23:30,,1
비엣포베트남쌀국수,동남아음식,5.0,서울 도봉구 마들로 676,매일 10:30 ~ 21:00,,5
포유,동남아음식,4.7,서울 도봉구 해등로16길 7 1층,월~토 11:30 ~ 21:00,02-998-1517,6
패멩베이커리,제과/베이커리,4.8,서울 도봉구 도봉로116길 4 1층,매일 10:00 ~ 22:00,02-6356-0535,6
은행나무집참봉평메밀,냉면,5.0,서울 도봉구 방학로17길 41,,02-955-0724,5
푸라닭치킨 창4동점,치킨,3.7,서울 도봉구 노해로69길 15-15,매일 12:00 ~ 24:00,02-991-9206,3
BHC치킨 창2동점,치킨,5.0,서울 도봉구 덕릉로 216,,02-900-3344,3
하루방유황오리,오리,5.0,서울 도봉구 노해로63나길 8 1층 102호,,02-991-5292,3
최고성,중화요리,4.6,서울 도봉구 시루봉로6길 93,,02-993-3152,7
키블리 창동점,키즈카페,4.0,서울 도봉구 도봉로136가길 73,매일 10:30 ~ 20:30,02-905-2484,2
양주큰집전통순대국,순대,4.5,서울 도봉구 방학로6길 32,,02-3493-1110,2
파파존스 쌍문점,피자,2.7,서울 도봉구 도봉로 527 1층,매일 11:00 ~ 22:30,02-994-8080,6
코토코토,일본식라면,3.7,서울 도봉구 노해로69길 26 창동시티월드 1층 105호,월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,0507-1358-6008,6
호치킨 창동역점,치킨,5.0,서울 도봉구 노해로65길 10 1층,영업시간 매일 13:00 ~ 01:00,02-900-5727,4
섬진강매운탕,매운탕/해물탕,3.0,서울 도봉구 도봉산4길 4-9,,,5
차이나짬뽕,중화요리,2.0,서울 도봉구 노해로67길 10 2층,매일 11:00 ~ 21:00,02-905-9849,5
락궁,중화요리,5.0,서울 도봉구 도봉로 468,화요일,02-900-3322,5
진따거양꼬치,양꼬치,2.0,서울 도봉구 도봉로125길 35,매일 11:00 ~ 24:00,02-900-0321,1
회뜨는바다 2호점,회,1.0,서울 도봉구 우이천로24길 64 1층,매일 11:30 ~ 02:00,02-999-2468,1
서울창포원 북카페,카페,2.5,서울 도봉구 마들로 916,,,4
굽네치킨 창2동점,치킨,1.7,서울 도봉구 도봉로110다길 51 태영아파트 상가 109/110호,매일 12:00 ~ 01:00,02-997-0092,6
일초불닭발 방학본점,닭요리,4.0,서울 도봉구 방학로 117-1,영업시간 월~토 17:00 ~ 03:00,02-954-9060,2
가마봉생고기,육류/고기,4.8,서울 도봉구 마들로18길 35,,02-3494-5128,5
굽네치킨 쌍문점,치킨,1.0,서울 도봉구 도봉로139길 74 1층,매일 12:00 ~ 24:00,02-992-4555,2
참생고기집,육류/고기,3.0,서울 도봉구 도봉로136길 80,영업시간 매일 16:00 ~ 24:00,02-906-9233,2
배스킨라빈스 쌍문점,아이스크림,1.8,서울 도봉구 도당로 6,매일 10:00 ~ 23:00,02-999-3132,5
팔딱팔딱,회,0.0,서울 도봉구 마들로11가길 12 다모아빌딩 110호,,02-996-2412,0
배스킨라빈스 창동역2점,아이스크림,3.7,서울 도봉구 노해로65길 17,매일 10:00 ~ 23:00,02-906-3201,3
전설의치킨 방학2동점,치킨,5.0,서울 도봉구 시루봉로 207 1층,,02-956-9991,1
마오마오,중화요리,4.3,서울 도봉구 방학로3길 127 2층,영업시간 월~토 18:00 ~ 04:00,02-903-4545,12
본죽&비빔밥cafe 창동점,퓨전한식,3.0,서울 도봉구 노해로63가길 12,월~토 10:00 ~ 22:00,02-902-4850,4
이디야커피 도봉보건소사거리점,커피전문점,5.0,서울 도봉구 해등로 157,매일 08:00 ~ 24:00,02-999-2651,1
종로빈대떡,한식,5.0,서울 도봉구 마들로11가길 15,,02-902-3390,1
밀숲 창동점,국수,3.3,서울 도봉구 노해로69길 26 시티빌딩 1층,매일 11:00 ~ 21:00,02-907-3307,7
본죽 쌍문한일병원점,죽,5.0,서울 도봉구 도봉로109길 58 1층,월~금 09:00 ~ 20:00,02-903-6288,4
도봉산박대감,갈비,4.1,서울 도봉구 도봉로 919,매일 11:00 ~ 22:00,02-955-8668,7
기린쿠시,일본식주점,0.0,서울 도봉구 우이천로24길 72,영업시간 매일 17:00 ~ 02:00,02-999-3031,0
스시린,초밥/롤,5.0,서울 도봉구 도봉로150길 43,화~일 11:30 ~ 22:00,02-956-5454,5
유미네튀김집 창동본점,분식,2.3,서울 도봉구 노해로63길 84-4 1층,,,7
올래철판곱창,곱창/막창,5.0,서울 도봉구 도봉로150다길 28 1층 102호,,02-954-7271,3
산울참숯갈비,갈비,3.7,서울 도봉구 도봉로 421,매일 10:00 ~ 22:00,02-995-5705,6
조선제일짬뽕화원,중화요리,5.0,서울 도봉구 마들로 733-1,,02-956-8383,2
더누드곱창스 쌍문점,곱창/막창,5.0,서울 도봉구 시루봉로6길 93,화요일,02-907-2284,2
동키치킨 쌍문점,치킨,5.0,서울 도봉구 삼양로 582,,02-900-9859,1
철수네조개일번지,조개,5.0,서울 도봉구 도봉로125길 57,영업시간 매일 16:00 ~ 03:00,02-990-7382,2
후라이드참잘하는집 쌍문점,치킨,3.2,서울 도봉구 방학로3길 64,,02-900-4148,6
메가커피 도봉역점,커피전문점,0.0,서울 도봉구 도봉로 817,,,0
최진사댁무한숯불구이,육류/고기,0.0,서울 도봉구 도당로 20 1층,,02-906-0898,0
지호한방삼계탕 도봉구청점,닭요리,5.0,서울 도봉구 마들로 649-20 2층,매일 11:00 ~ 21:00,02-956-3339,2
동대문엽기떡볶이 쌍문점,떡볶이,4.4,서울 도봉구 시루봉로 70,매일 11:00 ~ 01:00,02-995-8591,7
오뎅식당 분점,찌개/전골,1.8,서울 도봉구 도당로 145,,02-954-1944,4
바보국수,국수,5.0,서울 도봉구 마들로 736 1층,매일 11:00 ~ 20:00,02-954-9933,2
셀프수산 도봉점,게/대게,0.0,서울 도봉구 도봉로 452,,02-998-9911,0
파리바게뜨 창동역동부점,제과/베이커리,2.5,서울 도봉구 마들로11길 73 콤마프라자 1층 105/106호,,02-991-8204,2
먹보설렁탕순대국,설렁탕,5.0,서울 도봉구 도당로 138,매일 05:00 ~ 24:00,02-3494-0309,7
수유리우동집 쌍문직영점,돈까스/우동,2.4,서울 도봉구 도봉로 581,월~토 10:00 ~ 23:00,02-994-5892,11
홍콩반점0410 창동역점,중화요리,5.0,서울 도봉구 마들로11길 73 203호,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 15:30,02-998-0410,6
화원,중화요리,5.0,서울 도봉구 덕릉로59길 93,,02-998-8888,5
본가솥뚜껑생삼겹살 쌍문본점,삼겹살,3.0,서울 도봉구 도봉로 462,,02-999-9279,4
배스킨라빈스 방학점,아이스크림,1.4,서울 도봉구 도봉로150길 43 ESA아파트 상가 116호,매일 10:00 ~ 23:00,02-954-3133,11
뚜레쥬르 창동역점,제과/베이커리,5.0,서울 도봉구 노해로63길 84-10 1층,,070-8835-7114,2
먹고을밥상,한식,4.0,서울 도봉구 덕릉로 268,매일 10:30 ~ 22:00,02-902-0722,4
교촌치킨 방학점,치킨,0.0,서울 도봉구 도당로 111,,02-956-7005,0
다몬초밥,초밥/롤,4.9,서울 도봉구 우이천로 350,,02-995-0226,12
육탄집,삼겹살,5.0,서울 도봉구 방학로5길 8,,,1
일심당,돈까스/우동,5.0,서울 도봉구 도봉로109길 24 성원팰리스 103호,화요일,,1
롯데리아 방학점,패스트푸드,3.0,서울 도봉구 방학로 173,매일 09:00 ~ 23:00,02-955-9538,5
어머니대성집,해장국,3.4,서울 동대문구 왕산로11길 4,화~토 05:00 ~ 22:00,02-923-1718,113
은하곱창,곱창/막창,3.7,서울 동대문구 전농로15길 22,,02-2247-0254,67
육전식당 본점,육류/고기,3.9,서울 동대문구 난계로30길 16,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:00,02-2253-6373,132
성천막국수,국수,4.0,서울 동대문구 답십리로48나길 2 1층,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-2244-5529,73
서울뼈구이매운족발,족발/보쌈,3.3,서울 동대문구 왕산로 274-1,매일 12:00 ~ 23:00,02-965-5838,32
