식당이름,메뉴,가격
로컬릿,시금치 뇨끼,18000
로컬릿,뽀모도로,16000
로컬릿,한우라구,20000
로컬릿,한우채끝스테이크 (200g),48000
미오도쿄다이닝,도쿄수제함바그,12000
미오도쿄다이닝,도쿄수제함바그고젠,12000
미오도쿄다이닝,도쿄키마카레고젠,8900
미오도쿄다이닝,치킨스테이크고젠,9900
미오도쿄다이닝,포크 갈릭에 빠지다,8900
다로베 휴업중 서울숲점,칼존,23000
다로베 휴업중 서울숲점,다로베,25000
다로베 휴업중 서울숲점,마르게리타 부팔라,19500
다로베 휴업중 서울숲점,마리나라,16000
다로베 휴업중 서울숲점,포르시니 크레마,23000
보이어,런치 세트,16000
보이어,은대구파스타,24000
보이어,알리올리오 (런치),16000
보이어,코코넛커리 (런치),16000
우동가조쿠,붓가케우동,6500
우동가조쿠,가조쿠우동,8500
우동가조쿠,기츠네우동,7500
우동가조쿠,돈카츠정식,9000
우동가조쿠,연어덮밥,10000
춘향미엔,온면 ,7000
춘향미엔,비빔면,6000
춘향미엔,냉면,6000
춘향미엔,차돌한접시,6000
춘향미엔,고기만두,8000
로우커피스탠드,카페라떼,2500
로우커피스탠드,아메리카노,2000
로우커피스탠드,바닐라라떼,3000
로우커피스탠드,카푸치노,2500
로우커피스탠드,밀크티,4500
Ndd,종이컵 (2가지맛),4500
Ndd,콘과자 (2가지맛),4500
Ndd,박스포장 (3가지맛),18000
팩피,라구 딸리아뗄레,20000
팩피,포테이토 크림 링귀니,20000
팩피,고수 스파게티,20000
팩피,오징어 리가토니,22000
팩피,콘 마카로니,22000
어메이징브루잉컴퍼니 성수점,마르게리따 피자,19000
어메이징브루잉컴퍼니 성수점,풍기 피자,23000
어메이징브루잉컴퍼니 성수점,트러플프라이&디핑소스,11000
어메이징브루잉컴퍼니 성수점,감바스 알아히요,18000
어메이징브루잉컴퍼니 성수점,멜란자네 피자,20000
센터커피 서울숲점,에스프레소,5000
센터커피 서울숲점,아메리카노,5000
센터커피 서울숲점,라떼,6000
센터커피 서울숲점,카푸치노,6000
센터커피 서울숲점,콜드브루,7000
와하카,따코 (소고기),6000
와하카,따코 알 빠스톨 (소고기),7000
와하카,부리또 (소고기/치킨),9500
와하카,께사디야 (소고기),8500
와하카,칠리 치즈 프라이,11000
옥수동 화덕피자,마르게리따,14000
옥수동 화덕피자,비스마르크,18000
옥수동 화덕피자,옥수 깔조네,19500
옥수동 화덕피자,클래식 라자냐,13000
옥수동 화덕피자,치킨 피카타,18000
마하차이,오믈렛팟타이,10000
마하차이,소고기쌀국수,8000
마하차이,톰얌꿍,10000
마하차이,푸팟퐁커리덮밥,12500
마하차이,나시고랭,9000
마테오견문록,무화과샐러드,14000
마테오견문록,가지구이 ,12000
마테오견문록,오리라구파스타,26000
마테오견문록,새우비스크파스타,26000
마테오견문록,티라미수,6000
차만다 서울숲점,치킨 티카 마살라,18000
차만다 서울숲점,셰퍼드파이,19500
차만다 서울숲점,요크셔 포크델리,18000
차만다 서울숲점,피쉬앤 칩스,25000
차만다 서울숲점,찹스테이크,25000
마구로쇼쿠도,하브동 (S),16000
마구로쇼쿠도,네기도로동,13500
마구로쇼쿠도,육회동 (S),10500
마구로쇼쿠도,데카동,10500
마구로쇼쿠도,도로도로동 (S),26000
하노이102,하노이쌀국수 (M),9000
하노이102,분짜,17000
하노이102,분보남보,12000
하노이102,껌스언,9000
하노이102,넴,6000
맛차차,맛차 세레모니,12000
맛차차,맛차 블랑,6500
맛차차,맛차 겐마이차,7500
맛차차,맛차 젠자이,8500
맛차차,맛차 푸딩,4000
누메로도스,까르보나라,14000
누메로도스,가지그라탕,14000
누메로도스,아마트리치아나,14000
누메로도스,마스카포네,15000
라멘오야지,오야지 쇼유라멘,9000
라멘오야지,마제소바,9500
라멘오야지,돈코츠라멘,8500
라멘오야지,가라아게,5000
르프리크,시그니처 버거,9800
르프리크,스페셜 버거,12800
소소하게,소소라떼,5700
소소하게,흑임자라떼,5800
소소하게,쑥절미케이크,7000
큐뮬러스,김치새우볶음빵,7000
큐뮬러스,새우완자스프,7000
큐뮬러스,트러플앤로스트치킨,12000
큐뮬러스,아까,13000
큐뮬러스,로스트비프,10000
아우프글렛,크로플,9000
아우프글렛,크림커피,7000
아우프글렛,아메리카노,4500
청죽골식당,소모듬 (600g),38000
청죽골식당,차돌박이 (250g),15000
청죽골식당,오리로스 (600g),28000
청죽골식당,오리백숙,55000
청죽골식당,삼겹살 (250g),14000
돈까스전원,등심돈까스정식,11000
돈까스전원,안심돈까스정식,12000
돈까스전원,상등심돈까스정식,13000
벱,양지쌀국수,7500
벱,차돌박이쌀국수,8500
벱,해산물쌀국수,8500
벱,소고기볶음면,8500
벱,분보싸오,9500
일품생고기,삼겹살 (200g),15000
일품생고기,차돌박이 (180g),32000
일품생고기,등심 (180g),44000
일품생고기,안심 (180g),53000
일품생고기,안창살 (180g),59000
키친우라와,치키난바,10500
키친우라와,스페셜사케동,12000
키친우라와,치킨카라아게,9000
키친우라와,쇼가야키,10500
키친우라와,밀푀유치즈돈카츠,10500
목포산꽃게아구찜탕 휴업중,,아구찜탕 (중)
목포산꽃게아구찜탕 휴업중,간장게장 (중),105000
목포산꽃게아구찜탕 휴업중,,꽃게찜탕 (중)
밀도 본점,담백식빵,5200
밀도 본점,밀도리치식빵,5500
밀도 본점,큐브초코,2800
밀도 본점,큐브커스터드,2800
밀도 본점,호두메이플잼,9000
팜티진,소고기쌀국수,9000
팜티진,소고기쌀국수(특),12000
팜티진,분보훼,9000
팜티진,분보훼 (특),12000
제스티살룬,제스티 갈릭 (150g),9300
제스티살룬,아메리칸치즈 (150g),8300
제스티살룬,치폴레 칠리 (150g),9300
제스티살룬,와사비쉬림프 (150g),10300
제스티살룬,줄리엔 프라이즈 (베이직),3800
빵의정석,크로와상,2800
빵의정석,빨미까레,2800
빵의정석,앙프레즐,3500
빵의정석,아메리카노,2800
빵의정석,카페라떼,3200
더코너키친,깔조네샐러드,19000
더코너키친,코너 피자,22500
더코너키친,마약옥수수 피자,21500
더코너키친,마르게리따,19000
더코너키친,명란파스타,20000
누메로뜨레쓰,카프레제,12000
누메로뜨레쓰,시저샐러드,12000
누메로뜨레쓰,마스카포네피자,15000
누메로뜨레쓰,가지그라탕,14000
누메로뜨레쓰,쉬림프까넬로니,14000
미도림,묵은지와 딜을 곁들인 막회,16000
미도림,달래비빔국수,13000
미도림,봄나물 튀김과 우엉후무스,12000
미도림,닭간파테와 기정떡,12000
빠오즈푸 서울숲직영점,고기빠오즈 (7pce),6000
빠오즈푸 서울숲직영점,삼선빠오즈 (7pce),7500
빠오즈푸 서울숲직영점,부추지짐 (8pcs),6000
빠오즈푸 서울숲직영점,훈둔면,7000
빠오즈푸 서울숲직영점,매운 훈둔면,7500
우동가조쿠 성수점,붓가케우동,6500
우동가조쿠 성수점,키츠네우동,7500
우동가조쿠 성수점,가조쿠우동,8000
우동가조쿠 성수점,돈까스정식,9000
우동가조쿠 성수점,장어덮밥,15000
갈십리,시그니처라떼,5500
갈십리,바스크치즈케이크,7000
갈십리,로투스쉐이크,5900
갈십리,말린과일차,5900
더파머스카페,아메리카노 (ICE),4500
더파머스카페,카페라떼 (ICE),5000
더파머스카페,로얄 밀크티 (ICE),6500
더파머스카페,오렌지쥬스,5000
더파머스카페,레몬에이드,5000
마장황소곱창,소곱창,25000
마장황소곱창,대창,21000
마장황소곱창,막창,21000
마장황소곱창,벌집양,21000
마장황소곱창,양깃머리,26000
소문난성수감자탕,감자국식사,7500
소문난성수감자탕,감자탕 (소),24000
소문난성수감자탕,감자탕 (중),27000
소문난성수감자탕,감자탕 (대),36000
푸줏간생고기점,생삼겹살 (200g) ,15000
푸줏간생고기점,생목살 (200g),15000
푸줏간생고기점,항정살 (200g),15000
푸줏간생고기점,한우등심 (200g),35000
푸줏간생고기점,한우차돌박이 (200g),25000
TBD,비프타르타르,18000
TBD,X.O 관자,22000
TBD,덕크림파스타,24000
TBD,리코타치즈,13000
TBD,호박아란치니,14000
카린지 ,카린지카레,8500
카린지 ,아보카도키마카레,12000
카린지 ,카린지카츠카레,11000
카린지 ,버터치킨카레,10000
카린지 ,고수키마카레,10000
뺑드에코,산의 바게트,3900
뺑드에코,트리플치즈바게트,4500
뺑드에코,깜빠뉴,8000
뺑드에코,크로와상,3500
뺑드에코,치아바타,3000
성수베이킹스튜디오,잠봉뵈르,4800
성수베이킹스튜디오,치즈올리브치아바타,3000
성수베이킹스튜디오,크루아상,3000
성수베이킹스튜디오,버터프레첼,3500
성수베이킹스튜디오,스콘,2500
오스테리아 쟌니,포르치니버섯과 트러플크림 감자뇨끼,19000
오스테리아 쟌니,볼로네제 파스타,18000
오스테리아 쟌니,아란치니,6000
오스테리아 쟌니,브레이징문어,17000
잇샐러드 성수점,라이스샐러드,11900
잇샐러드 성수점,리프레쉬,12900
잇샐러드 성수점,비건라이프,12900
잇샐러드 성수점,에너자이저,12900
잇샐러드 성수점,스트레스릴리즈,12900
모찌모찌,모찌식빵,4500
모찌모찌,모찌우유식빵,5000
모찌모찌,유기농 통밀모찌식빵,5500
버섯집,얼큰 버섯 육개장,7500
버섯집,맑은 버섯 육개장,7500
버섯집,들깨 버섯탕,7500
버섯집,눈꽃버섯탕,9500
달바,칼루아 카페라떼,6900
달바,베일리스 카페라떼,6900
달바,칼루아밀크,6900
달바,짐빕화이트,6900
달바,잭다니얼허니,6900
땅코참숯구이 본점,생목살 (200g),17000
땅코참숯구이 본점,삼겹살 (200g),17000
땅코참숯구이 본점,갈매기살 (160g),16000
성수족발,족발 (중),40000
성수족발,족발 (대),45000
성수족발,족발 (특대),50000
커피식탁,에스프레소,2500
커피식탁,아메리카노,3000
커피식탁,카페라떼,3500
커피식탁,당근이지,5000
커피식탁,무뚝뚝얼그레이씨,5000
엽기꼼닭발,뼈없는닭발,13000
엽기꼼닭발,계란말이,8000
엽기꼼닭발,누룽지탕,5000
만두전빵,개성만두,6000
만두전빵,부추만두,6000
만두전빵,김치만두,7000
만두전빵,모둠만두,7000
만두전빵,만두전골 (2인),18000
훼미리손칼국수,감자전,15000
훼미리손칼국수,해물파전,18000
훼미리손칼국수,보쌈정식,14000
훼미리손칼국수,손칼국수,7000
훼미리손칼국수,만두국,8000
칙피스 성수점,비건버거,9500
칙피스 성수점,비건샐러드,10000
칙피스 성수점,치킨샐러드,10000
칙피스 성수점,부채살스테이크 라이스,10000
칙피스 성수점,치킨 샥슈카,12000
이스파이,피칸파이,28000
이스파이,애플파이,25000
이스파이,호박파이,22000
이스파이,모듬넛파이,26000
바이 레인,제리의치즈케이크,7500
바이 레인,당근케이크,6500
바이 레인,도쿄산도,8000
바이 레인,단.호.박,6500
카멜 커피,아메리카노,4500
악어떡볶이,떡볶이,4000
악어떡볶이,순대,4000
악어떡볶이,오뎅,3000
악어떡볶이,모듬튀김,4000
악어떡볶이,김밥,3000
오부이용,양파스프,10000
오부이용,블랑케트,26000
오부이용,양배추곁들인 돼지뼈등심 스테이크,32000
오부이용,부르고뉴식 달팽이,11000
오부이용,생또노레,9000
하노이바게트,베트남연유커피,5500
하노이바게트,포크바게트,8900
하노이바게트,치킨바게트,8900
아니스,아메리카노,4500
아니스,카페라떼,5000
아니스,카페모카,6000
아니스,핫초콜릿,5500
아니스,에스프레소,4500
컨템포,아메리카노,5000
컨템포,카페라떼,5000
컨템포,초콜렛 밀크,5000
컨템포,푸르츠 에이드,5000
컨템포,치즈케이크,6000
색다른면,토마토소고기 카레국수,7500
색다른면,베이컨국수,8000
색다른면,평양식 물냉면,8000
색다른면,꿀호떡만두 (3p),2000
색다른면,피자만두 (4p),3000
뺑드미,우유식빵,3800
뺑드미,오징어먹물 치아바타,2800
뺑드미,치즈 올리브 치아바타,2800
뺑드미,말차크림빵,3000
뺑드미,스콘,2300
더클래식,치즈플래터,18000
더클래식,진 토닉,12000
더클래식,러빙빈센트,18000
어니언,플랫화이트,5000
어니언,초콜렛 라떼,6500
어니언,파인애플 코코넛,6500
어니언,아보카도 우유,6000
어니언,어니언 콜라,6500
자그마치,아메리카노,5000
자그마치,카페라떼,5500
자그마치,플랫화이트,5000
기연각,육미짜장,7000
기연각,짬뽕,8000
기연각,중화비빔밥,8500
기연각,새우탕수 (소),27000
기연각,깐풍새우 (소),30000
인디카,탄두리치킨,16000
인디카,라라커리,14000
인디카,타와머튼,20000
인디카,치킨 브리야니,15000
인디카,난,3000
버거쑈,올 엑스트라 리얼,5500
버거쑈,올 엑스트라 치즈,6000
버거쑈,올 엑스트라 갈릭,6300
버거쑈,올 엑스트라 불고기,6500
버거쑈,올 엑스트라 더블치즈,8500
대림창고,에스프레소,4000
대림창고,아메리카노,5000
대림창고,카페라떼,6000
대림창고,모카,7000
대림창고,아포가토,7000
훔볼트,아메리카노,5000
할머니의레시피 본점,점심특선,8000
할머니의레시피 본점,숨뼈국,10000
할머니의레시피 본점,얼큰숨뼈국,11000
할머니의레시피 본점,바싹 불고기,22000
할머니의레시피 본점,제육볶음,18000
대도식당 왕십리본점,한우등심 (200g),42000
대도식당 왕십리본점,깍두기볶음밥(1인분),4000
오코노미야키식당하나,오코노미야끼 (돼지),9000
오코노미야키식당하나,오코노미야끼 (오징어),9500
오코노미야키식당하나,오코노미야끼 (스페셜),10500
오코노미야키식당하나,야키소바,9000
오코노미야키식당하나,모던야키,10000
원조할아버지손두부,모두부 (1모),6000
원조할아버지손두부,순두부,4000
원조할아버지손두부,콩국수 (계절),6000
원조할아버지손두부,콩물,4000
송화산시도삭면 본점,도삭면,7000
송화산시도삭면 본점,층유면,7000
송화산시도삭면 본점,쇼마이 (5ea),7000
송화산시도삭면 본점,어향육슬덮밥,7000
송화산시도삭면 본점,유린기,15000
빠오즈푸,부추지짐만두 (8개),6000
빠오즈푸,새우지짐만두 (9개),7000
빠오즈푸,훈둔면,7000
빠오즈푸,고기 빠오즈 (7개),6000
빠오즈푸,부추 빠오즈 (7개),6000
이이요,야끼돈부리,12900
이이요,광어연어덮밥,12500
이이요,이이요 스페셜 카이센동,30000
이이요,가케우동,6500
이이요,우니크림고로케 (3pcs),7000
뚝방길 홍차가게,다즐링,6200
뚝방길 홍차가게,퀸앤,7300
뚝방길 홍차가게,아쌈FTGFOP1,7200
뚝방길 홍차가게,뚝방길밀크티,7500
뚝방길 홍차가게,로얄블랜드밀크티,7500
명봉샤브샤브양꼬치,양갈비살꼬치,16000
명봉샤브샤브양꼬치,양삼겹살꼬치,14000
명봉샤브샤브양꼬치,양꼬치,13000
명봉샤브샤브양꼬치,양고기샤브샤브,35000
명봉샤브샤브양꼬치,양고급갈비 (300g),22000
매운향솥 본점,마라탕,6000
매운향솥 본점,어향육사,12000
매운향솥 본점,꿔바로우,11000
매운향솥 본점,가지볶음,9000
매운향솥 본점,토마토계란볶음,9000
대흥양다리바베큐,양다리바베큐 (소),50000
대흥양다리바베큐,양갈비 (150g),15000
대흥양다리바베큐,양등심,20000
대흥양다리바베큐,양꼬치,14000
대흥양다리바베큐,양꿔바로우,15000
태천면옥,평양냉면,10000
태천면옥,비빔냉면,10000
태천면옥,접시만두,9000
태천면옥,만두국,9000
태천면옥,제육,20000
최가커피,아메리카노,4500
최가커피,도피오 바닐라라떼,5500
최가커피,더치비엔나,6500
최가커피,아포카토,6500
소바쿠,냉소바,7000
소바쿠,자루소바,7000
소바쿠,토리카라,6000
소바쿠,온우동,7000
소바쿠,모듬튀김,5000
해룡마라룽샤,마라룽샤꼬리,35000
해룡마라룽샤,마늘룽샤,35000
해룡마라룽샤,마라샹궈,20000
해룡마라룽샤,매운꽃게,28000
해룡마라룽샤,매운새우,32000
육성회비,한우 육회,15000
육성회비,한우 육사시미,18000
육성회비,스지 오뎅탕,18000
육성회비,크림새우,18000
육성회비,한우타다끼,20000
텐동한,한텐동,9000
텐동한,에비텐동,10000
텐동한,아나고텐동,12000
텐동한,전복텐동,12000
텐동한,스페셜텐동,15000
로이베이커리카페,로이식빵,3500
로이베이커리카페,스콘,3500
로이베이커리카페,카페라떼,4500
계탄집,마늘소금 (230g),12000
계탄집,간장양념 (230g),12000
계탄집,매운양념 (230g),12000
계탄집,초계국수,6000
계탄집,닭발튀김,5000
송화양꼬치,오리지널양꼬치 (10꼬치),16000
송화양꼬치,양갈비,27000
송화양꼬치,쯔란오돌뼈,15000
송화양꼬치,마라쪽갈비,18000
송화양꼬치,꿔보러우,13000
마우로아,이베리코,39000
마우로아,타르타르,24000
마우로아,까르보나라,15000
마우로아,어니언스프,11000
마우로아,오리가슴살스테이크,26000
서북면옥,물냉면,8000
서북면옥,비빔냉면,8000
서북면옥,접시만두,8000
서북면옥,온면,8000
로얄인디안레스토랑,플레인난,2000
로얄인디안레스토랑,인도식양고기볶음밥,13000
로얄인디안레스토랑,비프발티,12000
로얄인디안레스토랑,치킨티카,12000
로얄인디안레스토랑,새우마카니,13000
감성당,치즈인더뽀오,9500
감성당,통통연어 (L),18800
감성당,큰 새우치즈로제,12800
감성당,완.치.감 (L),14800
감성당,닭다리하나,9800
화양식당,등심탕수육 (레귤러),20000
화양식당,유린기 (레귤러),20000
화양식당,칠리새우 (레귤러),20000
화양식당,마라육 (레귤러),25000
화양식당,찹쌀누룽지탕,25000
LAB41,치킨스테이크,17000
LAB41,고르곤졸라크림뇨끼,18000
LAB41,명란알리오올리오,14000
LAB41,통베이컨크림페투치네,16000
LAB41,LAB41샐러드,8000
수퍼슬라이더스,아메리칸뷰티 (1개),3800
수퍼슬라이더스,매드맥스칠리 (1개),3800
수퍼슬라이더스,마틸다프롬도쿄 (2개),6800
수퍼슬라이더스,부바검프쉬림프 (4개),13000
수퍼슬라이더스,1/2감자프라이+음료,3000
고향양꼬치,양꼬치 (200g),14000
고향양꼬치,양갈비살 (200g),17000
고향양꼬치,마라두부,10000
고향양꼬치,꿔바오러우,13000
고향양꼬치,마라룽샤,38000
송화산시도삭면 분점,도삭면,8000
송화산시도삭면 분점,충유면,8000
송화산시도삭면 분점,쇼롱포오 (6p),7000
송화산시도삭면 분점,유린기,15000
송화산시도삭면 분점,깐꿔감자,15000
뱃놈,비단가리비찜,25000
뱃놈,명주찜,12900
뱃놈,가리비회,28000
뱃놈,석화,16900
뱃놈,전복회,17900
반티엔야오 카오위 건대점,마라 카오위 ,42000
반티엔야오 카오위 건대점,칭화지아오 카오위,38000
반티엔야오 카오위 건대점,마늘향 카오위,38000
반티엔야오 카오위 건대점,쏸차이 카오위,38000
반티엔야오 카오위 건대점,샌지아오 카오위,42000
꼬메노,아메리카노,3500
꼬메노,카페라떼,4000
꼬메노,쇼콜라떼,5000
꼬메노,생과일에이드,5000
꼬메노,티라미수,6000
쿵푸소룽샤,마라룽샤,32000
쿵푸소룽샤,마라카오위,35000
쿵푸소룽샤,마라샹궈,25000
쿵푸소룽샤,마라탕,8000
다원식당,토마토소스 리코타치즈 링귀니,19000
다원식당,돌문어 바질페스토 링귀니,23000
다원식당,홍새우 관자 오일 링귀니,24000
다원식당,갈빗살 고르곤졸라크림 리가토니,26000
다원식당,네 가지 버섯 리조또,25000
Index,인덱스 블랜드,4500
Index,인덱스 싱글 오리진,5000
Index,인덱스 아인슈페너,5500
Index,밀크티,5500
Index,바스크 치즈케이크,6000
경성양육관,양목살꼬치 (6개),18000
경성양육관,양갈비살,16000
경성양육관,양힘줄,15000
경성양육관,양꼬치,13000
경성양육관,고급양갈비,25000
뺑드램,더블치즈캄파뉴,5000
뺑드램,통무화과캄파뉴,5500
뺑드램,공주밤가득캄파뉴,5500
뺑드램,블랙올리브롤치즈캄파뉴,5000
뺑드램,초코크림빵,2200
궤도에오르다 본점,아트모 핫도그,4200
궤도에오르다 본점,트로포 핫도그,4700
궤도에오르다 본점,스트라토 핫도그,5700
궤도에오르다 본점,메소 핫도그,5200
궤도에오르다 본점,더모 핫도그,5700
콩이네,떡볶이,3500
콩이네,찹쌀순대,3500
콩이네,튀김 (5개),3000
쭈꾸미킹 건대점,쭈꾸미볶음,9000
쭈꾸미킹 건대점,철판쭈꾸미,11000
쭈꾸미킹 건대점,철판삼겹쭈꾸미,12000
쭈꾸미킹 건대점,치즈팬쭈꾸미,11000
호파스타,비프 치즈 생크림로제,8500
호파스타,쉬림프 수제 바질페스토,8500
호파스타,쉬림프 앤초리 루꼴라오일,8500
호파스타,비프 풍미가 좋은 라구 볼로네제,8900
호파스타,트러플 베이컨크림리조또,8900
왕십리정곱창,막창양념구이 (1인),13000
왕십리정곱창,막창소금구이 (1인),13000
왕십리정곱창,한우소곱창구이 (1인),22000
왕십리정곱창,치즈곱창 (2인),24000
왕십리정곱창,한우곱창모듬한판,40000
스미다,컵/콘 2가지 맛,3800
스미다,두리다 (350cc),9000
스미다,세미다 (500cc),14000
스미다,네미다 (750cc),19000
영미오리탕,오리탕 (한마리),53000
영미오리탕,오리탕 (반마리),32000
영미오리탕,생로스 (한마리),53000
영미오리탕,생로스 (반마리),32000
영미오리탕,주물럭 (한마리),53000
피자힐 비스타 워커힐 서울,고르곤졸라 치즈 피자(M),51000
피자힐 비스타 워커힐 서울,콤비네이션 피자(M),46000
우마이도 건대점,돈코츠라멘 오리지날,9000
우마이도 건대점,돈코츠라멘 매운맛,10000
우마이도 건대점,교자,4000
우마이도 건대점,생맥주,3000
봉자마라탕,찹쌀탕수육,13000
봉자마라탕,삼색야채볶음,12000
봉자마라탕,향라육슬,13000
봉자마라탕,궁빠지딩,12000
봉자마라탕,어향가지볶음,12000
칼레오커피로스터스,아메리카노,3500
칼레오커피로스터스,콜드브루,3500
칼레오커피로스터스,카페라떼,4000
칼레오커피로스터스,초코,4000
칼레오커피로스터스,카페모카,4500
더뷔페 그랜드 워커힐 서울,성인 조식,58000
더뷔페 그랜드 워커힐 서울,성인 런치 (주중),105000
더뷔페 그랜드 워커힐 서울,성인 런치 (주말),122000
더뷔페 그랜드 워커힐 서울,성인 디너,122000
메종드타르트 본점,아메리카노,2200
매화반점 본점,양꼬치,13000
매화반점 본점,깐풍기,12000
매화반점 본점,깐쇼새우,12000
매화반점 본점,매화식가지볶음,8000
매화반점 본점,매화식탕수육,10000
미분당 건대점,힘줄쌀국수,10000
미분당 건대점,차돌박이 쌀국수,8000
미분당 건대점,양지 쌀국수,8500
미분당 건대점,모듬전식 (8pcs),8000
미분당 건대점,해산물 쌀국수,9000
골목에골목,즉석떡볶이,12000
골목에골목,날치알 셀프주먹밥,3000
골목에골목,버터갈릭감자튀김,4500
골목에골목,버팔로윙 (5개),5000
명월관 비스타 워커힐 서울,한우등심정식,155000
명월관 비스타 워커힐 서울,한우양념갈비정식,130000
명월관 비스타 워커힐 서울,소담상차림,95000
명월관 비스타 워커힐 서울,생등심 (200g),95000
명월관 비스타 워커힐 서울,생갈비 (160g),110000
프언타이,똠양꿍,18000
프언타이,뿌팟뽕커리,28000
프언타이,꾸웨이띠오,9000
프언타이,팟타이꿍,12000
프언타이,새우볶음밥,9000
잇타이,고기쌀국수,8000
잇타이,뿌팟퐁커리,17000
잇타이,똠얌쌀국수,10000
잇타이,쏨땀,9000
잇타이,팟타이,11000
복만루,훠꿔 무한리필 (1인),15000
중경소면관,샤오롱바오,7000
중경소면관,고긱육즙만두,7000
중경소면관,중국 호떡,1000
중경소면관,담백한 꽈배기,1500
중경소면관,해바라기 꽈배기,1500
돕감자탕전문점,통문어 해물감자탕 (중),38000
돕감자탕전문점,궁중뼈찜 (소),28000
돕감자탕전문점,해물뼈찜 (소),32000
돕감자탕전문점,해물전복 뚝배기 (점심),12000
돕감자탕전문점,뚝배기 (점심),7000
매화반점 2호점,양꼬치,13000
매화반점 2호점,매화식 탕수육,10000
매화반점 2호점,매화가지볶음,8000
매화반점 2호점,경장육슬,10000
매화반점 2호점,어향육슬,10000
호야초밥참치전문점 본점,호야 초밥 (12pcs),13000
호야초밥참치전문점 본점,특호야 초밥 (12pcs),17000
호야초밥참치전문점 본점,연어 초밥 (12pcs),17500
호야초밥참치전문점 본점,참치뱃살 초밥 (12pcs),28000
호야초밥참치전문점 본점,한우 초밥 (12pcs),30000
신토불이떡볶이,떡볶이,3000
송림식당,돼지불백,7000
송림식당,해장국,5500
송림식당,김치찌개,5500
송림식당,된장찌개,5500
글래시,글래쉬 크림파스타,13000
글래시,쉬림프 로제파스타,13000
글래시,글래시 와규 찹스테이크,32000
글래시,육회 타르타르,18000
글래시,카프레제 멜론 프로슈토,18000
한강풍천장어,2인분(500g 순살),43000
한강풍천장어,1인분(250g 추가),22000
이씨주방,크림새우퐁듀,20000
이씨주방,뢰스티,17000
이씨주방,까망베르치즈구이,16000
이씨주방,감바스 알하이요,15000
이씨주방,콘전,13000
시키카츠,로스카츠,10000
시키카츠,히레카츠,11000
시키카츠,모듬카츠,12000
시키카츠,특로스카츠,12000
어머니대성집,해장국,10000
어머니대성집,육회비빔밥,15000
어머니대성집,접시불고기,25000
어머니대성집,육회,35000
어머니대성집,모둠수육,40000
King수제만두,고기새우군만두 ,10000
King수제만두,고기새우찐만두 ,9000
King수제만두,마파두부덮밥,9000
King수제만두,목이버섯겨란덮밥,10000
King수제만두,꿔바로우,24000
육전식당 1호점,통목살 (150g),15000
육전식당 1호점,통삼겹살 (150g),15000
육전식당 1호점,항정살 (150g),18000
육전식당 1호점,한우등심 (200g),42000
육전식당 1호점,된장/김치찌개,4000
촨커,꿔바로우,13000
촨커,가지덮밥,7000
촨커,건두부무침,8000
촨커,계란토마토덮밥,7000
촨커,온면,6000
연어이야기,숙성연어회 (소),23000
연어이야기,숙성연어회 (중),30000
연어이야기,연어회초밥 (1인분),18000
연어이야기,연어회샐러드,25000
연어이야기,연어구이,10000
회기왕족발보쌈,족발 (소),29000
회기왕족발보쌈,보쌈 (소),29000
회기왕족발보쌈,쟁반막국수,15000
회기왕족발보쌈,춘천막국수,7000
회기왕족발보쌈,보쌈김치,10000
나정순할매쭈꾸미,주꾸미 (350g),12000
홍릉각,육미짜장,6600
홍릉각,굴짬뽕,7700
홍릉각,짜장밥,8800
홍릉각,잡채밥,8800
홍릉각,탕수육,18000
비나,치킨티카마살라,10000
비나,램비르야니,13000
비나,삭파니르,10000
비나,치킨티카,12000
비나,치킨말라이카밥,13000
영화장,짜장면,5500
영화장,삼선짬뽕,9000
영화장,볶음밥,7000
영화장,탕수육,22000
즐거운맛돈까스,로스가츠,13000
즐거운맛돈까스,히레가츠,15000
커피그라운즈,에스프레소,3000
커피그라운즈,롱블랙,2000
커피그라운즈,플랫화이트,3000
포레스티,아메리카노,3800
포레스티,빠니니아저씨 스무디,4500
포레스티,모짜렐라토마토,4800
포레스티,햄치즈루꼴라,5800
포레스티,플레인치아바타,2500
오관스시,런치스시 (12p),15000
오관스시,디너스시 (12p),20000
컴플리트커피,아메리카노,3500
컴플리트커피,카푸치노,4000
이문동커피집,아이스 그것,3500
이문동커피집,플랫화이트,3500
이문동커피집,제주청귤에이드,4500
이문동커피집,크림밀크티,5000
와가리피순대,오소리 순대국,8000
와가리피순대,한우 소머리국,9000
와가리피순대,도가니탕,13000
와가리피순대,순대모듬 (소),20000
와가리피순대,순대전골 (소),25000
감초식당,돼지불갈비 (300g),13000
감초식당,삼치구이,9000
감초식당,고등어구이,9000
미뇽,오늘의 수프,5500
미뇽,그릭요거트볼,6500
미뇽,치즈프렌치토스트,10500
미뇽,에그인헬,13000
미뇽,깻잎페스토펜네,10000
이상한떡볶이집,함박스테이크,10500
이상한떡볶이집,김치볶음밥,7000
이상한떡볶이집,오므라이스,7000
이상한떡볶이집,날치알새우크림파스타,9000
이상한떡볶이집,로제파스타,9500
신락원,유니자장면,5000
신락원,짬뽕,6000
신락원,양장피,32000
신락원,A코스,27000
신락원,B코스,35000
육전식당 3호점,통목살 (150g),15000
육전식당 3호점,통삼겹살 (150g),15000
육전식당 3호점,항정살 (150g),18000
