식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
백경식당,한식,4.8,서울 용산구 한강대로54길 20,월~토 10:00 ~ 22:30,02-793-0785,27,6건
케르반베이커리,제과/베이커리,4.0,서울 용산구 이태원로 208,월~금 09:00 ~ 24:00,02-790-5585,28,15건
상록수,육류/고기,3.6,서울 용산구 청파로51길 4 1층,영업시간 매일 17:00 ~ 02:00,02-704-8892,118,14건
털보집,스테이크/립,2.6,서울 용산구 한강대로88길 11,매일 10:00 ~ 22:00,,37,12건
비스티버거 한남본점,햄버거,2.8,서울 용산구 독서당로 46 한남아이파크애비뉴 1층,월~목 11:00 ~ 22:00,02-790-0621,174,33건
하라케이크 숙대본점,제과/베이커리,3.2,서울 용산구 한강대로 279 1층,매일 09:00 ~ 23:00,070-4634-0999,27,22건
라플랑끄,양식,3.8,서울 용산구 이태원로26길 26,매일 10:30 ~ 22:00,070-7719-3010,58,27건
아경면선 이촌점,퓨전중식,3.3,서울 용산구 이촌로 248 한강맨션상가 21동 1층 102-A호,화요일,02-793-6888,30,18건
핸드앤몰트 브루랩 용산,술집,4.1,서울 용산구 한강대로38가길 19,월~목 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,,37,16건
스타벅스 서울역동자동점,커피전문점,3.1,서울 용산구 한강대로 372 센트레빌 아스테리움 서울 KDB생명타워 1층,월~금 07:00 ~ 21:00,1522-3232,13,16건
일비노로소,양식,3.7,서울 용산구 두텁바위로60길 25,매일 12:00 ~ 21:30 · 브레이크타임 매일 14:30 ~ 18:00,,13,10건
고다이,육류/고기,4.7,서울 용산구 한남대로18길 28 1층,영업시간 매일 17:00 ~ 22:00,02-749-9299,37,17건
맥도날드 이태원점,패스트푸드,2.6,서울 용산구 이태원로 142-1,매일 00:00 ~ 24:00,070-7017-0305,7,27건
카오산,태국음식,3.3,서울 용산구 이태원로20길 13 1층,영업시간 월~목 18:00 ~ 01:00,02-790-7029,127,8건
더플레이스다이닝 엔타워점,양식,3.9,서울 용산구 남산공원길 105 2층,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3455-9220,52,15건
코뮨,카페,3.8,서울 용산구 이태원로49길 14-2 1층,화요일,,106,18건
유명돈,삼겹살,4.5,서울 용산구 한강대로44길 2-1,월~토 11:30 ~ 24:00 · 브레이크타임 월~토 13:30 ~ 17:00,010-2028-4767,27,30건
오리올케이크,카페,3.2,서울 용산구 신흥로 95-7,월/화/수/목/일 12:00 ~ 21:00,02-318-5212,79,15건
베르트,디저트카페,3.7,서울 용산구 한강대로62다길 9,화~목 11:00 ~ 16:00,,48,27건
곱상,곱창/막창,3.9,서울 용산구 백범로87길 36,매일 12:00 ~ 24:00,02-706-0116,24,16건
스타벅스 동빙고점,커피전문점,3.9,서울 용산구 장문로 12,매일 07:00 ~ 21:00,1522-3232,16,14건
스타벅스 신용산역점,커피전문점,4.4,서울 용산구 한강대로 95,월~금 07:00 ~ 22:00,1522-3232,11,12건
이북집찹쌀순대 용산점,순대,3.1,서울 용산구 한강대로40길 19 2층,매일 00:00 ~ 24:00,02-793-0964,34,22건
스타벅스 한남동R,커피전문점,3.7,서울 용산구 독서당로 94,월~토 07:00 ~ 21:00,1522-3232,11,19건
설쌈냉면 숙대점,냉면,3.6,서울 용산구 청파로47길 47-5,매일 11:00 ~ 20:30,02-704-5788,27,16건
박명도봉평메밀막국수 본점,국수,4.0,서울 용산구 원효로 184,매일 10:00 ~ 22:00,02-717-7711,31,35건
오파토,제과/베이커리,4.2,서울 용산구 신흥로12길 1 1층,월/화요일,010-9244-4890,37,13건
모듈러,카페,3.5,서울 용산구 소월로2길 13 1층,월~금 09:00 ~ 19:00,02-3789-2121,75,15건
이원일식탁,한식,4.4,서울 용산구 이태원로54길 58-5,영업시간 화~금 14:00 ~ 22:00,010-7411-8211,44,22건
부산어묵,분식,4.1,서울 용산구 효창원로42길 6,,02-701-0221,28,20건
콰르텟 사운즈한남점,디저트카페,3.4,서울 용산구 대사관로 35 BC동 1층,매일 09:00 ~ 22:00,02-794-9009,129,23건
대흥정육식당,육류/고기,3.0,서울 용산구 보광로60길 15,매일 00:00 ~ 00:00,02-790-8588,61,7건
타코아미고,멕시칸/브라질,4.3,서울 용산구 보광로 123,매일 12:00 ~ 22:00,02-749-5253,26,26건
팀호완 용산점,중식,3.2,서울 용산구 한강대로23길 55 아이파크몰 패션파크 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,0507-1301-3082,172,58건
진1926 한남,육류/고기,4.6,서울 용산구 독서당로 71 청산빌딩 1층,영업시간 월~토 17:00 ~ 24:00,02-797-0292,39,18건
엉터리통닭,치킨,2.2,서울 용산구 회나무로 38-1,영업시간 매일 15:00 ~ 06:00,02-790-7737,48,32건
농담,이탈리안,2.9,서울 용산구 이태원로16길 14 1층,영업시간 월~금 17:00 ~ 24:00,,44,16건
오근내3닭갈비,닭요리,3.2,서울 용산구 효창원로69길 14,매일 12:00 ~ 22:30 · 브레이크타임 월~금 15:30 ~ 16:30,02-711-0131,37,12건
시엠프레꼬모도밍고,카페,3.3,서울 용산구 후암로34길 11,화~일 12:00 ~ 19:00,,64,8건
쿠촐로오스테리아,이탈리안,3.4,서울 용산구 신흥로 30-1,월/화요일,02-6083-0102,60,47건
가마솥족발 순대국,족발/보쌈,4.3,서울 용산구 후암로 62 1층,월~금 09:30 ~ 22:30,02-776-2223,25,49건
남산케미스트리,호프/요리주점,3.4,서울 용산구 회나무로 33,매일 12:00 ~ 01:00,02-797-2227,35,24건
한와담 블랙점,육류/고기,3.7,서울 용산구 독서당로 67 1층,매일 11:30 ~ 23:30 · 브레이크타임 매일 15:00 ~ 17:00,02-749-1105,22,9건
티라벤토,커피전문점,3.1,서울 용산구 녹사평대로26길 77-6,월~토 12:00 ~ 21:00,070-8866-8194,69,13건
스타벅스 용산아이파크몰점,커피전문점,4.3,서울 용산구 한강대로23길 55 아이파크몰 서관 6층,매일 09:00 ~ 21:00,1522-3232,27,16건
사랑방 참숯화로구이,육류/고기,4.2,서울 용산구 신흥로36길 4,영업시간 매일 16:00 ~ 23:00,02-774-5950,36,13건
Apt서울,카페,4.1,서울 용산구 보광로51길 4,매일 10:00 ~ 03:00,070-7789-9710,16,28건
한도니 이태원본점,육류/고기,4.3,서울 용산구 우사단로 31,매일 00:00 ~ 24:00,02-794-0092,13,7건
쿼츠,카페,4.1,서울 용산구 한강대로 158 1층,월~금 10:00 ~ 18:00,070-4187-4188,50,25건
양문,갈비,3.2,서울 용산구 한강대로81길 8 1층,매일 11:00 ~ 03:00,02-719-1994,35,15건
곱창도선생,곱창/막창,3.9,서울 용산구 이태원로 169,영업시간 매일 17:00 ~ 05:00,070-7789-0717,158,12건
오늘,한정식,5.0,서울 용산구 장문로 60,월~토 12:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 18:00,02-792-1054,5,5건
메종드아베크엘,카페,3.3,서울 용산구 두텁바위로69길 29,영업시간 월/화/목/금/토/일 13:00 ~ 21:00,,224,19건
코파카바나그릴,멕시칸/브라질,3.8,서울 용산구 이태원로 142-1 쌍정빌딩 4층,월~금 12:00 ~ 22:00,02-796-1660,31,16건
구스테이크733,스테이크/립,3.0,서울 용산구 이태원로27길 101,매일 12:00 ~ 23:00,02-794-7339,26,14건
푸주옥,설렁탕,3.3,서울 용산구 한강대로17길 11,월~토 10:00 ~ 02:00,02-790-3450,6,15건
은행골 용산점,초밥/롤,3.4,서울 용산구 한강대로40길 22,월~금 11:30 ~ 23:00,02-824-4988,10,21건
코타티,아이스크림,4.0,서울 용산구 신흥로12길 7,영업시간 화~일 13:00 ~ 22:00,,82,27건
스타벅스 이태원역점,커피전문점,3.7,서울 용산구 이태원로 188,월~금 08:00 ~ 21:00,1522-3232,16,7건
라자트,양식,4.5,서울 용산구 우사단로 37 3층,화/수/목/토/일 11:00 ~ 23:00,02-792-7008,18,11건
푸에고,양식,4.0,서울 용산구 유엔빌리지길 14 1층,영업시간 월~토 18:00 ~ 24:00,02-797-3454,32,6건
대식가,한정식,4.5,서울 용산구 한강대로15길 23,매일 11:00 ~ 22:00,02-797-6009,4,2건
국수집,국수,4.7,서울 용산구 백범로 275 상가 1층,월~토 11:00 ~ 20:00,02-715-3752,17,15건
버거운녀석들,햄버거,4.3,서울 용산구 소월로2길 5 1층,,02-3789-9896,39,24건
젤라띠젤라띠 이태원점,아이스크림,3.9,서울 용산구 이태원로19길 8 1층,월/화/수/목/일 12:00 ~ 22:30,,70,22건
섬마을회수산,회,5.0,서울 용산구 대사관로 72 1층,영업시간 매일 15:50 ~ 05:00,02-794-6432,66,4건
돼지래스토랑 둘째,삼겹살,3.9,서울 용산구 보광로59길 14-1,영업시간 매일 17:00 ~ 00:00,070-8118-7370,124,17건
은마양대창,한식,2.8,서울 용산구 이태원로54길 22 1층,매일 11:30 ~ 22:00,02-797-5422,170,29건
나폴리키친,이탈리안,3.1,서울 용산구 청파로45길 29 2층,매일 11:00 ~ 22:00,02-716-3428,132,14건
미트볼라운지,양식,3.3,서울 용산구 이태원로54길 36 1층,매일 11:30 ~ 22:00,02-790-1102,76,19건
더 이터리,뷔페,2.8,서울 용산구 한강대로 366 포포인츠바이쉐라톤서울역 19층,매일 06:30 ~ 14:00 · 브레이크타임 매일 10:00 ~ 11:30,02-6070-7600,20,4건
잭스바,호프/요리주점,4.0,서울 용산구 이태원로27가길 52 1층,,010-9018-6566,41,8건
제이엘디저트바,디저트카페,4.2,서울 용산구 이태원로55가길 38,영업시간 월/화/수/목/일 13:00 ~ 22:00 · 브레이크타임 매일 17:00 ~ 18:00,02-543-6140,50,17건
양과자제작소 소월길밀영,테마카페,4.2,서울 용산구 두텁바위로35길 2 2층,월/화/목/금/토 11:00 ~ 22:00,02-779-1992,9,23건
콜렉티보 한남점,카페,3.5,서울 용산구 이태원로54길 66,월/화/수/목/금/일 12:00 ~ 21:00,02-795-5255,113,26건
골드버튼커피,카페,4.1,서울 용산구 한강대로80길 5 1층,월~금 08:30 ~ 22:00,02-796-1478,55,13건
노들직녀카페,카페,2.4,서울 용산구 양녕로 495 한강대교,매일 12:00 ~ 01:00,02-796-2004,15,13건
방울과꼬막,실내포장마차,3.5,서울 용산구 대사관로30길 11-5,,,48,15건
SAAP,태국음식,3.7,서울 용산구 회나무로 36 1층,화요일,070-7761-8666,71,32건
팝퍼블 용산아이파크몰점,카페,2.6,서울 용산구 한강대로23길 55,매일 10:30 ~ 20:30,02-6373-3000,49,5건
루니코,이탈리안,4.6,서울 용산구 원효로80길 11 1층,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 17:30,070-7765-4000,42,29건
아우프글렛 한남점,카페,4.1,서울 용산구 이태원로54가길 20,매일 11:00 ~ 21:00,,27,16건
이즈비,양식,4.6,서울 용산구 이태원로20길 24 1층,매일 12:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:00,02-797-2689,41,16건
현대본가,육류/고기,3.6,서울 용산구 이태원로4길 26,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 17:30,02-797-0656,9,11건
루나띵스,카페,4.8,서울 용산구 녹사평대로46길 38,월~목 12:00 ~ 22:00,,62,9건
기다스시,초밥/롤,3.1,서울 용산구 이태원로 230,영업시간 월~목 17:00 ~ 02:00,02-749-3558,33,35건
카페사루,카페,4.2,서울 용산구 회나무로28길 6-3 1층,화~금 12:00 ~ 22:00,02-792-0999,20,11건
함선생카이센동,일식집,4.5,서울 용산구 회나무로 30-1 1층,월/화요일,02-2233-1888,60,29건
한강사철탕,사철탕/영양탕,3.7,서울 용산구 한강대로15길 12,월~금 11:00 ~ 22:00,02-793-3933,15,3건
후암종점,술집,3.5,서울 용산구 두텁바위로 83,영업시간 화/수/목/일 18:00 ~ 02:00,,43,10건
초장집,회,4.6,서울 용산구 대사관로34가길 2-8 1층,영업시간 매일 16:00 ~ 01:00,02-792-8833,37,7건
삼각정,육류/고기,3.7,서울 용산구 한강대로 151,영업시간 월~토 17:00 ~ 22:30,02-798-3666,44,20건
르플뢰브,카페,3.4,서울 용산구 원효로1길 20,화~일 11:00 ~ 23:00,,40,7건
심플리에 남영점,디저트카페,3.7,서울 용산구 한강대로80길 11-17 1층,매일 12:00 ~ 22:00,,49,9건
MTL 한남점,카페,3.4,서울 용산구 이태원로49길 24,매일 10:00 ~ 22:00,070-4113-3113,148,51건
그랜드하얏트 서울 테판,철판요리,4.3,서울 용산구 소월로 322 LL층,매일 12:00 ~ 22:00 · 브레이크타임 매일 14:30 ~ 18:00,02-799-8272,127,16건
스노잉카페 경리단길점,카페,3.6,서울 용산구 녹사평대로46길 29,화~일 11:00 ~ 23:00,,60,7건
바이커스버거,햄버거,3.5,서울 용산구 원효로80길 15,매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-703-4111,31,23건
오성참치,참치회,3.0,서울 용산구 한강대로40길 13 성지빌딩 2층,월~토 11:30 ~ 23:00,02-797-1212,26,12건
쌤쌤쌤,양식,3.7,서울 용산구 한강대로50길 25 1층,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 18:00,02-797-1077,50,37건
