식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
리브릭,커피전문점,4.4,서울 성동구 뚝섬로15길 29 1층,화요일,,41,12건
스타벅스 상왕십리역,커피전문점,2.8,서울 성동구 왕십리로 382,월~금 07:00 ~ 21:00,1522-3232,12,18건
커피오스,카페,4.7,서울 성동구 성수일로4길 31-1,월~금 07:00 ~ 19:00,02-468-7140,15,7건
장모족발 서울한양대점,족발/보쌈,4.7,서울 성동구 마조로 15-10 1층,매일 12:00 ~ 06:20,02-2294-0327,13,11건
에젤커피,카페,3.0,서울 성동구 성수이로 127 1층 102/103호,월~토 07:00 ~ 22:00,02-461-1411,24,9건
일락 답십리본점,일본식라면,1.7,서울 성동구 용답중앙11길 16 1층,,02-555-2896,7,9건
로와이드,카페,2.6,서울 성동구 서울숲2길 22-1,화~일 11:00 ~ 20:00,,3,9건
녹마이,동남아음식,3.7,서울 성동구 왕십리로14길 18 1층 102호,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,,57,39건
사계,와인바,3.7,서울 성동구 연무장13길 19 1층,영업시간 월~금 17:30 ~ 22:00,010-5125-7114,25,3건
금미옥 성수본점,떡볶이,3.3,서울 성동구 왕십리로 108 1층,매일 11:30 ~ 20:00 · 브레이크타임 매일 14:00 ~ 15:00,02-497-0401,30,27건
신숯불탁탁,육류/고기,4.4,서울 성동구 고산자로24길 14-2,매일 10:00 ~ 22:00,02-2299-4987,25,7건
모찌모찌브레드,제과/베이커리,4.0,서울 성동구 한림말3길 14 1층,월~토 08:00 ~ 20:00,02-2282-0907,16,21건
이랑닭한마리칼국수,국수,4.8,서울 성동구 성수이로7길 7 서울숲한라시그마밸리 1층 102호,매일 11:00 ~ 22:00,02-514-2888,7,20건
성경만두요리 성수점,한식,5.0,서울 성동구 성수이로26길 66 1층,매일 11:00 ~ 21:30,02-468-7030,33,2건
도믹스,와인바,5.0,서울 성동구 둘레9가길 9,영업시간 화~금 18:00 ~ 23:00,,60,7건
바코드커피,카페,3.6,서울 성동구 무학봉15다길 4 1층,화~일 12:00 ~ 23:00,02-2297-1566,48,19건
탭하우스숲,호프/요리주점,3.6,서울 성동구 서울숲2길 26 1층,영업시간 월~금 16:00 ~ 03:00,,44,25건
파머스카페,카페,4.5,서울 성동구 왕십리로6길 11 1층,매일 11:00 ~ 22:00,02-464-4222,19,12건
통삼시대 성수점,삼겹살,3.2,서울 성동구 성수일로8길 39-1,매일 11:00 ~ 24:00,02-6465-3030,146,5건
명동피자 왕십리점,피자,3.2,서울 성동구 왕십리로21길 16 1층,매일 11:00 ~ 22:00,02-2295-0099,90,13건
아이오쓰리 에이스하이엔드 성수타워점,카페,5.0,서울 성동구 성수이로10길 14 에이스하이엔드 성수타워 1층,월~금 08:00 ~ 19:30,010-4143-8202,9,3건
프롬하츠커피 하왕십리점,커피전문점,5.0,서울 성동구 무학봉길 66 1층,화 08:00 ~ 21:30,02-2297-0520,16,2건
해밀칼국수&김밥,국수,3.9,서울 성동구 성덕정길 27,화~일 08:30 ~ 21:30,02-462-5909,14,11건
아니스,카페,4.0,서울 성동구 독서당로 160,화요일,02-2299-2822,18,10건
백정돈공장,육류/고기,4.9,서울 성동구 연무장길 38-2,,,19,8건
홍능족발1977 2호점,족발/보쌈,3.4,서울 성동구 왕십리로 309 왕십리역이스타빌 1층 107호,영업시간 매일 13:00 ~ 12:00,02-2298-8922,42,14건
언커먼그라운드,커피전문점,4.6,서울 성동구 연무장11길 15 청운재빌딩 1층,월~금 08:00 ~ 22:00,02-498-9525,5,10건
일일향 왕십리점,중화요리,2.3,서울 성동구 왕십리로 345,월~토 11:30 ~ 02:00,02-2292-9311,44,16건
왕십리오리사냥,오리,4.1,서울 성동구 행당로17길 7,매일 11:30 ~ 22:00,02-2282-2838,23,14건
마장골한우숯불구이,한식,4.7,서울 성동구 마장로31길 40 2층,매일 09:00 ~ 22:00,02-2292-0092,5,10건
스마일,분식,4.7,서울 성동구 마조로 39,월~토 10:30 ~ 21:30,02-2291-3279,30,9건
메종드혁이네,호프/요리주점,4.2,서울 성동구 마조로3나길 27,영업시간 월~목 18:00 ~ 03:00,,37,11건
늘봄숯불갈비,갈비,3.0,서울 성동구 왕십리로5길 12,,02-497-0301,56,14건
열혈쭈꾸미 서울숲본점,해물/생선,4.0,서울 성동구 성수동1가 668-20,매일 11:00 ~ 24:00,02-462-5556,87,13건
기후 보양다이닝,일식,3.6,서울 성동구 동일로 139 3층,화~일 12:00 ~ 22:00 · 브레이크타임 화~일 14:30 ~ 17:00,070-7576-4824,17,12건
여우주막,호프/요리주점,3.0,서울 성동구 마조로 15-8,영업시간 매일 16:00 ~ 02:00,02-2282-6960,21,11건
밥플러스,한식,5.0,서울 성동구 성수일로 89 1층 103/104호,,02-6233-8333,0,5건
까치화방 성수낙낙점,테마카페,4.2,서울 성동구 아차산로17길 48 1층 R114/115호,월~금 09:00 ~ 22:00,02-466-1336,93,13건
호남집,육류/고기,3.9,서울 성동구 살곶이길 40,매일 11:00 ~ 01:00,02-2295-0118,13,8건
나라구한닭정통닭갈비 왕십리점,닭요리,3.6,서울 성동구 무학봉28길 19 강문빌딩 1층,매일 11:30 ~ 23:30,02-2292-7370,36,11건
군산아구산꽃게,해물/생선,3.3,서울 성동구 마장로 327,,02-2295-7019,9,15건
호랑이초밥,초밥/롤,2.8,서울 성동구 아차산로7길 14,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-498-4499,38,18건
야마타니우동,돈까스/우동,4.6,서울 성동구 왕십리로21길 11 1층,화~토 12:00 ~ 20:30 · 브레이크타임 화~토 15:00 ~ 17:00,02-2292-4677,30,34건
비엔에이치알 성수점,카페,3.8,서울 성동구 연무장5길 9-16 1층 106/107호,화요일,070-4175-6118,40,17건
박과장의조은회사 금호동본점,회,3.4,서울 성동구 독서당로 312-1 1층,영업시간 매일 17:00 ~ 23:00,02-2281-1028,81,10건
히즈빈스커피 성수점,커피전문점,4.8,서울 성동구 왕십리로2길 20 1층,월~금 09:30 ~ 20:00,070-4647-2540,10,8건
큐브엔터테인먼트 20스페이스,테마카페,4.4,서울 성동구 아차산로 83 F1빌딩 1층,매일 10:00 ~ 22:00,,3,5건
등촌샤브칼국수 성수점,샤브샤브,3.6,서울 성동구 성수이로7가길 6 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:30 ~ 16:30,02-464-3777,30,7건
알비,갤러리카페,3.5,서울 성동구 서울숲2길 11-7,,010-4127-9593,9,4건
산수골,추어,4.0,서울 성동구 왕십리로31가길 31,매일 07:30 ~ 24:00,02-2298-5111,16,11건
희정보감족,족발/보쌈,4.8,서울 성동구 상원2길 1,월~금 11:30 ~ 23:00 · 브레이크타임 월~금 14:30 ~ 16:30,02-6085-6452,59,4건
투썸플레이스 성수SKV타워점,커피전문점,4.2,서울 성동구 연무장5가길 25,월~금 07:30 ~ 22:00,02-2641-0200,6,6건
도스마스 서울한양대점,멕시칸/브라질,3.3,서울 성동구 마조로1길 2,매일 10:00 ~ 22:00,02-2294-1818,6,12건
미도,일식,3.0,서울 성동구 아차산로 113 삼진빌딩 2층,월~토 11:30 ~ 22:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-461-5167,11,8건
더냄비,호프/요리주점,3.3,서울 성동구 왕십리로 318,영업시간 월~목 15:00 ~ 02:00,,31,4건
김부삼 한양대점,육류/고기,2.8,서울 성동구 마조로3가길 18,영업시간 월~금 15:00 ~ 02:00,02-2281-9992,27,12건
두번째마카롱,제과/베이커리,4.5,서울 성동구 무학봉15길 24 1층,월/화/일요일,010-4338-4817,38,10건
탕화쿵푸마라탕,중화요리,3.7,서울 성동구 성수일로10길 26 하우스티세종타워 2층,,,6,9건
호야네족발,족발/보쌈,5.0,서울 성동구 왕십리로21길 10-1,영업시간 월~금 14:00 ~ 23:30,02-6326-2056,43,1건
프롤라,커피전문점,4.6,서울 성동구 연무장17길 5,화~목 11:00 ~ 21:00,070-4036-9616,35,11건
갈매기의 꿈 본점,육류/고기,3.8,서울 성동구 무학로2나길 1 1층,매일 11:20 ~ 03:00,02-2281-1854,36,17건
베쌀집 금호본점,베트남음식,4.1,서울 성동구 장터길 27-1 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 16:00,02-2232-2066,30,22건
푸른햇살,분식,4.6,서울 성동구 마조로 21 1층,월~토 10:00 ~ 20:40,02-2298-3394,20,19건
회뜨는 총각 왕십리본점,회,1.9,서울 성동구 마조로5길 4-12 지하 1층,영업시간 월~토 16:00 ~ 04:00,,27,13건
도제식빵 금호점,제과/베이커리,3.0,서울 성동구 금호산길 5,매일 10:00 ~ 20:00,070-4105-0280,34,3건
서울맛집,한식,3.9,서울 성동구 성덕정15길 6-9,월~금 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-465-2533,34,8건
팜티진쌀국수,베트남음식,4.7,서울 성동구 왕십리로 58 1층 106호,화~일 10:00 ~ 21:00,,41,33건
육품,육류/고기,4.7,서울 성동구 뚝섬로 385-32 1층,월~토 11:00 ~ 24:00 · 브레이크타임 월~금 14:30 ~ 16:30,02-462-1131,43,3건
빵샘 뚝섬본점,제과/베이커리,2.9,서울 성동구 뚝섬로1길 63 1층,매일 08:00 ~ 22:30,02-2174-8484,37,16건
플레이버타운 맛동산,양식,4.5,서울 성동구 서울숲4길 18-7,영업시간 월/화/목/금/토 16:00 ~ 22:00,,51,27건
오늘와인한잔 성수역점,와인바,3.0,서울 성동구 아차산로7길 7,영업시간 매일 17:00 ~ 03:00,02-6497-7990,55,1건
성수빈티지,카페,4.1,서울 성동구 서울숲2길 44-13 지하 1층,,,44,8건
힘냉면록,한식,4.0,서울 성동구 상원1길 41 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,0507-1406-9706,31,26건
퍼주에,베트남음식,4.8,서울 성동구 독서당로47길 12-1,화요일,070-4007-6999,35,37건
순남시래기 서울숲역점,한식,3.7,서울 성동구 성수일로 47 1층,월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-467-3755,21,3건
동해루,중화요리,2.4,서울 성동구 고산자로8길 26,매일 11:00 ~ 20:30,02-2292-5342,5,8건
진미곱창,곱창/막창,4.0,서울 성동구 장터길 47,영업시간 매일 14:00 ~ 02:00,02-2233-2232,42,23건
장고키친,육류/고기,4.4,서울 성동구 서울숲길 46 1층,영업시간 월~금 18:00 ~ 23:00,02-497-1275,15,9건
소랑호젠,양식,4.5,서울 성동구 왕십리로 58 1층 108호,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,0507-1380-1046,85,27건
베네토피자앤펍,피자,4.9,서울 성동구 마조로3길 7-1,월~금 11:00 ~ 24:00,02-3395-8858,23,24건
특우정,육류/고기,3.6,서울 성동구 무학로12길 13,매일 11:30 ~ 22:00,02-2293-7575,19,5건
시옹마오,동남아음식,4.7,서울 성동구 뚝섬로9길 16 102호,기간 2021년 10월 11일 ~ 2021년 12월 31일,02-6401-0119,65,24건
타논55,태국음식,4.2,서울 성동구 연무장5가길 7 1층 109호,월~토 11:30 ~ 22:00,02-467-1330,62,18건
만나떡볶이,분식,4.4,서울 성동구 왕십리로24길 27,,,26,13건
윕 성수,와인바,4.3,서울 성동구 광나루로4가길 5 1층,화~일 11:30 ~ 23:00 · 브레이크타임 화~일 15:00 ~ 17:30,02-6951-1005,84,15건
블레스트,커피전문점,5.0,서울 성동구 무수막길 31 1층,화~일 10:00 ~ 18:00,02-3298-6889,10,8건
10페이지 한양대1호점,카페,2.6,서울 성동구 마조로1가길 6,매일 10:00 ~ 24:00,,5,10건
오하이오옥수,디저트카페,4.8,서울 성동구 한림말길 48,매일 08:30 ~ 19:30,02-2298-8085,17,4건
co.190,햄버거,3.7,서울 성동구 서울숲길 37 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-499-0190,57,27건
이북집찹쌀순대 성수점,순대,2.8,서울 성동구 성수이로20길 10 101호,,02-464-2270,23,6건
