식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
교촌치킨 면목2호점,치킨,1.8,서울 중랑구 중랑천로 50,매일 12:00 ~ 24:00,02-494-6282,13,6건
던킨도너츠 먹골역점,도넛,2.3,서울 중랑구 동일로 918,매일 09:00 ~ 22:00,02-977-9227,1,3건
고양이부엌 묵동자이점,떡볶이,2.3,서울 중랑구 동일로 932 묵동자이프라자 201동 104호,매일 11:00 ~ 22:00,02-971-5771,6,3건
노브랜드버거 중랑역점,패스트푸드,4.3,서울 중랑구 망우로 203,매일 10:00 ~ 22:00,02-432-7155,12,3건
곱선생 상봉점,곱창/막창,3.8,서울 중랑구 중랑천로12길 60 1층,,02-436-3320,17,4건
코소코소 상봉역점,돈까스/우동,1.1,서울 중랑구 망우로 316 이지팰리스 1층 104호,매일 10:00 ~ 22:00,02-433-3588,20,14건
역전할머니맥주 서울사가정점,호프/요리주점,5.0,서울 중랑구 사가정로51길 39,,02-432-5994,3,1건
도리연닭도리탕 동부시장점,닭요리,3.8,서울 중랑구 중랑천로12길 46,영업시간 매일 17:00 ~ 03:00,02-6498-8999,24,4건
은혜곱창,곱창/막창,5.0,서울 중랑구 면목로35길 36,,02-436-0568,6,1건
한방숯불바베큐,닭요리,3.7,서울 중랑구 봉우재로 100,영업시간 매일 14:30 ~ 02:00,02-494-9980,14,3건
저수지 본점,매운탕/해물탕,5.0,서울 중랑구 면목로 241 1층,매일 11:00 ~ 22:30,02-439-6124,7,3건
꽈배기의달인,제과/베이커리,5.0,서울 중랑구 면목로 341,,,14,1건
치앤강 상봉역점,치킨,4.6,서울 중랑구 망우로 290-2,월~토 12:30 ~ 23:30,02-432-3370,20,7건
대구반야월막창 서울묵동점,곱창/막창,3.7,서울 중랑구 중랑역로 185,,02-948-1458,12,3건
호돌이떡볶이,떡볶이,3.5,서울 중랑구 동일로163길 53,월~금 11:10 ~ 21:00,02-976-8004,14,6건
고려원양꼬치,양꼬치,4.3,서울 중랑구 중랑역로 18,월/화/목/금/토/일 13:00 ~ 24:00,02-493-6421,7,7건
춘리마라탕,중식,2.5,서울 중랑구 망우로 283 1층1층,,,3,8건
스시춘,초밥/롤,4.1,서울 중랑구 면목로90길 9 동일캐슬1층,월~토 11:20 ~ 22:20 · 브레이크타임 월~토 15:00 ~ 16:30,02-493-8351,11,10건
교촌치킨 망우본동점,치킨,3.3,서울 중랑구 양원역로 78 1층,매일 12:00 ~ 24:00,02-433-1993,8,3건
포데이,동남아음식,5.0,서울 중랑구 신내로1길 6 1층,월~금 11:00 ~ 20:00,02-2207-2652,6,4건
명불허전원조골뱅이 사가정점,호프/요리주점,4.0,서울 중랑구 면목로45길 7,영업시간 매일 16:00 ~ 06:00,02-434-2155,7,1건
쨍하고회썬날,회,3.7,서울 중랑구 중랑역로 100,매일 12:00 ~ 03:00,02-433-4334,12,6건
불타는돼지,육류/고기,4.5,서울 중랑구 사가정로 417,영업시간 매일 16:00 ~ 01:00,02-436-3073,15,2건
리얼파스타 망우동점,이탈리안,4.2,서울 중랑구 용마산로 506,매일 11:00 ~ 22:00,,33,6건
불타는연탄불소금구이,육류/고기,4.3,서울 중랑구 공릉로12가길 11,영업시간 매일 17:00 ~ 01:00,02-971-3336,13,7건
제이식스 1호점,카페,3.0,서울 중랑구 면목로 487,월~금 08:00 ~ 01:00,02-434-7387,8,3건
섬진강유황생오리,오리,4.6,서울 중랑구 용마산로116길 6,,02-433-5292,11,5건
마카롱데이,제과/베이커리,5.0,서울 중랑구 면목로48길 75,,010-2949-0925,17,2건
할리스 망우점,커피전문점,5.0,서울 중랑구 망우로 470,매일 08:00 ~ 23:00,070-7707-0042,1,2건
진퉁돈까스라멘,돈까스/우동,1.0,서울 중랑구 면목로 485,,02-2209-3160,13,7건
바다향기 망우점,회,1.0,서울 중랑구 용마산로115길 104 1~2층,매일 00:00 ~ 24:00,02-432-2489,19,1건
립스트커피,카페,2.7,서울 중랑구 동일로 932 2단지 110호,화~일 11:00 ~ 21:00,,38,6건
채선당 신내점,샤브샤브,3.0,서울 중랑구 용마산로 623,매일 11:00 ~ 22:00,02-3421-0313,7,7건
깐풍판다 상봉점,중화요리,0.0,서울 중랑구 면목로 478 2층,,,2,0건
루앙의부엉이,제과/베이커리,4.8,서울 중랑구 사가정로 374 1층 101호,화~토 08:00 ~ 21:00,02-6237-1083,21,8건
바다회집,회,0.0,서울 중랑구 중랑역로 219-1,,02-979-5501,2,0건
설빙 묵동점,디저트카페,5.0,서울 중랑구 중랑역로 242 2층,매일 11:00 ~ 23:00,02-949-7767,5,1건
가고파설렁탕,설렁탕,0.0,서울 중랑구 봉우재로 200,월~토 10:00 ~ 21:00,02-434-5677,7,0건
이차돌 신내점,육류/고기,2.5,서울 중랑구 신내로14길 21 1층 108~110호,영업시간 매일 16:00 ~ 24:00,02-3421-9285,20,6건
아프리카커피,커피전문점,3.5,서울 중랑구 용마산로 623,월~금 10:00 ~ 22:00,02-3422-2772,3,4건
시래궁,해물/생선,5.0,서울 중랑구 봉우재로 113,매일 10:00 ~ 22:00,02-492-8822,13,1건
해월양꼬치샤브샤브,양꼬치,0.0,서울 중랑구 겸재로 208,매일 12:00 ~ 02:00,02-433-5450,8,0건
내가잘가는석쇠불고기 중화본점,불고기/두루치기,0.0,서울 중랑구 중랑역로 18-1,매일 12:00 ~ 24:00,02-2209-7465,9,0건
목동포차,실내포장마차,5.0,서울 중랑구 면목로49길 8 2층,,02-439-6697,14,1건
몬트카페베이커리,제과/베이커리,4.4,서울 중랑구 중랑역로 199-1,매일 10:00 ~ 22:00,,16,10건
청년고기장수 상봉점,육류/고기,4.2,서울 중랑구 망우로 285 2층,매일 12:00 ~ 23:00,02-2207-8090,15,5건
궁중닭갈비,닭요리,4.0,서울 중랑구 면목로92길 11,매일 11:00 ~ 24:00,02-2208-7676,7,2건
두채사랑 전주콩나물국밥 면목직영점,한식,5.0,서울 중랑구 면목로 371,매일 08:00 ~ 22:00,02-433-9660,7,8건
장어사랑,장어,3.0,서울 중랑구 용마산로 536 1층,,02-491-9291,1,4건
이디야커피 서일중앙점,커피전문점,3.0,서울 중랑구 용마산로 394 1층 1호,매일 08:00 ~ 23:30,02-493-7835,1,6건
남한강물고기 직영점,매운탕/해물탕,5.0,서울 중랑구 양원역로8길 26,,02-434-6644,3,3건
코코멧챠,돈까스/우동,3.8,서울 중랑구 면목로 304,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,,29,12건
이디야커피 사가정아이파크점,커피전문점,4.3,서울 중랑구 동일로92길 57,,02-6014-2300,0,6건
까페공감,카페,5.0,서울 중랑구 숙선옹주로 18-6 지하 1층,,010-6285-1026,7,3건
연어시장 상봉점,해물/생선,4.5,서울 중랑구 면목로 484 1층,영업시간 매일 14:00 ~ 24:00,02-433-4405,5,4건
미친닭강정 중랑점,닭강정,4.3,서울 중랑구 신내로1길 20,매일 09:30 ~ 00:30,02-493-1155,14,3건
우리할매떡볶이 동부시장점,떡볶이,1.0,서울 중랑구 봉우재로 41 1층 105호,매일 11:00 ~ 21:00,,11,1건
영빈관,중화요리,2.0,서울 중랑구 면목로35길 34,,02-2208-6500,4,4건
