식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
코토코토,일본식라면,3.7,서울 도봉구 노해로69길 26 창동시티월드 1층 105호,월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,0507-1358-6008,9,6건
호치킨 창동역점,치킨,5.0,서울 도봉구 노해로65길 10 1층,영업시간 매일 13:00 ~ 01:00,02-900-5727,9,4건
섬진강매운탕,매운탕/해물탕,3.0,서울 도봉구 도봉산4길 4-9,,,2,5건
차이나짬뽕,중화요리,2.0,서울 도봉구 노해로67길 10 2층,매일 11:00 ~ 21:00,02-905-9849,8,5건
락궁,중화요리,5.0,서울 도봉구 도봉로 468,화요일,02-900-3322,1,5건
진따거양꼬치,양꼬치,2.0,서울 도봉구 도봉로125길 35,매일 11:00 ~ 24:00,02-900-0321,16,1건
회뜨는바다 2호점,회,1.0,서울 도봉구 우이천로24길 64 1층,매일 11:30 ~ 02:00,02-999-2468,23,1건
서울창포원 북카페,카페,2.5,서울 도봉구 마들로 916,,,1,4건
굽네치킨 창2동점,치킨,1.7,서울 도봉구 도봉로110다길 51 태영아파트 상가 109/110호,매일 12:00 ~ 01:00,02-997-0092,4,6건
일초불닭발 방학본점,닭요리,4.0,서울 도봉구 방학로 117-1,영업시간 월~토 17:00 ~ 03:00,02-954-9060,11,2건
가마봉생고기,육류/고기,4.8,서울 도봉구 마들로18길 35,,02-3494-5128,4,5건
굽네치킨 쌍문점,치킨,1.0,서울 도봉구 도봉로139길 74 1층,매일 12:00 ~ 24:00,02-992-4555,1,2건
참생고기집,육류/고기,3.0,서울 도봉구 도봉로136길 80,영업시간 매일 16:00 ~ 24:00,02-906-9233,20,2건
배스킨라빈스 쌍문점,아이스크림,1.8,서울 도봉구 도당로 6,매일 10:00 ~ 23:00,02-999-3132,6,5건
팔딱팔딱,회,0.0,서울 도봉구 마들로11가길 12 다모아빌딩 110호,,02-996-2412,3,0건
배스킨라빈스 창동역2점,아이스크림,3.7,서울 도봉구 노해로65길 17,매일 10:00 ~ 23:00,02-906-3201,2,3건
여수밤바다,회,1.0,서울 도봉구 시루봉로 302 1층,,02-955-9992,1,1건
전설의치킨 방학2동점,치킨,5.0,서울 도봉구 시루봉로 207 1층,,02-956-9991,12,1건
마오마오,중화요리,4.3,서울 도봉구 방학로3길 127 2층,영업시간 월~토 18:00 ~ 04:00,02-903-4545,8,12건
본죽&비빔밥cafe 창동점,퓨전한식,3.0,서울 도봉구 노해로63가길 12,월~토 10:00 ~ 22:00,02-902-4850,4,4건
이디야커피 도봉보건소사거리점,커피전문점,5.0,서울 도봉구 해등로 157,매일 08:00 ~ 24:00,02-999-2651,2,1건
종로빈대떡,한식,5.0,서울 도봉구 마들로11가길 15,,02-902-3390,4,1건
밀숲 창동점,국수,3.3,서울 도봉구 노해로69길 26 시티빌딩 1층,매일 11:00 ~ 21:00,02-907-3307,14,7건
본죽 쌍문한일병원점,죽,5.0,서울 도봉구 도봉로109길 58 1층,월~금 09:00 ~ 20:00,02-903-6288,2,4건
도봉산박대감,갈비,4.1,서울 도봉구 도봉로 919,매일 11:00 ~ 22:00,02-955-8668,5,7건
기린쿠시,일본식주점,0.0,서울 도봉구 우이천로24길 72,영업시간 매일 17:00 ~ 02:00,02-999-3031,32,0건
스시린,초밥/롤,5.0,서울 도봉구 도봉로150길 43,화~일 11:30 ~ 22:00,02-956-5454,3,5건
유미네튀김집 창동본점,분식,2.3,서울 도봉구 노해로63길 84-4 1층,,,13,7건
올래철판곱창,곱창/막창,5.0,서울 도봉구 도봉로150다길 28 1층 102호,,02-954-7271,120,3건
산울참숯갈비,갈비,3.7,서울 도봉구 도봉로 421,매일 10:00 ~ 22:00,02-995-5705,7,6건
조선제일짬뽕화원,중화요리,5.0,서울 도봉구 마들로 733-1,,02-956-8383,4,2건
더누드곱창스 쌍문점,곱창/막창,5.0,서울 도봉구 시루봉로6길 93,화요일,02-907-2284,5,2건
동키치킨 쌍문점,치킨,5.0,서울 도봉구 삼양로 582,,02-900-9859,1,1건
철수네조개일번지,조개,5.0,서울 도봉구 도봉로125길 57,영업시간 매일 16:00 ~ 03:00,02-990-7382,4,2건
후라이드참잘하는집 쌍문점,치킨,3.2,서울 도봉구 방학로3길 64,,02-900-4148,2,6건
메가커피 도봉역점,커피전문점,0.0,서울 도봉구 도봉로 817,,,0,0건
최진사댁무한숯불구이,육류/고기,0.0,서울 도봉구 도당로 20 1층,,02-906-0898,2,0건
지호한방삼계탕 도봉구청점,닭요리,5.0,서울 도봉구 마들로 649-20 2층,매일 11:00 ~ 21:00,02-956-3339,2,2건
동대문엽기떡볶이 쌍문점,떡볶이,4.4,서울 도봉구 시루봉로 70,매일 11:00 ~ 01:00,02-995-8591,7,7건
오뎅식당 분점,찌개/전골,1.8,서울 도봉구 도당로 145,,02-954-1944,5,4건
바보국수,국수,5.0,서울 도봉구 마들로 736 1층,매일 11:00 ~ 20:00,02-954-9933,10,2건
셀프수산 도봉점,게/대게,0.0,서울 도봉구 도봉로 452,,02-998-9911,5,0건
파리바게뜨 창동역동부점,제과/베이커리,2.5,서울 도봉구 마들로11길 73 콤마프라자 1층 105/106호,,02-991-8204,0,2건
먹보설렁탕순대국,설렁탕,5.0,서울 도봉구 도당로 138,매일 05:00 ~ 24:00,02-3494-0309,2,7건
수유리우동집 쌍문직영점,돈까스/우동,2.4,서울 도봉구 도봉로 581,월~토 10:00 ~ 23:00,02-994-5892,4,11건
홍콩반점0410 창동역점,중화요리,5.0,서울 도봉구 마들로11길 73 203호,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 15:30,02-998-0410,5,6건
화원,중화요리,5.0,서울 도봉구 덕릉로59길 93,,02-998-8888,3,5건
본가솥뚜껑생삼겹살 쌍문본점,삼겹살,3.0,서울 도봉구 도봉로 462,,02-999-9279,8,4건
배스킨라빈스 방학점,아이스크림,1.4,서울 도봉구 도봉로150길 43 ESA아파트 상가 116호,매일 10:00 ~ 23:00,02-954-3133,0,11건
뚜레쥬르 창동역점,제과/베이커리,5.0,서울 도봉구 노해로63길 84-10 1층,,070-8835-7114,2,2건
먹고을밥상,한식,4.0,서울 도봉구 덕릉로 268,매일 10:30 ~ 22:00,02-902-0722,2,4건
교촌치킨 방학점,치킨,0.0,서울 도봉구 도당로 111,,02-956-7005,0,0건
다몬초밥,초밥/롤,4.9,서울 도봉구 우이천로 350,,02-995-0226,4,12건
육탄집,삼겹살,5.0,서울 도봉구 방학로5길 8,,,8,1건
일심당,돈까스/우동,5.0,서울 도봉구 도봉로109길 24 성원팰리스 103호,화요일,,12,1건
롯데리아 방학점,패스트푸드,3.0,서울 도봉구 방학로 173,매일 09:00 ~ 23:00,02-955-9538,2,5건
