식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
청어람 2호점,곱창/막창,3.6,서울 마포구 망원로11길 7 1층,영업시간 화~일 16:00 ~ 22:40,02-332-1711,164,24건
홍대브로스버거,햄버거,3.6,서울 마포구 홍익로 3-30 2층,매일 11:30 ~ 22:00,070-7757-0503,234,25건
보헤미안박이추커피공장 상암점,커피전문점,3.9,서울 마포구 성암로 267 MBC몰파크 2층 201호,월~금 09:00 ~ 21:00,02-372-6688,19,18건
대충유원지,커피전문점,3.9,서울 마포구 월드컵북로6길 37,영업시간 매일 12:30 ~ 22:00,,83,35건
부산갈매기,육류/고기,3.9,서울 마포구 도화길 48-3,매일 10:30 ~ 24:00,02-718-5462,69,29건
스시엔준,초밥/롤,4.8,서울 마포구 동교로 198 태양빌딩 1층 102호,월~토 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-332-2331,73,65건
루프트커피 망원점,커피전문점,2.9,서울 마포구 망원로6길 65 1/2층,화~일 10:00 ~ 22:00,02-322-0703,97,7건
네시사분,디저트카페,4.7,서울 마포구 성미산로 190-8 1층,영업시간 화~일 13:30 ~ 23:00,02-6405-3877,95,20건
꼬르소산도,디저트카페,4.3,서울 마포구 월드컵로 157 1층,월~금 11:00 ~ 22:00,02-338-3383,75,33건
곱창파는고기집,삼겹살,4.1,서울 마포구 마포대로 173-14 4층 401호,영업시간 매일 16:00 ~ 23:00,02-365-9245,69,19건
요수정,이탈리안,3.7,서울 마포구 광성로 28 상가 1층,영업시간 월~토 12:00 ~ 22:00 · 브레이크타임 월~토 14:00 ~ 17:50,010-5189-5368,61,47건
예티,인도음식,4.0,서울 마포구 와우산로18길 10 2층,매일 10:00 ~ 02:00,02-325-0745,56,52건
바나나하루키,디저트카페,3.5,서울 마포구 독막로19길 8-17,영업시간 화~토 12:00 ~ 22:00,070-4388-9946,177,55건
당가원,중화요리,4.0,서울 마포구 월드컵북로 173,화~일 11:00 ~ 21:00 · 브레이크타임 화~일 16:00 ~ 17:00,02-302-8186,47,41건
일쩜오플로어 연남,카페,3.6,서울 마포구 동교로34길 21,영업시간 화~일 13:00 ~ 21:00,02-3144-3801,62,18건
아워타임투게더,커피전문점,4.3,서울 마포구 희우정로12길 17,화/수요일,02-323-5100,142,28건
식신매운갈비찜,갈비,4.5,서울 마포구 월드컵북로5길 68 광남벨라스2차아파트 104/105호,화요일,02-332-8587,89,21건
호맥 합정점,호프/요리주점,4.2,서울 마포구 독막로5길 5 1층,영업시간 매일 16:00 ~ 03:00,02-333-7466,137,49건
낙곱새미장원,해물/생선,4.7,서울 마포구 월드컵북로4길 13 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-336-1958,120,52건
벌스가든&하우스,카페,4.2,서울 마포구 성미산로23길 44,화~일 11:00 ~ 22:00,070-8716-1888,86,49건
비스트로연남,이탈리안,3.6,서울 마포구 양화로23길 10-10 1.5층,매일 11:30 ~ 22:00,02-6448-1817,136,18건
박용석스시 1호점,초밥/롤,1.8,서울 마포구 잔다리로 78,매일 11:00 ~ 06:00,02-325-0151,31,51건
긴자료코 본점,일식,2.8,서울 마포구 홍익로2길 43 지하1층,매일 11:30 ~ 22:00,02-325-3462,80,23건
초마 홍대본점,중화요리,3.8,서울 마포구 와우산로 72 2층,영업시간 매일 12:00 ~ 21:00,,24,57건
츄이구이브레드,제과/베이커리,4.0,서울 마포구 동교로18길 13 세원빌딩 1층,영업시간 화~금 12:00 ~ 19:00,02-2608-9393,56,46건
더다이닝랩,양식,4.0,서울 마포구 양화로23길 22-7,월~토 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-6010-0499,134,62건
초월양곱창,곱창/막창,4.4,서울 마포구 포은로 66 1층,영업시간 매일 16:00 ~ 02:00,02-332-2134,327,47건
쿠루미,일본식주점,4.3,서울 마포구 동교로 242-13 2층,영업시간 월~토 18:00 ~ 02:00,070-8161-7315,87,15건
문,이탈리안,3.6,서울 마포구 동교로46길 21 2층,영업시간 월~금 12:00 ~ 23:00,070-7767-5097,125,43건
홍익게장 홍대본점,게/대게,3.0,서울 마포구 월드컵북로 59,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-323-1112,134,36건
아틀리에크레타,카페,4.0,서울 마포구 망원로2길 69 2층,월/화요일,,131,22건
꿀돼지집,삼겹살,4.6,서울 마포구 동교로 236 2층,,,62,35건
몽중식,중식,4.1,서울 마포구 동교로 257 2층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:30 ~ 17:00,,102,16건
역전할머니맥주 홍대점,호프/요리주점,3.4,서울 마포구 어울마당로 55-4 1층,,,39,15건
럭키인디아,인도음식,3.5,서울 마포구 양화로7길 6-5 와와빌딩 지하1층,화~일 11:30 ~ 23:00,02-336-7782,47,26건
라헬의부엌 홍대점,디저트카페,3.6,서울 마포구 와우산로29길 47,월/화/수/목/금/일 11:00 ~ 22:00,,120,24건
도화아파트먼트,디저트카페,4.3,서울 마포구 도화2길 27,매일 09:00 ~ 21:00,070-7808-0990,93,19건
베니케이크,제과/베이커리,4.6,서울 마포구 와우산로29다길 11,,,55,20건
희희,일식,4.2,서울 마포구 독막로 291-5,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 18:00,02-6351-2915,67,32건
만두란,분식,4.8,서울 마포구 동교로 81 1층,화요일,,93,93건
루아르커피바 대흥점,카페,4.2,서울 마포구 독막로34길 32 1층,영업시간 매일 12:00 ~ 19:00,,97,25건
스아게K,일식,4.3,서울 마포구 와우산로29라길 7,화~금 11:30 ~ 22:00 · 브레이크타임 화~금 15:00 ~ 17:00,02-336-1029,125,37건
아웃백스테이크하우스 합정점,패밀리레스토랑,2.7,서울 마포구 월드컵로3길 14 마포한강푸르지오2차 1층 110호,매일 11:30 ~ 22:00,02-338-8591,140,84건
랫댓,피자,3.5,서울 마포구 동교로 243-4 2층,영업시간 매일 13:00 ~ 22:00,,187,20건
쇼콜라윰,카페,4.1,서울 마포구 와우산로21길 26,매일 10:00 ~ 23:00,02-337-1027,59,41건
신촌서서갈비,갈비,3.9,서울 마포구 서강로20길 10,영업시간 매일 11:40 ~ 21:00,02-707-3886,7,15건
가원,중화요리,3.8,서울 마포구 월드컵로 65,,02-325-1580,42,47건
카페나하,일식,3.7,서울 마포구 희우정로16길 32 2층,화~토 11:30 ~ 20:00 · 브레이크타임 화~토 15:00 ~ 17:00,070-8834-1632,102,43건
하카타나카,일식,4.2,서울 마포구 와우산로23길 50 2층,화요일,02-332-3207,99,93건
연희중식,중화요리,4.0,서울 마포구 양화로1길 32 2층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-323-8588,57,26건
초한초마,중화요리,3.6,서울 마포구 방울내로9길 24,화~일 10:30 ~ 21:00,02-711-8887,177,24건
카츠미 홍대본점,일식,3.7,서울 마포구 어울마당로 51 2층,매일 11:00 ~ 22:00,02-338-8594,138,18건
온돌,한식,4.0,서울 마포구 양화로6길 65 1층,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-322-8712,60,36건
펠트커피 창전동점,카페,3.8,서울 마포구 서강로11길 23,매일 09:00 ~ 18:00,070-4108-3145,46,39건
스시요요,초밥/롤,4.4,서울 마포구 양화로6길 9,화 11:30 ~ 22:00 · 브레이크타임 화 14:00 ~ 17:00,02-333-1944,76,45건
밀면집,국수,2.7,서울 마포구 포은로 90,화요일,,82,33건
앵춘,술집,4.1,서울 마포구 독막로 81 1층,영업시간 매일 17:00 ~ 05:00,,221,17건
고베규카츠 상수점,돈까스/우동,3.8,서울 마포구 양화로6길 103 2층,매일 11:30 ~ 22:00,02-334-2015,46,6건
루프탑어반비치,칵테일바,3.4,서울 마포구 독막로9길 38 DE빌딩 6층,영업시간 월~금 17:00 ~ 01:30,,83,12건
육시리 마포직영점,육류/고기,4.6,서울 마포구 토정로 310 한국카본빌딩 1층,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-715-6692,59,36건
뇽즈,양식,4.2,서울 마포구 연희로 17-1,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,,106,47건
쿄라멘,일본식라면,4.2,서울 마포구 동교로46길 25 지층,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-6338-8043,71,56건
옥자회관,돈까스/우동,4.3,서울 마포구 성암로 219-6 1층,월~금 11:00 ~ 21:00 · 브레이크타임1 월~금 14:00 ~ 17:30,02-375-5057,76,33건
서교밥집,돈까스/우동,3.4,서울 마포구 잔다리로 78,매일 00:00 ~ 24:00,02-6010-1208,33,26건
빌리엔젤 홍대점,디저트카페,2.9,서울 마포구 와우산로 103,매일 10:00 ~ 23:00,02-323-0020,49,12건
페이브 연남점,제과/베이커리,2.9,서울 마포구 동교로39길 4-13,매일 10:00 ~ 22:00,,89,25건
17도씨,디저트카페,3.9,서울 마포구 동교로29길 38,영업시간 매일 12:30 ~ 22:00,02-337-1706,62,39건
돈주는남자 본점,육류/고기,3.6,서울 마포구 잔다리로6길 34-9,영업시간 매일 14:00 ~ 24:00,02-6677-0499,95,14건
원조마포껍데기집,육류/고기,4.8,서울 마포구 효창목길 9,,02-712-5575,28,6건
배떼기곱창 홍대점,곱창/막창,3.9,서울 마포구 양화로18안길 26-6,영업시간 매일 15:00 ~ 01:00,02-6082-0064,205,31건
마이클돈까스 상암본점,돈까스/우동,4.3,서울 마포구 월드컵북로 381 상암월드컵파크 4단지상가 212호,월~토 11:00 ~ 20:00 · 브레이크타임 월~금 14:00 ~ 17:00,02-302-9954,62,51건
온블랙94,스테이크/립,3.1,서울 마포구 와우산로 39-14,영업시간 월~토 17:00 ~ 02:00,010-8345-7890,71,9건
나랑가,초밥/롤,4.2,서울 마포구 성미산로 71 1층,화~일 11:30 ~ 21:30 · 브레이크타임 화~일 15:00 ~ 17:00,02-334-6200,77,61건
녹기전에,아이스크림,4.6,서울 마포구 백범로 127-24 1층,화요일,070-8829-8020,99,61건
부산집,일본식주점,4.6,서울 마포구 와우산로38길 4,영업시간 월/화/수/목/일 17:00 ~ 02:00,,85,23건
훌리오 홍대점,멕시칸/브라질,4.0,서울 마포구 와우산로13길 40 1층,영업시간 매일 11:50 ~ 23:00,02-3141-5324,52,59건
미스터리룸이스케이프 홍대2호점,테마카페,4.4,서울 마포구 독막로7길 41 2층,매일 10:30 ~ 23:30,02-336-9010,49,8건
문데이,양식,4.3,서울 마포구 토정로 27-1 1층,화~금 11:30 ~ 24:00 · 브레이크타임 화~금 14:30 ~ 17:30,,122,34건
바코포차,실내포장마차,4.1,서울 마포구 독막로3길 35 1층,영업시간 매일 18:00 ~ 03:00,,72,11건
포차끝판왕 홍대점,실내포장마차,5.0,서울 마포구 잔다리로 3 4층,영업시간 월~금 17:00 ~ 06:00,,88,1건
엘리스리틀이태리,양식,4.2,서울 마포구 백범로 152,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-712-1210,76,37건
219,이탈리안,4.5,서울 마포구 잔다리로3안길 16,매일 11:30 ~ 22:00,02-6101-2199,96,34건
미담진족,족발/보쌈,3.9,서울 마포구 잔다리로3안길 27 1.5층,영업시간 매일 14:00 ~ 24:00,02-334-7574,80,23건
서울편백찜 망원점,육류/고기,1.9,서울 마포구 성미산로2길 43 1층,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 14:00 ~ 17:00,070-8869-8100,95,11건
D51,양식,4.1,서울 마포구 토정로 51,영업시간 화~일 12:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 18:00,02-6085-5014,97,25건
기요한,일식,4.0,서울 마포구 동교로12길 3 수창빌딩 1층,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,,114,47건
풍천장어 연남점,장어,4.6,서울 마포구 동교로27길 39,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:30,02-332-8361,68,17건
로운샤브샤브 신촌점,샤브샤브,2.6,서울 마포구 신촌로 94 신촌그랜드마트 4층,매일 11:30 ~ 21:00,,111,26건
미분당 공덕점,베트남음식,3.8,서울 마포구 새창로4길 16 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,,42,57건
버터베이커리,제과/베이커리,4.3,서울 마포구 동교로 226,,02-332-2642,96,39건
오라방,국수,2.9,서울 마포구 포은로 68 1층,영업시간 월~금 18:00 ~ 02:00,02-6338-1238,92,32건
사람사는 고깃집 김일도 마포공덕점,육류/고기,4.1,서울 마포구 토정로37길 41 1층 102호,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-704-0411,57,7건
쿠시노주방,일식,4.1,서울 마포구 동교로 218-1 지하1층,영업시간 매일 15:00 ~ 22:00,010-2613-6577,94,41건
소코아 홍대점,일식,4.5,서울 마포구 와우산로15길 49 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,070-8867-2510,83,33건
연남살롱,카페,3.0,서울 마포구 성미산로 122-1,월/화요일,,98,53건
씨푸드살롱마레스타,이탈리안,3.6,서울 마포구 월드컵북로4길 15 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:30 ~ 17:00,02-322-8588,47,19건
광야,이탈리안,3.3,서울 마포구 월드컵북로4길 82 신흥빌딩 1층,매일 11:30 ~ 22:00,02-336-1486,199,26건
규자카야모토,일본식주점,3.3,서울 마포구 동교로 276 2층,영업시간 월/화/수/목/일 17:00 ~ 01:00,,164,20건
산왕반점 연남동본점,중화요리,3.8,서울 마포구 성미산로29안길 19-5,화~일 11:30 ~ 22:00 · 브레이크타임 화~금 15:00 ~ 17:00,02-324-0305,108,56건
당인동국수공장,국수,4.0,서울 마포구 와우산로3길 48-3,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-337-3007,97,23건
바온하우스,카페,3.5,서울 마포구 성미산로17길 62,영업시간 화~일 12:00 ~ 20:00,010-5597-1069,61,10건
이도맨숀 공덕점,육류/고기,3.1,서울 마포구 백범로 170 101동 2호,,0507-1329-0708,62,29건
모멘트커피 2호점,카페,3.0,서울 마포구 월드컵북로4길 29,매일 10:00 ~ 22:00,070-8860-5287,261,26건
히츠지야 한국본점,일식집,4.5,서울 마포구 독막로3길 21,영업시간 매일 17:00 ~ 02:00,,39,63건
부부드꼼뜨와,이탈리안,4.3,서울 마포구 월드컵북로6길 82 신한빌딩 1층,매일 11:30 ~ 23:00,02-6204-7697,117,27건
