식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
롯데리아 신곡시장점,패스트푸드,2.0,서울 양천구 신월로 177,매일 09:00 ~ 22:00,02-2275-7997,4,8건
유빈양꼬치 본점,양꼬치,3.0,서울 양천구 신정중앙로23길 11,,02-2695-0099,9,3건
도미노피자 신월점,피자,2.3,서울 양천구 신월로 224,매일 11:00 ~ 22:15,02-2692-3728,3,3건
대포항,회,3.3,서울 양천구 오목로50길 1,영업시간 매일 15:00 ~ 02:00,02-2691-0711,8,3건
프레쉬모먼트카페,카페,4.3,서울 양천구 중앙로46길 7 2층,화~일 11:00 ~ 21:00,,21,6건
리얼파스타 목동점,양식,4.7,서울 양천구 목동중앙남로1길 4,매일 11:00 ~ 22:00 · 브레이크타임 매일 16:00 ~ 17:00,0507-1372-0260,44,9건
블라썸컴패니언,제과/베이커리,4.5,서울 양천구 은행정로 47-1,월~토 08:00 ~ 22:00,02-2608-6647,6,4건
리위엔,중화요리,4.1,서울 양천구 목동서로 155 목동 파라곤 지하1층,매일 11:00 ~ 22:30,02-2061-3885,6,15건
토겐,일식,4.7,서울 양천구 오목로 300 하이페리온2차 206동 117호,화~일 12:00 ~ 21:30 · 브레이크타임 화~일 15:00 ~ 18:30,,26,9건
아라부대찌개 목동직영점,찌개/전골,5.0,서울 양천구 오목로 232 보성팰리스,매일 11:00 ~ 21:40,02-2602-3668,13,1건
이섭페이블스,떡/한과,5.0,서울 양천구 은행정로 30 신이모닝빌 1층,화~금 07:00 ~ 20:00,02-6014-4959,32,2건
가츠앤밀,돈까스/우동,3.4,서울 양천구 목동로 224 1층,화~일 11:00 ~ 21:30 · 브레이크타임 화~일 15:00 ~ 17:00,02-2655-1425,35,16건
부뚜막청국장,찌개/전골,3.5,서울 양천구 오목로 176,매일 10:00 ~ 22:00,02-2695-2074,12,4건
본가풍년집 신정점,육류/고기,4.8,서울 양천구 중앙로 294,,02-2690-4626,14,4건
옥련밀 본점,국수,3.9,서울 양천구 중앙로 304,매일 10:00 ~ 22:00,02-2691-1116,12,7건
제주바당,해물/생선,5.0,서울 양천구 신목로14길 6-1,,02-2642-4604,3,1건
맘스터치 신서울등촌점,패스트푸드,3.0,서울 양천구 목동중앙북로7길 20,매일 10:30 ~ 22:00,02-2652-6842,6,15건
신정역쭈꾸미전문점,해물/생선,4.5,서울 양천구 오목로 167,,02-2601-2909,13,4건
투썸플레이스 목동메가박스점,커피전문점,2.3,서울 양천구 목동동로 309 행복한백화점 6층,월/화/수/목/일 10:00 ~ 22:00,02-6678-3661,3,7건
커피마스 1호점,커피전문점,5.0,서울 양천구 화곡로13길 19,월~토 09:00 ~ 01:30,070-7623-2407,4,3건
커피하오,커피전문점,5.0,서울 양천구 목동중앙로 103-1,매일 10:00 ~ 22:00,02-2061-7472,24,9건
24시전주콩나물국밥 시루사랑신정점,국밥,3.5,서울 양천구 신월로 263,,02-2603-0707,1,2건
곱창이야기 오목교점,곱창/막창,1.8,서울 양천구 오목로 337-15 1층,영업시간 월~목 15:30 ~ 01:00,02-2655-2771,226,19건
청년다방 오목교역점,떡볶이,3.0,서울 양천구 목동동로12길 22,매일 11:00 ~ 22:00,02-2644-2058,11,10건
멸치국수,국수,3.8,서울 양천구 신월로 333,,02-2696-3938,13,6건
60계 오목교역점,치킨,3.9,서울 양천구 목동동로12길 20 하버드 103호,매일 11:00 ~ 24:00,02-2654-9987,12,10건
아티제 목동홈플러스점,제과/베이커리,0.0,서울 양천구 목동서로 170 1층,매일 10:00 ~ 21:00,02-2062-2155,10,0건
야키토리 토리야,일식,4.3,서울 양천구 오목로 345 목동슬로우스퀘어 115호,영업시간 화~일 17:30 ~ 24:00,02-2644-4741,12,12건
보쌈제복 목동점,족발/보쌈,4.4,서울 양천구 은행정로5길 22 1층,월~토 14:00 ~ 15:00,02-2654-8253,33,5건
초이노미,일본식주점,4.3,서울 양천구 목동중앙북로 81,영업시간 월~토 17:30 ~ 03:00,02-2651-1682,32,8건
도쿄빙수 오목교역점,디저트카페,2.1,서울 양천구 오목로 328 1층,매일 11:00 ~ 23:00,02-2644-6568,27,9건
화곡동돈까스,돈까스/우동,4.6,서울 양천구 화곡로 104,화요일,02-2604-5335,17,7건
가이오국수 목동점,국수,3.2,서울 양천구 목동중앙북로 33,매일 11:00 ~ 21:00,02-2655-0925,6,5건
힐하우스,카페,4.3,서울 양천구 목동중앙북로8길 88,,,4,6건
교촌치킨 신월2호점,치킨,3.3,서울 양천구 지양로 52,매일 12:00 ~ 24:00,02-2697-7272,10,7건
창평가마솥순대국 유일무이점,순대,3.6,서울 양천구 오목로 320-2 청석빌딩1층,매일 10:00 ~ 23:00,02-2643-3100,16,10건
던킨도너츠 목동로데오점,도넛,4.5,서울 양천구 오목로 204 1층,매일 07:00 ~ 21:00,02-2607-5700,2,2건
C27 현대백화점목동점,카페,2.3,서울 양천구 목동동로 257 1층,매일 09:00 ~ 24:00,02-2163-3585,79,7건
목동족발,족발/보쌈,4.8,서울 양천구 목동동로 226-3,,02-2679-0076,3,6건
채영진의명품생고기무한리필 신정네거리점,한식,4.0,서울 양천구 중앙로 267 1층,매일 10:00 ~ 22:30,02-2603-1737,37,5건
롯데리아 목동사거리점,패스트푸드,2.8,서울 양천구 등촌로 28,매일 00:00 ~ 24:00,02-2644-7800,3,4건
시루향기,국밥,3.9,서울 양천구 오목로 279,매일 00:00 ~ 24:00,02-2061-7077,4,7건
원조쌈밥집 목동점,쌈밥,3.5,서울 양천구 목동서로 57 현대파리지앙 2층,매일 10:00 ~ 22:00,02-2649-8878,34,11건
타코벳,멕시칸/브라질,3.4,서울 양천구 신목로2길 68,매일 12:00 ~ 24:00,02-6465-9242,19,13건
철이네분식,분식,3.2,서울 양천구 남부순환로33길 7,,02-2691-8135,10,5건
교촌치킨 오목교점,치킨,3.4,서울 양천구 목동동로 180 아이파크 상가 1층,매일 12:00 ~ 24:00,02-2654-0833,1,9건
홍봉자치즈굴림만두 목동본점,분식,4.6,서울 양천구 신정중앙로 72 1층,매일 10:00 ~ 21:00,02-2643-2335,24,5건
이화양꼬치,양꼬치,3.3,서울 양천구 목동동로 226-5,매일 13:00 ~ 01:00,02-2652-5186,8,6건
삼촌네춘천닭갈비,닭요리,5.0,서울 양천구 목동중앙서로1길 15 삼성쉐르빌 101호,,02-2654-0108,14,2건
메가커피 목동시장점,커피전문점,3.7,서울 양천구 목동중앙남로11길 8,,,2,3건
배스킨라빈스 목1동점,아이스크림,4.4,서울 양천구 목동서로 250 풍성빌딩 1층,매일 10:00 ~ 23:00,02-2646-0531,6,8건
수커피숍,카페,0.0,서울 양천구 신월로 333,,02-2604-9003,0,0건
홍장어,장어,5.0,서울 양천구 은행정로18길 20 1층,,02-2606-8480,11,4건
봉평메밀막국수 신정네거리점,국수,3.0,서울 양천구 중앙로 302,매일 11:00 ~ 23:00,,2,6건
지극정성마카롱,디저트카페,5.0,서울 양천구 오목로 345 슬로우스퀘어 지하1층 111호,화~금 11:30 ~ 21:00,010-3322-0953,8,5건
코리안바베큐 목동점,치킨,4.3,서울 양천구 오목로 209,매일 13:00 ~ 05:00,02-2699-0244,22,6건
마카로미 케이크,음식점,4.0,서울 양천구 목동중앙북로4길 37,,,4,1건
전설의짬뽕 목동점,중화요리,3.3,서울 양천구 목동동로12길 26 1층,매일 11:00 ~ 21:00,02-2643-9663,6,18건
달미케이크,제과/베이커리,5.0,서울 양천구 목동로11길 26,,,40,1건
스타벅스 목동파리공원점,커피전문점,3.6,서울 양천구 목동동로 377,매일 07:00 ~ 21:00,1522-3232,2,8건
홍농대박 고기타운&정육점,육류/고기,2.0,서울 양천구 신월로15길 1,,02-2697-6979,23,4건
스타벅스 목동5단지점,커피전문점,2.3,서울 양천구 목동동로 411 부영그린타운3차 116호,월~토 07:00 ~ 21:00,1522-3232,2,6건
중화명가,중화요리,3.2,서울 양천구 목동중앙북로5길 10 1층,,02-2645-3004,4,5건
배떡 목동점,떡볶이,1.5,서울 양천구 목동중앙본로5길 19 1층,,02-2645-8689,5,2건
교촌치킨 목동1호점,치킨,3.5,서울 양천구 목동중앙서로 24,매일 11:30 ~ 24:00,02-2645-9925,1,8건
미태리 목동역점,양식,4.2,서울 양천구 목동로 179,매일 11:00 ~ 21:00,02-2602-6998,31,13건
교촌치킨 신월1호점,치킨,3.0,서울 양천구 신월로 200,,02-2606-1992,0,4건
달떡볶이,떡볶이,3.1,서울 양천구 목동서로 389,,02-2062-8233,3,8건
놀숲 목동오목교점,만화카페,4.0,서울 양천구 목동동로 258 상가 지하1층 1/ 2호,매일 10:30 ~ 23:00,02-2653-9559,11,7건
공차 목동역점,카페,2.6,서울 양천구 목동로 173,월~금 10:00 ~ 22:30,02-2608-8308,4,8건
까페까마르도,카페,3.4,서울 양천구 목동서로 387 세림프라자 2층,,02-2646-6331,0,10건
목동양꼬치 목동본점,양꼬치,4.3,서울 양천구 신정중앙로 99 1층,영업시간 매일 15:00 ~ 03:00,02-2696-8958,3,7건
황가네감자탕,감자탕,3.0,서울 양천구 신월로 120 레미앙아파트 1층 102호,매일 10:00 ~ 22:00,02-2699-8176,9,4건
원조소문난뼈해장국 전주식당,해장국,5.0,서울 양천구 등촌로 80,둘째/넷째 화요일,02-2643-0494,0,5건
노유민코페 신월직영점,커피전문점,3.0,서울 양천구 지양로 2,매일 11:00 ~ 23:00,02-2696-3969,5,2건
등촌주가,호프/요리주점,4.2,서울 양천구 목동중앙북로1길 36 목동팰리스오피스텔 1층,영업시간 매일 18:00 ~ 03:00,,28,5건
목동초밥집,초밥/롤,5.0,서울 양천구 목동동로12길 9 1층,,02-2644-2005,5,14건
종가댁마늘곱창,곱창/막창,4.6,서울 양천구 오목로 213-1 1층,영업시간 매일 16:00 ~ 01:00,02-2065-8292,23,11건
엉터리생고기 목동점,육류/고기,3.0,서울 양천구 오목로 276 1층,,02-2647-3374,8,8건
맘스터치 신목동점,패스트푸드,2.5,서울 양천구 오목로54길 10 영보빌딩 104호,화~일 11:00 ~ 23:00,02-2062-8292,4,16건
신야텐야 등촌역점,일식,2.5,서울 양천구 목동중앙북로7가길 4 1층 7호,매일 11:30 ~ 23:00,,21,11건
주순희찌개마을시골촌 목동역점,찌개/전골,3.7,서울 양천구 신정중앙로 89,매일 00:00 ~ 24:00,02-2690-3558,9,3건
배스킨라빈스 목동역점,아이스크림,5.0,서울 양천구 목동로 210,매일 10:00 ~ 23:00,02-2692-1703,5,3건
배스킨라빈스 등촌역점,아이스크림,5.0,서울 양천구 공항대로 562,매일 10:00 ~ 23:00,02-2645-6611,5,8건
