식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
프롬이태리,이탈리안,4.1,서울 종로구 창의문로12길 2 고수빌딩 3층,화~일 11:30 ~ 22:00 · 브레이크타임 화~금 15:00 ~ 17:00,02-395-0414,27,14건
동묘가라지,호프/요리주점,4.3,서울 종로구 종로54길 17-10,화~금 00:00 ~ 24:00 · 브레이크타임 월~금 16:00 ~ 17:00,02-2233-6071,94,13건
형제육회 본점,육류/고기,3.4,서울 종로구 종로 200-1,월/화/목/금/토 09:00 ~ 22:50,02-2274-6509,145,17건
코다차야 대학로점,술집,3.6,서울 종로구 대학로12길 13,영업시간 매일 17:00 ~ 02:30,02-766-7700,39,13건
마산해물아구찜,해물/생선,3.5,서울 종로구 북촌로5길 6,매일 11:00 ~ 23:00,02-741-2109,24,32건
발우공양,한식,3.4,서울 종로구 우정국로 56 템플스테이 통합정보센터 5층,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 18:00,02-733-2081,28,18건
인사동마늘보쌈,족발/보쌈,4.5,서울 종로구 인사동8길 12-5,월~금 11:00 ~ 22:00 · 브레이크타임 매일 16:00 ~ 17:00,02-735-7885,145,33건
서호장,중화요리,3.5,서울 종로구 수표로 91-1 1층,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:30,02-2265-5329,44,22건
앞으로의 빵집,제과/베이커리,4.6,서울 종로구 삼일대로32가길 29-1,월/화/수/목/일요일,010-6662-2943,60,37건
만정,육류/고기,3.4,서울 종로구 삼청로 124-2 2/ 3층,매일 10:30 ~ 22:00,02-733-1392,12,12건
팔오삼,한식,3.9,서울 종로구 인사동12길 16 1층,영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,070-8832-0853,126,20건
도이창카페,카페,3.9,서울 종로구 창의문로11길 10 1층,매일 11:00 ~ 22:00,02-391-1447,26,21건
혜화돌쇠아저씨,떡볶이,3.4,서울 종로구 대학로 129-8,영업시간 월~토 12:00 ~ 21:00,,104,33건
통큰누이네육회빈대떡,한식,4.5,서울 종로구 동호로 403-16 1/2층,매일 09:00 ~ 22:30,,308,24건
육회자매집 2호점,육류/고기,2.8,서울 종로구 종로 200-4,월~토 10:00 ~ 22:20,02-2272-3069,219,10건
이태리총각 익선동점,이탈리안,3.2,서울 종로구 수표로28길 21-15 1층,월~금 11:30 ~ 22:00 · 브레이크타임1 월~금 15:00 ~ 17:00,02-6014-8893,118,30건
혜화역4번출구카페제이드,카페,4.4,서울 종로구 창경궁로34길 5 2층,매일 11:30 ~ 21:00,02-6083-0601,48,9건
카페혜화동,카페,3.8,서울 종로구 창경궁로26길 40 2층,영업시간 매일 12:00 ~ 22:00,02-6497-3347,142,20건
뉘조,한정식,4.0,서울 종로구 인사동14길 27,매일 11:30 ~ 21:30,02-730-9301,16,13건
수원성갈비,갈비,3.2,서울 종로구 창신3길 9,매일 10:00 ~ 22:00,02-745-3576,28,12건
민소 광화문점,육류/고기,3.5,서울 종로구 종로 22 인주빌딩 지하1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 14:00 ~ 16:30,02-738-5400,19,8건
더하기84,동남아음식,3.7,서울 종로구 인사동16길 6,매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:00,02-735-1112,99,23건
홍릉각,중화요리,3.7,서울 종로구 종로 227,월~토 11:00 ~ 21:00,02-762-3941,17,9건
술패도니,일본식주점,3.2,서울 종로구 종로10길 13 2/ 3층,영업시간 매일 16:00 ~ 05:00,02-733-6599,164,6건
벅벅,햄버거,4.8,서울 종로구 명륜길 48 1층,월~토 11:00 ~ 22:00,010-5739-9909,36,36건
교대이층집 종로점,육류/고기,3.6,서울 종로구 삼일대로19길 16 덕흥빌딩 2층,매일 11:30 ~ 23:30,02-732-8188,51,11건
눈나무집,한식,3.1,서울 종로구 삼청로 136-1,매일 11:30 ~ 21:00,02-739-6742,68,54건
르브리에,양식,3.6,서울 종로구 삼청로 75-8,화~일 11:00 ~ 23:00,010-9702-2115,97,18건
이다,한식,3.5,서울 종로구 서순라길 153,영업시간 매일 12:00 ~ 21:00 · 브레이크타임 매일 14:30 ~ 17:00,02-744-3979,89,35건
세검정돈까스,돈까스/우동,4.4,서울 종로구 자하문로 240,월~금 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:30,02-394-0057,33,37건
도도야,일식집,3.9,서울 종로구 동숭길 39,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 14:30 ~ 16:30,02-741-5959,50,30건
본점 이강순실비집,해물/생선,2.8,서울 종로구 청계천로 75-1,매일 10:00 ~ 23:00,02-737-7880,22,12건
낙원테산도 혜화점,퓨전일식,2.7,서울 종로구 대학로11길 43 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-745-1540,248,26건
벌툰 대학로점,만화카페,3.6,서울 종로구 대학로10길 26 5층,매일 11:00 ~ 22:00,02-742-4158,10,7건
티파이,양식,3.6,서울 종로구 자하문로38길 9,영업시간 월~토 12:00 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:30,02-3216-0316,33,30건
비스트로주라,스테이크/립,4.8,서울 종로구 동숭길 50 1층,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,,64,29건
한라의집,회,3.2,서울 종로구 새문안로9길 29-1,매일 11:30 ~ 22:00,02-737-7484,48,10건
낫컴플리트,카페,4.1,서울 종로구 성균관로 12-5 2층,영업시간 월~토 12:00 ~ 22:00,02-747-3290,108,26건
고려삼계탕 광화문점,삼계탕,3.6,서울 종로구 세종대로23길 5-1,매일 10:30 ~ 21:30,02-737-1888,14,11건
비스트로친친,이탈리안,3.8,서울 종로구 효자로13길 54,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:30,02-720-6143,43,20건
그라운드62,갤러리카페,3.4,서울 종로구 평창길 62,화~일 10:30 ~ 21:00,0507-1442-4008,5,17건
일편등심,육류/고기,4.7,서울 종로구 삼일대로17길 51 9층,영업시간 월~토 15:30 ~ 23:30,070-4104-9922,102,6건
미분당 대학로점,베트남음식,3.5,서울 종로구 창경궁로 234 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-743-8588,38,36건
처마끝하늘풍경,한정식,3.7,서울 종로구 인사동14길 24-2,매일 11:30 ~ 22:00,02-734-3337,35,13건
슬로스텝,커피전문점,2.7,서울 종로구 대학로8가길 89 3층,매일 11:00 ~ 22:00,02-762-2229,76,20건
뉴오리진 광화문점,카페,4.3,서울 종로구 새문안로 96,월~토 09:00 ~ 19:30,02-6367-6527,64,12건
브라운에비뉴,카페,4.2,서울 종로구 혜화로3길 5 명륜주상복합아파트 301동 1층 112호,월~금 10:00 ~ 21:00,02-762-8334,67,23건
오로지라멘 종각점,일본식라면,3.3,서울 종로구 종로14길 16 1층,월~토 11:00 ~ 21:00,02-733-9279,107,27건
미치루,초밥/롤,3.4,서울 종로구 종로1길 42 이마빌딩 지하1층,,02-761-4090,51,11건
더코너키친,양식,4.0,서울 종로구 평창문화로 98 1층,매일 11:00 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-391-2233,34,18건
두두,호프/요리주점,4.9,서울 종로구 동숭2길 3-4,영업시간 매일 15:00 ~ 22:00,010-9119-1884,68,37건
갈리나데이지,이탈리안,2.7,서울 종로구 자하문로13길 1-4,영업시간 월~토 12:00 ~ 22:30 · 브레이크타임 월~토 15:00 ~ 17:30,02-720-1248,38,24건
대통령삼겹살,육류/고기,3.8,서울 종로구 대학로14길 12-1,영업시간 매일 12:00 ~ 24:00,02-766-4405,72,51건
고메식당,육류/고기,3.3,서울 종로구 종로10길 14,월~금 11:30 ~ 02:00,02-723-0999,65,14건
고기공방,한식,4.4,서울 종로구 대명1길 16-17 1층,화요일,02-744-0415,72,25건
경복궁 관훈점,한정식,3.3,서울 종로구 인사동5길 38 센터마크호텔 지하 1층,매일 11:30 ~ 22:00,02-722-7713,26,12건
원조소문난집국밥전문,해장국,4.7,서울 종로구 수표로 131,매일 04:30 ~ 22:00,02-742-1633,16,14건
국빈관,육류/고기,3.9,서울 종로구 자하문로2길 17-4,영업시간 매일 16:00 ~ 23:00,02-722-3833,6,16건
테라스222,양식,3.5,서울 종로구 경희궁1길 35,매일 11:00 ~ 21:00,02-730-7300,8,14건
통큰갈비 대학로점,갈비,4.4,서울 종로구 창경궁로 258-12 1층,영업시간 매일 16:00 ~ 02:00,02-764-3374,60,10건
다움223.1,양식,4.1,서울 종로구 자하문로 223-1 1층,화요일,02-396-8995,84,15건
안성또순이,해물/생선,3.1,서울 종로구 경희궁길 18,월~금 11:00 ~ 22:00,02-720-5670,26,23건
플로라 삼청점,양식,4.0,서울 종로구 율곡로3길 74-6 1층,매일 11:00 ~ 22:00,02-725-7355,27,18건
TXT커피,카페,4.3,서울 종로구 창덕궁길 121,화~토 11:00 ~ 17:00,070-7760-0121,40,27건
지오쿠치나 익선점,양식,3.9,서울 종로구 수표로28길 33-11,매일 11:30 ~ 22:00,02-744-9488,199,48건
심퍼티쿠시 경복궁점,와인바,4.1,서울 종로구 내자동 132,영업시간 매일 17:00 ~ 24:00,070-7797-0606,100,28건
파머스반브레드,제과/베이커리,4.9,서울 종로구 돈화문로11가길 59 현대뜨레비앙 1층 111호,월~토 07:00 ~ 22:00,02-6104-0070,65,29건
스노브 대학로점,디저트카페,3.2,서울 종로구 대학로11길 12,매일 11:00 ~ 23:00,,157,33건
삼각산머루집,한식,4.0,서울 종로구 비봉2길 80-2,,02-379-7273,47,12건
당산오돌 종로점,육류/고기,5.0,서울 종로구 종로8길 20 1층,매일 11:30 ~ 23:30,02-723-3590,115,2건
종로양꼬치,양꼬치,4.0,서울 종로구 삼일대로17길 20-2,영업시간 월~금 15:00 ~ 04:00,02-720-8168,47,25건
포시즌스호텔 더마켓키친,뷔페,3.2,서울 종로구 새문안로 97 포시즌스호텔 LL층,매일 06:30 ~ 21:30 · 브레이크타임 매일 10:30 ~ 11:30 · 브레이크타임1 매일 15:00 ~ 17:30,02-6388-5500,186,31건
공평동꼼장어 2호점,장어,2.5,서울 종로구 종로16길 32-4,월~토 11:00 ~ 01:00,02-2277-2262,49,10건
혜화양육관,양꼬치,4.0,서울 종로구 대명1길 23,영업시간 매일 13:30 ~ 03:00,02-743-7763,42,35건
차니오뎅,오뎅바,4.5,서울 종로구 창경궁로 258-13 1층,영업시간 월~목 16:00 ~ 24:00,02-3676-0002,84,17건
워터밀,양식,3.1,서울 종로구 수표로28길 33-7,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-763-8877,140,28건
별미곱창,곱창/막창,4.2,서울 종로구 자하문로1길 50,영업시간 월~토 12:00 ~ 23:00,02-737-1320,42,21건
장모님해장국,해장국,2.9,서울 종로구 진흥로 421,매일 06:00 ~ 22:00,02-379-4294,29,34건
진가와 광화문점,일식,3.4,서울 종로구 종로1길 50 더케이트윈타워 지하1층 15호,월~금 11:00 ~ 22:30 · 브레이크타임 월~금 14:30 ~ 17:30,02-720-9072,77,9건
토리고야 종로점,일본식주점,3.6,서울 종로구 우정국로2길 36,영업시간 매일 17:30 ~ 05:00,02-725-5777,20,12건
도취,호프/요리주점,4.6,서울 종로구 옥인길 23-6 지하 1층 101호,영업시간 화~일 12:00 ~ 24:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-723-1288,57,36건
교남김밥,분식,3.4,서울 종로구 평동 233 경희궁자이3단지 상가 1층 3116호,매일 08:00 ~ 21:00,02-723-2200,110,64건
프리시즌,카페,3.5,서울 종로구 자하문로6길 9,월~금 11:00 ~ 22:30,,104,29건
에무시네마앤카페,카페,4.4,서울 종로구 경희궁1가길 7,,02-730-5604,31,24건
고궁의아침,육류/고기,3.8,서울 종로구 창경궁로 158,매일 06:00 ~ 21:30,02-762-7620,66,49건
송암여관,퓨전요리,2.9,서울 종로구 돈화문로11나길 31-3 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-741-5938,120,25건
북촌김치재,한식,4.0,서울 종로구 북촌로2길 8-3,월~금 11:00 ~ 21:30 · 브레이크타임 월~금 15:30 ~ 16:30,02-3673-0011,128,25건
효제금마루,육류/고기,3.5,서울 종로구 대학로 33 포레스트힐 2층 201/ 202호,월~금 11:30 ~ 21:40,02-766-9998,19,11건
차알 광화문점,중화요리,3.3,서울 종로구 종로3길 17 3층,월~금 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-2251-8345,52,22건
회화나무,카페,4.3,서울 종로구 창덕궁길 35 3층,화~일 10:30 ~ 23:00,02-795-3500,55,20건
신안촌 경희궁점,해물/생선,3.2,서울 종로구 경희궁2길 14-4,월~토 09:00 ~ 22:00,02-738-9960,1,12건
학술적연구소,술집,4.2,서울 종로구 보문로1길 7-4 1층,영업시간 월~금 18:00 ~ 01:00,070-8814-8101,71,18건
촌놈숯불닭갈비 종로점,닭요리,4.2,서울 종로구 삼일대로19길 6,매일 11:30 ~ 01:00,02-722-3852,121,34건
길운구락부 삼청점,중화요리,4.0,서울 종로구 삼청로 119 지하1층~3층,,02-739-5599,31,13건
스타벅스 경복궁역점,커피전문점,4.4,서울 종로구 자하문로4길 6 1층,월~금 07:00 ~ 21:00,1522-3232,20,16건
프앙디,디저트카페,3.9,서울 종로구 수표로28길 21-3 1층,월~금 11:00 ~ 22:00,02-741-5982,180,24건
미락치킨 경복궁본점,치킨,3.2,서울 종로구 자하문로 17-1,영업시간 매일 14:00 ~ 02:00,02-736-6741,119,40건
