식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
루아르 커피바,카페,4.9,서울 동작구 사당로4길 6,화~금 12:00 ~ 20:00,,14,7건
달쿠마,디저트카페,4.8,서울 동작구 상도로 392-20,,,24,17건
청년다방 서울숭실대점,떡볶이,2.0,서울 동작구 사당로 16,,02-823-7319,26,8건
엔제리너스 이수역점,커피전문점,2.6,서울 동작구 동작대로25길 16,매일 08:00 ~ 22:00,02-595-7619,11,15건
상도감자탕,감자탕,4.3,서울 동작구 상도로 126 1층,매일 09:00 ~ 21:40,02-815-2009,7,13건
블랙모티브 사당역점,카페,5.0,서울 동작구 동작대로7길 48 새한빌딩 1층,화 10:30 ~ 23:30,02-6085-0405,15,1건
족발의발견,족발/보쌈,5.0,서울 동작구 동작대로1길 32,영업시간 매일 15:00 ~ 02:00,02-873-5577,34,5건
용범이네인계동껍데기,육류/고기,3.0,서울 동작구 동작대로25길 22,영업시간 매일 17:00 ~ 05:00,,34,6건
더참맛수육국밥&보쌈 노량진점,국밥,4.4,서울 동작구 노량진로14가길 10 1층,,02-817-1786,4,14건
설빙 보라매점,디저트카페,2.3,서울 관악구 보라매로3길 29 해태보라매타워 2층,매일 10:30 ~ 22:30,02-831-6117,10,4건
대방회집,회,4.3,서울 동작구 여의대방로 134-1,,02-821-5740,1,7건
다독이네 숯불구이 2호점,육류/고기,4.6,서울 동작구 만양로18길 15 1층,영업시간 화~토 17:00 ~ 22:30,02-3280-9992,28,10건
배떡 상도점,떡볶이,0.0,서울 동작구 양녕로36길 17 1층,매일 11:00 ~ 22:00,,3,0건
김밥천국,음식점,0.0,서울 동작구 보라매로 105,,02-824-2888,0,0건
나주곰탕 사당본점,곰탕,2.9,서울 동작구 동작대로1길 18,매일 00:00 ~ 24:00,02-585-8171,7,11건
롯데리아 남성역점,패스트푸드,2.5,서울 동작구 사당로 200 1층,매일 00:00 ~ 24:00,02-588-0992,4,10건
H플레이스카페,카페,4.0,서울 동작구 여의대방로36길 10 1층,매일 10:00 ~ 23:30,,13,6건
여수밤바다,술집,4.5,서울 동작구 동작대로25길 27,,,12,6건
신가네오돌뼈연탄구이,육류/고기,4.4,서울 동작구 동작대로7길 79,영업시간 매일 16:00 ~ 02:00,02-586-1701,26,14건
침사추이,중식,3.7,서울 동작구 현충로 131 블루스톤 스포츠 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-816-7472,12,13건
영풍치킨 사당본점,치킨,3.0,서울 동작구 동작대로27가길 6,매일 13:00 ~ 24:00,02-534-2009,12,9건
정동진,삼계탕,3.1,서울 동작구 만양로 85,매일 11:00 ~ 04:00,02-815-2559,21,10건
만리장성,중화요리,5.0,서울 동작구 상도로15길 110,,02-814-8833,5,5건
더진국 중앙대점,국밥,3.0,서울 동작구 흑석로 83-1 1층,,02-815-2229,5,9건
국수가,국수,4.5,서울 동작구 사당로16가길 18,월~토 11:30 ~ 20:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-587-3669,15,13건
따띠삼겹 노량진점,삼겹살,2.8,서울 동작구 노량진로16길 34 1층,매일 11:30 ~ 22:30,02-815-8688,18,9건
가장맛있는족발 보라매역점,족발/보쌈,3.6,서울 동작구 상도로 4,매일 11:00 ~ 02:50,02-823-3989,32,7건
박군하누,육류/고기,4.0,서울 동작구 서달로15길 23,영업시간 월~토 17:00 ~ 23:00,02-821-1800,46,2건
배부장찌개 사당점,찌개/전골,2.1,서울 동작구 사당로30길 115 1층,매일 11:00 ~ 01:00,02-522-8780,18,10건
우리독도참치 신대방직영점,참치회,2.1,서울 동작구 여의대방로24길 141,,02-826-5100,2,11건
디퍼댄와인,와인바,3.8,서울 동작구 동작대로3길 44 1층,화~토 11:30 ~ 23:30,,27,10건
돼지굽는연탄할매,육류/고기,2.8,서울 동작구 상도로 162,,,15,8건
땡초우동,돈까스/우동,2.8,서울 동작구 사당로 280,,02-583-0907,3,5건
광명수산,회,3.0,서울 동작구 동작대로29가길 5,매일 13:00 ~ 01:00,02-536-7801,6,2건
이수살롱,디저트카페,4.2,서울 동작구 동작대로29길 53 2층,화/수요일,,56,9건
선샤브향,샤브샤브,4.0,서울 동작구 만양로14길 37 지하1층,월/화/수/목/일 11:00 ~ 23:00,02-825-0140,11,10건
칭따오양꼬치,양꼬치,4.6,서울 동작구 노량진로8길 70,,,54,7건
철판왕,철판요리,4.5,서울 동작구 사당로30길 104-1,,02-525-5444,59,4건
차이루,중화요리,3.1,서울 동작구 동작대로27길 23 2층,,02-532-7266,17,14건
메가커피 노량진점,커피전문점,2.3,서울 동작구 노량진로16길 14,월~금 07:30 ~ 23:00,02-821-2017,2,3건
딱좋아회,회,2.6,서울 동작구 상도로 295 1층,,02-823-3988,28,7건
시너리 이수점,카페,4.9,서울 동작구 사당로25가길 1 1층,매일 12:00 ~ 22:00,,2,10건
정원조닭한마리 본점,닭요리,2.5,서울 동작구 동작대로27다길 11,매일 11:00 ~ 03:00,02-3478-2480,19,8건
생각이나,디저트카페,4.3,서울 동작구 보라매로19길 23 1층,월/화/일요일,070-8827-8244,69,7건
우리할매떡볶이 상도점,떡볶이,5.0,서울 동작구 만양로 7,,02-813-8853,1,1건
소반갈비탕,국밥,2.0,서울 동작구 장승배기로27길 18 1층,매일 11:00 ~ 21:30,02-815-4878,0,7건
올레요회센터,회,3.8,서울 동작구 사당로30길 150,,02-585-0303,2,8건
도로도로커피숍 노량진점,커피전문점,4.8,서울 동작구 노량진로 145,매일 11:00 ~ 22:00,02-6406-7026,43,5건
앳더블랑,디저트카페,4.6,서울 동작구 흑석로13가길 33,월~토 11:00 ~ 22:00,070-8882-4364,27,10건
흑산도소라,해물/생선,4.2,서울 동작구 장승배기로 137-1,,,11,5건
취향,중화요리,3.4,서울 동작구 사당로 6-1 2층,,02-3280-5511,16,17건
오봉집,해물/생선,3.0,서울 동작구 사당로29길 1,,070-7543-5884,1,1건
곽반장,중화요리,3.5,서울 동작구 동작대로27가길 45,매일 11:00 ~ 22:00,02-535-0257,10,12건
홍콩참치만두,분식,3.9,서울 동작구 동작대로29나길 35,화~일 11:00 ~ 23:00,010-2189-9199,23,9건
로지노돈부리,일식,4.4,서울 동작구 노량진로6길 22 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:30,02-825-1762,17,7건
카페무,커피전문점,4.1,서울 동작구 동작대로1길 10-4 지하 1층/ 1~2층,월~토 11:00 ~ 22:30,02-523-7003,2,7건
뉴욕야시장 노량진점,호프/요리주점,1.7,서울 동작구 만양로16길 8 1/2층,영업시간 매일 16:00 ~ 04:00,010-2498-3338,8,3건
탭하우스더슈라인,호프/요리주점,4.0,서울 동작구 양녕로 269,영업시간 매일 17:00 ~ 02:00,02-813-0443,17,3건
블랑제리꾸끄,제과/베이커리,4.9,서울 동작구 만양로 37 1층,화~일 08:30 ~ 21:00,02-816-1121,10,9건
종로곱창,곱창/막창,4.0,서울 동작구 동작대로29길 13,,02-533-0869,22,7건
몰랑이수,떡카페,3.0,서울 동작구 동작대로29길 24,매일 08:00 ~ 19:00,02-593-9555,10,3건
조선화로집 상도역점,육류/고기,2.6,서울 동작구 상도로 263-6,매일 11:00 ~ 22:00,02-814-2696,50,5건
루미마카롱,디저트카페,5.0,서울 동작구 상도로34길 29 1층,화~토 12:00 ~ 19:00,010-5439-8298,22,2건
몽소베이커리&카페 노량진점,제과/베이커리,3.5,서울 동작구 노량진로 132,매일 07:30 ~ 23:30,02-815-9977,9,21건
의성식당,한식,5.0,서울 동작구 여의대방로24길 73,,02-821-0248,11,1건
부대통령뚝배기 노량진점,찌개/전골,3.7,서울 동작구 만양로 100,매일 08:00 ~ 24:00,02-822-1015,28,12건
중대양곱창,곱창/막창,2.5,서울 동작구 상도로41마길 1,영업시간 매일 15:00 ~ 01:00,02-822-7303,20,8건
가야촌유황오리 대방점,오리,4.2,서울 동작구 여의대방로24다길 15-2 송원빌딩 1층,매일 11:30 ~ 22:00,02-813-5292,13,5건
파리바게뜨 사당역점,제과/베이커리,1.8,서울 동작구 동작대로 25,매일 07:00 ~ 24:00,02-582-0280,5,5건
상도명태명가,해물/생선,3.3,서울 동작구 상도로 321,매일 11:30 ~ 22:00 · 브레이크타임 월~금 16:00 ~ 17:00,02-823-6700,17,10건
흑석호치민,동남아음식,4.3,서울 동작구 서달로15길 20-5,월~금 11:00 ~ 21:00,02-826-0780,30,6건
오부장치킨 노량진점,치킨,4.4,서울 동작구 만양로12길 13,영업시간 매일 14:00 ~ 02:00,02-815-9797,9,14건
거구장,갈비,3.9,서울 동작구 흑석로 101-7,매일 11:00 ~ 23:00,02-815-4724,8,9건
BHC치킨 보라매역점,치킨,2.4,서울 동작구 여의대방로 86-1,매일 12:00 ~ 24:00,02-841-8292,9,14건
