식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
빽돈 방이점,육류/고기,4.5,서울 송파구 올림픽로32길 29 유성빌딩 1층,영업시간 매일 17:00 ~ 03:00,02-421-7779,327,11건
이랑칼국수,국수,3.5,서울 송파구 백제고분로41길 6,월~토 11:30 ~ 21:00,02-416-0603,44,27건
라무진 잠실방이점,육류/고기,3.2,서울 송파구 오금로11길 11-8 108호,영업시간 매일 17:00 ~ 24:00,02-422-9277,41,6건
롼스,커피전문점,3.8,서울 송파구 백제고분로43길 8 1층,화~일 12:00 ~ 22:00,02-6402-5704,107,27건
스타벅스 문정역점,커피전문점,3.6,서울 송파구 송파대로 167,월~금 07:00 ~ 22:00,1522-3232,16,16건
진성한우곱창 잠실방이점,곱창/막창,2.6,서울 송파구 올림픽로32길 19 1층,매일 12:00 ~ 03:00,02-422-3469,27,20건
미오,이탈리안,4.6,서울 송파구 위례성대로12길 28 1층,화~토 11:30 ~ 23:00 · 브레이크타임 화~일 15:00 ~ 17:30,02-423-7168,32,11건
이공족발 잠실새내본점,족발/보쌈,4.6,서울 송파구 백제고분로9길 26 1층,영업시간 화~토 15:00 ~ 01:00,02-415-5849,89,23건
옹고집꽃게장,게/대게,2.9,서울 송파구 새말로 175,매일 11:30 ~ 21:50,02-402-9380,40,13건
김과장고깃집 신천점,육류/고기,4.8,서울 송파구 백제고분로7길 16-13 1층,영업시간 화/수/목/일 17:00 ~ 01:00,,60,14건
연화산,중화요리,2.7,서울 송파구 오금로46길 34,매일 10:00 ~ 21:30,02-3402-0538,19,32건
원조부안집 잠실새내점,육류/고기,4.5,서울 송파구 백제고분로15길 55 1층,매일 11:30 ~ 03:00,0507-1302-3039,172,13건
니엔테,이탈리안,2.9,서울 송파구 백제고분로45길 40 2층,월~금 12:00 ~ 21:30,02-423-7846,100,20건
갯마을,게/대게,3.8,서울 송파구 백제고분로34길 41,월~토 11:00 ~ 21:30,02-422-4829,19,5건
복돈,기사식당,2.2,서울 송파구 백제고분로22길 30,월~토 06:00 ~ 22:00,02-420-4195,4,5건
맥도날드 신천점,패스트푸드,3.2,서울 송파구 올림픽로 108,매일 00:00 ~ 24:00,070-7017-0582,13,18건
조개창고,조개,2.8,서울 송파구 올림픽로10길 13-1 3층,영업시간 매일 17:00 ~ 01:00,02-553-3968,13,10건
정라멘,일본식라면,4.2,서울 송파구 삼전로12길 7 1층,화요일,,63,30건
효모,제과/베이커리,4.7,서울 송파구 석촌호수로12길 20 1층 105호,월/화/수요일,010-3956-4535,49,27건
닌자스시,초밥/롤,2.9,서울 송파구 백제고분로9길 35 1층,매일 11:50 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-413-0503,89,14건
자몽하다,디저트카페,4.6,서울 송파구 백제고분로 438,월~금 11:00 ~ 22:00,02-423-1854,67,8건
빈티지1981,이탈리안,3.9,서울 송파구 석촌호수로 194 태호빌딩 2층,영업시간 화~금 18:00 ~ 24:00,0507-1306-1981,36,15건
평창갈비 방이점,갈비,2.0,서울 송파구 위례성대로 98,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-446-1451,19,9건
노포식당 위례점,일식,3.1,서울 송파구 위례광장로 120 위례중앙푸르지오 1층,,02-408-8555,19,28건
경미양꼬치,양꼬치,4.7,서울 송파구 올림픽로32길 18-21,매일 11:00 ~ 02:00,02-3432-2292,13,44건
지인고기,육류/고기,4.2,서울 송파구 송파대로 167 문정테라타워 A동 지하1층 G183호,매일 10:30 ~ 22:30,02-401-2958,41,52건
아우어베이커리 롯데백화점 잠실점,제과/베이커리,3.7,서울 송파구 올림픽로 240 지하 1층,월~목 10:30 ~ 20:00,02-2143-7047,123,14건
블랙드롭커피 석촌호수점,커피전문점,4.4,서울 송파구 삼학사로 90 1층,월~금 09:00 ~ 23:00,02-420-8397,69,7건
파티세리도효,디저트카페,4.0,서울 송파구 백제고분로45길 21-1 2층,월/화요일,0507-1408-2049,69,12건
개나리아구찜 송파점,아구,4.3,서울 송파구 가락로 259 1층,매일 11:30 ~ 23:30 · 브레이크타임 매일 15:30 ~ 17:30,02-423-0060,78,4건
오키나와블루 잠실점,양식,4.6,서울 송파구 오금로17길 7,월/화/수/목/금/일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,070-7799-7723,34,27건
나주곰탕,곰탕,2.9,서울 송파구 백제고분로 271,매일 00:00 ~ 24:00,02-412-4456,12,24건
청정해,일식집,3.9,서울 송파구 송파대로28길 27 성원상떼빌 102동 2층,매일 11:30 ~ 23:00,02-3401-2233,11,7건
맥도날드 위례신도시점,패스트푸드,2.1,서울 송파구 위례광장로 290 위례중앙푸르지오2단지 상가 1층 119~122호,매일 00:00 ~ 24:00,070-7209-1519,13,20건
스시다원,초밥/롤,3.4,서울 송파구 삼전로12길 6 1층,매일 12:00 ~ 22:00,02-425-6906,70,16건
성민양꼬치 잠실점,양꼬치,4.3,서울 송파구 오금로15길 7-1,영업시간 매일 17:00 ~ 05:00,02-425-1827,10,4건
에그드랍 문정역점,샌드위치,2.7,서울 송파구 송파대로 167 테라타워 A동 G124호,매일 08:00 ~ 21:20,02-2054-8262,35,9건
그릴210버거,햄버거,4.1,서울 송파구 백제고분로 393 황제빌딩 1층,월~토 11:30 ~ 20:50,070-4230-5210,49,23건
만옥당,카페,2.9,서울 송파구 백제고분로45길 9 2층,화~일 12:00 ~ 22:00,,221,27건
삽다리손칼국수,국수,3.7,서울 송파구 올림픽로8길 23,매일 11:00 ~ 22:00,02-422-1644,213,3건
신양로스터스,카페,4.8,서울 송파구 오금로18길 3 1층,월/화요일,02-420-3602,53,51건
하얼빈양꼬치 잠실본점,양꼬치,4.4,서울 송파구 백제고분로17길 45 1층,영업시간 월~토 14:00 ~ 24:00,02-421-9288,29,13건
차고버거,햄버거,4.4,서울 송파구 오금로11길 61-11 1층 101호,화~일 11:30 ~ 22:00,070-8878-0601,36,24건
장털보설렁탕 본점,설렁탕,3.3,서울 송파구 중대로 288,매일 05:00 ~ 22:00,02-409-0520,23,21건
신순남 부뚜막매운갈비찜,갈비,3.7,서울 송파구 송파대로49길 59,월~토 11:00 ~ 22:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-422-3352,33,22건
하츠베이커리,제과/베이커리,3.5,서울 송파구 중대로 210 2층,매일 09:00 ~ 22:00,02-407-3502,31,23건
비스트로베네토,이탈리안,4.6,서울 송파구 위례성대로22길 28,매일 10:00 ~ 22:00,02-401-4870,38,17건
위스크,카페,3.8,서울 송파구 동남로4길 14,매일 10:00 ~ 22:00,070-7808-0323,15,15건
홍대칼국수와족발 방이먹자골목점,족발/보쌈,3.2,서울 송파구 오금로15길 16 1층,영업시간 매일 14:00 ~ 02:00,02-413-2121,42,9건
수동상회,회,4.6,서울 송파구 양재대로 932 가락몰 5관 1층,매일 00:00 ~ 24:00,02-403-1767,136,26건
서울김밥,분식,3.5,서울 송파구 오금로11길 26,매일 00:00 ~ 24:00,02-425-4993,34,13건
맥도날드 석촌역점,패스트푸드,2.2,서울 송파구 백제고분로 390,매일 00:00 ~ 24:00,070-7017-6515,18,22건
해닭 올림픽공원점,닭요리,4.4,서울 송파구 위례성대로16길 5 1층,화~일 10:00 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-415-5101,156,14건
생활맥주 송파방이점,호프/요리주점,3.4,서울 송파구 오금로13길 11,영업시간 매일 15:00 ~ 04:00,02-419-5559,47,9건
진미옥설농탕 본점,설렁탕,4.1,서울 송파구 가락로16길 3-12 1층,월~토 06:00 ~ 21:30,02-400-2131,8,14건
화심,일본식주점,4.2,서울 송파구 백제고분로9길 49 2층,영업시간 매일 17:00 ~ 08:00,070-7696-9934,52,9건
쿠차라 잠실역점,카페,2.7,서울 송파구 올림픽로35길 123 향군타워 1층,월~금 11:00 ~ 22:00,02-424-2155,50,15건
신천풍천 민물장어,장어,5.0,서울 송파구 석촌호수로12길 8 1층,매일 13:00 ~ 23:00,02-6487-5432,52,5건
도키도키키친,일본식주점,4.4,서울 송파구 백제고분로41길 18 1층,영업시간 월~토 18:00 ~ 04:00,02-2203-3369,17,8건
스타벅스 송파개롱역점,커피전문점,2.9,서울 송파구 오금로 420,월~토 07:00 ~ 21:00,1522-3232,17,17건
몽중헌 문정점,중화요리,3.7,서울 송파구 새말로5길 31,월~금 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-406-8777,16,6건
머머,디저트카페,3.3,서울 송파구 삼학사로18길 5,월~금 12:00 ~ 19:00,,108,25건
오징어세상,회,2.9,서울 송파구 백제고분로9길 42,영업시간 월~금 14:30 ~ 02:30,02-423-1918,26,11건
투썸플레이스 잠실역점,커피전문점,2.5,서울 송파구 올림픽로35다길 32 예전빌딩 1층,월~금 07:00 ~ 23:00,02-3431-9633,14,15건
미스터스시 가락시장점,초밥/롤,3.1,서울 송파구 중대로 121 송파롯데캐슬파인힐 101-2호,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-430-2161,168,13건
링링샤브샤브,중식,3.8,서울 송파구 백제고분로41길 45 2층,,02-418-8608,26,16건
서울소곱창,곱창/막창,4.5,서울 송파구 백제고분로7길 24-11 1층,영업시간 매일 15:00 ~ 00:00,02-425-0306,72,11건
우사기식당,일식,3.3,서울 송파구 백제고분로40길 27 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:30 ~ 17:00,02-412-7633,45,24건
돈사돈 방이점,육류/고기,3.5,서울 송파구 올림픽로34길 20-1,,070-8688-8834,79,10건
도니족발,족발/보쌈,3.9,서울 송파구 백제고분로41길 45,영업시간 매일 15:00 ~ 24:00,02-419-8664,25,15건
이가네양꼬치 문정점,양꼬치,4.0,서울 송파구 법원로11길 7,영업시간 매일 14:00 ~ 02:00,02-2008-1688,16,8건
부산아지매국밥 방이점,국밥,3.7,서울 송파구 오금로11길 11 1층,매일 00:00 ~ 24:00,02-422-6181,23,17건
논두렁 우렁쌈밥전문점 본점,쌈밥,4.2,서울 송파구 삼전로 79 동명하이텔 1층,매일 10:00 ~ 21:30,02-425-3350,18,9건
스타벅스 올림픽공원남문점,커피전문점,4.3,서울 송파구 위례성대로 102 태평양파크빌라트 아케이드 1층,매일 07:00 ~ 21:00,1522-3232,7,21건
신천돼지 신천점,육류/고기,3.7,서울 송파구 백제고분로9길 24,영업시간 매일 16:00 ~ 02:00,02-414-3008,55,12건
비엔나커피하우스 가락시장점,커피전문점,3.6,서울 송파구 송파대로28길 13 거북이빌딩 1층,월~금 07:30 ~ 24:00,02-401-1683,18,11건
쇠돌이,육류/고기,4.3,서울 송파구 송파대로30길 39,,02-404-6777,34,12건
연발탄숯불양대창구이,곱창/막창,4.5,서울 송파구 오금로13길 10 1층,영업시간 매일 16:00 ~ 24:00,02-420-4663,24,19건
하연옥 잠실점,한식,3.0,서울 송파구 송파대로49길 61 1층,,0507-1302-0565,22,10건
놀부유황오리진흙구이 잠실점,오리,3.7,서울 송파구 오금로 131 1/2층,매일 11:00 ~ 22:00,02-425-5293,68,37건
오동나무집24시감자국 방이점,감자탕,3.0,서울 송파구 오금로11길 55 현대주상복합빌딩 1층 102/ 103호,매일 00:00 ~ 24:00,02-418-8900,58,1건
온달토종순대국,순대,4.5,서울 송파구 동남로2길 18 1층,매일 10:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-404-2727,19,22건
수다감자탕,감자탕,4.3,서울 송파구 백제고분로41길 16 1층,화~일 11:30 ~ 24:00 · 브레이크타임 화~일 14:30 ~ 17:00,02-424-4226,20,11건
세광양대창 가락점,곱창/막창,3.4,서울 송파구 송파대로30길 23 1층,월~금 16:00 ~ 14:50,02-3402-2088,29,7건
호이안로스터리 1호점,카페,3.9,서울 송파구 법원로 128 SKV1 GL빌딩 B동 115호,월~금 10:00 ~ 21:50,02-527-8929,102,12건
랜돌프비어 잠실나루점,호프/요리주점,5.0,서울 송파구 올림픽로37길 130 파크리오A상가 4층 402/403호,,02-421-3232,88,4건
금왕평양면옥,냉면,2.9,서울 송파구 위례성대로16길 23,매일 11:30 ~ 22:00,02-6248-1176,32,20건
허심탄회,회,4.2,서울 송파구 가락로16길 3-6 1층,영업시간 매일 16:00 ~ 02:00,02-415-9009,38,117건
몬스터핸드보드카페 방이점,보드카페,3.1,서울 송파구 오금로13길 9 4층,영업시간 월~목 14:00 ~ 02:00,02-422-6054,51,8건
부산순곱이네 방이점,곱창/막창,3.3,서울 송파구 오금로15길 16 1층,영업시간 매일 14:00 ~ 02:00,02-424-3024,75,4건
스타벅스 석촌역점,커피전문점,3.5,서울 송파구 백제고분로 358 우전빌딩 1층,월~금 07:00 ~ 21:00,1522-3232,11,15건
드론이야기,커피전문점,4.2,서울 송파구 중대로 212,월~금 09:00 ~ 21:00,02-448-3766,7,5건
달빛오징어광어 본점,회,4.3,서울 송파구 백제고분로39길 31,,02-6338-2111,18,14건
젤라떼리아도도,아이스크림,3.9,서울 송파구 백제고분로41길 21-24 1층,화~일 12:00 ~ 22:00,02-421-8497,66,22건
이성당 잠실점,제과/베이커리,3.1,서울 송파구 올림픽로 240,월~목 10:30 ~ 21:00,,43,22건
신천무한리필,육류/고기,2.8,서울 송파구 백제고분로9길 53,매일 12:00 ~ 02:00,02-417-7000,64,14건
쨍&신짜오 쌀국수 송파점,베트남음식,3.6,서울 송파구 가락로 137 1층,화~일 10:00 ~ 22:00,070-8987-5842,70,9건
비엔나커피하우스 송파사거리점,커피전문점,4.7,서울 송파구 가락로 114 신우빌딩 1층 102호,매일 08:00 ~ 23:00,02-422-1683,33,3건
냠냠물고기 루프탑라운지,일식,4.0,서울 송파구 송이로 135 6층,영업시간 매일 17:00 ~ 23:00,,15,7건
데블스램&펍 문정법조단지점,육류/고기,3.8,서울 송파구 송파대로 167 문정역테라타워 B동 1층 151호,매일 12:00 ~ 01:00,02-2054-3405,37,4건
바 다빈치,칵테일바,3.7,서울 송파구 올림픽로32길 11 지하1층,영업시간 매일 19:00 ~ 03:00,02-420-6042,131,14건
맥도날드 가락DT점,패스트푸드,1.2,서울 송파구 동남로 196,매일 07:00 ~ 01:00,070-7017-0622,4,74건
맛나닭가마솥치킨,치킨,5.0,서울 송파구 마천로51길 23 1층,매일 12:30 ~ 24:00,02-449-6999,102,6건
72420 송파직영점,베트남음식,3.7,서울 송파구 백제고분로45길 12,매일 11:30 ~ 22:00,02-417-2420,82,34건
