식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
불타는닭갈비 경희대점,닭요리,4.4,서울 동대문구 회기로21길 4,매일 11:00 ~ 24:00,02-968-1462,20,16건
미아리우동집,돈까스/우동,4.3,서울 동대문구 장한로 115 1층,매일 00:00 ~ 24:00,02-2214-8244,13,6건
김씨네돌솥밥순두부 본점,두부전문점,4.5,서울 동대문구 망우로21길 4 1층,,02-494-3100,2,2건
그남자의돼지갈비,육류/고기,4.0,서울 동대문구 사가정로 238,화요일,02-3394-9765,13,6건
이천농장,육류/고기,5.0,서울 동대문구 장한로 151,,02-2212-3010,13,3건
자매양꼬치 장한평역점,양꼬치,5.0,서울 동대문구 천호대로85길 11 1층,영업시간 매일 14:00 ~ 02:00,02-6405-6889,9,5건
알레스카에서 온 연어가맛있는집,해물/생선,3.3,서울 동대문구 고산자로 553,매일 12:00 ~ 02:00,02-929-3401,13,7건
이가네바지락칼국수 본점,국수,4.7,서울 동대문구 전농로 50-1,,02-2217-1367,4,9건
동강용봉탕,매운탕/해물탕,5.0,서울 동대문구 약령시로 52,월~금 11:30 ~ 23:00,02-959-0399,6,3건
하남돼지집 장안사거리점,삼겹살,3.0,서울 동대문구 답십리로 291-1,영업시간 월~금 17:00 ~ 24:00,02-2244-2370,28,4건
군산식당,한식,1.0,서울 동대문구 고산자로34길 48,,02-969-0162,2,1건
칠기마라탕,중식,3.9,서울 동대문구 제기로5길 34,월/화/수/목/금/일 11:30 ~ 22:00,070-7867-7798,14,15건
신천순대국,순대,4.5,서울 동대문구 한빛로 6-1 1층,월~토 00:00 ~ 24:00,02-921-0577,31,2건
사리원돼지국밥,국밥,4.8,서울 동대문구 경희대로 9 2층,월/화/수/목/금/일 10:30 ~ 20:30,010-2622-0086,5,19건
본노엘 3호점 답십리점,제과/베이커리,0.0,서울 동대문구 전농로 75-18,,070-7612-1225,3,0건
밍차이,중화요리,3.8,서울 동대문구 장한로23길 21 장안동 근린생활시설 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 16:00,02-3394-5557,7,6건
백채김치찌개 장한평역점,찌개/전골,4.8,서울 동대문구 장한로 53,월~토 11:00 ~ 21:00,0507-1417-4262,2,6건
전국통일닭발,닭요리,4.8,서울 동대문구 장한로6길 10,영업시간 월~토 18:00 ~ 24:00,02-2246-4059,26,4건
백소정 고대역점,돈까스/우동,2.5,서울 동대문구 안암로 144 1층,매일 11:00 ~ 20:30 · 브레이크타임 매일 14:30 ~ 17:00,02-922-2021,22,11건
착한초밥,초밥/롤,4.1,서울 동대문구 왕산로 272,,02-957-1219,10,16건
장수회관,한식,4.6,서울 동대문구 전농로16길 16,월~토 11:00 ~ 22:00,02-2243-5678,8,8건
진키친,일식,4.7,서울 동대문구 회기로21길 8,월~토 11:30 ~ 23:30 · 브레이크타임 월~토 15:00 ~ 17:00,,56,6건
고기하다,육류/고기,4.4,서울 동대문구 경희대로4길 64 1층,영업시간 매일 17:00 ~ 02:00,070-4163-6616,29,15건
계림원 회기역점,치킨,4.4,서울 동대문구 회기로28길 9,영업시간 매일 17:00 ~ 02:00,02-959-9292,62,12건
대구반야월막창 장안점,곱창/막창,5.0,서울 동대문구 답십리로72길 66,,02-6497-0302,5,3건
서안메밀집 서울고대점,국수,4.5,서울 동대문구 제기로 23 1층,,02-924-4519,8,11건
동북풍미,양꼬치,5.0,서울 동대문구 홍릉로 22-1,매일 11:00 ~ 24:00,02-968-5682,31,1건
대명수산해물,해물/생선,4.0,서울 동대문구 장한로9길 8,영업시간 월~토 13:00 ~ 24:00,02-2246-3169,16,4건
효탄신참치 신설동3호점,참치회,5.0,서울 동대문구 천호대로 7-10 2층,영업시간 월~토 14:00 ~ 02:00,02-928-8788,29,1건
바른커피,카페,5.0,서울 동대문구 천호대로81길 8 1층,,,9,3건
카페멜라 장안점,카페,3.3,서울 동대문구 답십리로69길 71,월~금 08:30 ~ 20:00,,19,6건
홍도야빈대떡,한식,3.6,서울 동대문구 제기로 11-1,영업시간 월~토 16:00 ~ 01:00,02-953-1092,11,12건
조조상회,조개,3.0,서울 동대문구 천호대로 15 1층,영업시간 월~토 17:00 ~ 01:00,02-929-1066,23,2건
카페베네 청량리역점,커피전문점,3.0,서울 동대문구 왕산로 224,매일 08:00 ~ 24:00,02-960-6232,8,2건
조영환의 대양한방숯불갈비,갈비,2.8,서울 동대문구 고산자로 399 동양프라자 2층,매일 10:00 ~ 23:00,02-960-5511,10,17건
마약고기,육류/고기,4.4,서울 동대문구 무학로36길 56,,02-927-2992,12,10건
아워웨이브,카페,4.9,서울 동대문구 서울시립대로 70-1 지하1층/ 1층,화요일,,30,17건
달인군만두,분식,4.2,서울 동대문구 전농로4길 1,,,5,5건
써브웨이 신설동역점,샌드위치,2.4,서울 동대문구 왕산로 15-1 1층,매일 08:00 ~ 23:00,02-928-0258,7,18건
경동함흥냉면,냉면,5.0,서울 동대문구 고산자로38길 19,,02-966-0046,7,2건
용두동임오네주꾸미 본점,해물/생선,2.5,서울 동대문구 무학로36길 6,매일 10:00 ~ 22:30,02-925-1628,10,10건
스타동 경희대점,일식,3.9,서울 동대문구 회기로 127,월/화/수/목/토/일 10:30 ~ 20:00 · 브레이크타임 월/화/수/목/토/일 15:00 ~ 17:00,02-969-1232,9,8건
명륜진사갈비 동대문구청점,갈비,3.7,서울 동대문구 천호대로 153,매일 12:00 ~ 22:50,02-959-7004,13,17건
정원기사식당,기사식당,4.6,서울 동대문구 서울시립대로 137-1,화요일,,6,8건
눈타이드,카페,4.1,서울 동대문구 왕산로43가길 2 1층,월~금 11:30 ~ 21:00,,37,14건
탕화쿵푸 경희대13호점,중식,4.1,서울 동대문구 경희대로 5 가동 지하1층,매일 11:00 ~ 23:00,010-5858-2418,14,7건
경성고기꾼 고려대점,육류/고기,4.0,서울 동대문구 안암로 160 1층,화요일,02-929-0912,21,4건
명품금돼지,한식,4.8,서울 동대문구 사가정로23길 64 104동 1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:00 ~ 17:00,070-7620-0729,23,14건
바이브,칵테일바,4.9,서울 동대문구 회기로 125 지하1층,영업시간 월~토 19:00 ~ 04:00,010-2815-4032,47,14건
할머니보쌈,족발/보쌈,2.9,서울 동대문구 회기로21길 26,매일 10:30 ~ 21:00,02-967-4277,24,21건
적정온도C,이탈리안,4.4,서울 동대문구 답십리로66길 13 1층,매일 11:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 18:00,02-6498-0203,30,16건
커피그라운즈,커피전문점,4.9,서울 동대문구 답십리로48길 57,영업시간 월~금 16:00 ~ 21:30,02-478-8470,9,10건
케익팩토리,제과/베이커리,2.0,서울 동대문구 전농로 36 5층,월~토 09:00 ~ 19:00,1544-9560,7,5건
어사출또 청량리점,해물/생선,2.0,서울 동대문구 왕산로 215 1층,매일 11:00 ~ 03:00,02-968-8828,13,3건
롯데리아 청량리점,패스트푸드,2.5,서울 동대문구 왕산로 209 1층,매일 00:00 ~ 24:00,02-965-5953,5,8건
작렬곱창,곱창/막창,2.3,서울 동대문구 답십리로65길 131,영업시간 매일 15:30 ~ 03:00,010-8445-0191,11,4건
굴다리전주콩나물국밥,국밥,2.9,서울 동대문구 전농로 70-1,화~토 00:00 ~ 24:00,02-3394-5730,11,7건
솥뚜껑철판파전,호프/요리주점,2.7,서울 동대문구 회기로28길 17,영업시간 월~토 13:00 ~ 00:50,02-959-8038,21,6건
노천파전,호프/요리주점,2.5,서울 동대문구 회기로28길 3,영업시간 월~토 17:00 ~ 05:00,,95,2건
골뱅이나라 청량리역 1호점,술집,5.0,서울 동대문구 홍릉로 8,,02-964-5666,24,1건
용두쭈꾸미,해물/생선,4.4,서울 동대문구 답십리로 66,월~토 12:00 ~ 22:00,02-2213-9491,8,5건
호텔글로리,호프/요리주점,3.7,서울 동대문구 경희대로1길 9 2층,,,32,3건
마구로준,참치회,5.0,서울 동대문구 회기로 132,영업시간 월~토 16:00 ~ 24:00,02-966-4249,11,6건
브라운돈까스 장안점,돈까스/우동,4.5,서울 동대문구 장한로26길 55 2층,매일 10:30 ~ 21:30,02-3394-8043,8,2건
갈풍집,육류/고기,5.0,서울 동대문구 장한로2길 41,영업시간 매일 17:00 ~ 02:00,02-2245-2212,5,5건
투썸플레이스 답십리사거리점,커피전문점,1.6,서울 동대문구 답십리로 150 1층,매일 09:00 ~ 23:30,070-8880-8526,0,11건
대찬식당 신설동본점,육류/고기,5.0,서울 동대문구 왕산로2길 23 2층,월~금 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6369-5618,7,3건
신의주부대찌개 신설동점,찌개/전골,2.5,서울 동대문구 하정로 40-3,,,7,2건
마카나이 외대점,일본식라면,3.0,서울 동대문구 이문로 88-15 1층,매일 11:00 ~ 22:00,02-964-1222,15,20건
등촌샤브칼국수 경희대점,샤브샤브,2.6,서울 동대문구 회기로21길 38,매일 10:00 ~ 22:00,02-963-8793,36,17건
명가옛날통닭,치킨,4.7,서울 동대문구 답십리로67길 2 1층,,02-3390-4646,11,3건
일광,갈비,4.3,서울 동대문구 전농로 48,영업시간 월~토 15:00 ~ 24:00,02-489-5055,4,4건
